Contig	T0_1_C	T0_2_C	T63_1_C	T63_2_C
KSW-T63_1_V_NODE_454_length_9512_cov_6.451623	22	34	2	0
KSW-T63_1_V_NODE_457_length_9507_cov_14.178587	10	18	10	2
KSW-T63_1_V_NODE_472_length_9340_cov_45.571244	18	72	6	8
KSW-T63_1_V_NODE_519_length_8874_cov_4.726840	4	0	2	0
KSW-T63_1_V_NODE_533_length_8828_cov_182.825601	258	132	232	342
KSW-T63_1_V_NODE_592_length_8248_cov_4.039912	22	12	8	12
KSW-T63_1_V_NODE_593_length_8238_cov_5.067946	0	0	470	2114
KSW-T63_1_V_NODE_606_length_8147_cov_5.800914	44	36	14	18
KSW-T63_1_V_NODE_616_length_8043_cov_10.567226	4	10	44	68
KSW-T63_1_V_NODE_675_length_7598_cov_8.617659	6	2	4	8
KSW-T63_1_V_NODE_676_length_7594_cov_5.170978	158	116	36	48
KSW-T63_1_V_NODE_695_length_7503_cov_13.963883	0	2	18	56
KSW-T63_1_V_NODE_904_length_6515_cov_22.416563	0	0	28	48
KSW-T63_1_V_NODE_916_length_6484_cov_18.489656	0	10	4	4
KSW-T63_1_V_NODE_925_length_6453_cov_7.056268	0	8	2	0
KSW-T63_1_V_NODE_1103_length_5831_cov_5.327216	6	4	2	2
KSW-T63_1_V_NODE_1176_length_5629_cov_46.608181	4	0	12	70
KSW-T63_1_V_NODE_1177_length_5629_cov_8.463222	2	6	0	0
KSW-T63_1_V_NODE_1183_length_5616_cov_4.780975	470	420	108	132
KSW-T63_1_V_NODE_1191_length_5604_cov_7.810236	140	132	70	32
KSW-T63_1_V_NODE_1280_length_5386_cov_5.592009	16	16	8	10
KSW-T63_2_V_NODE_239_length_15770_cov_76.922685	0	0	12	142
KSW-T63_2_V_NODE_317_length_13478_cov_60.603963	4	0	42	204
KSW-T63_2_V_NODE_429_length_11527_cov_5.132148	2	94	40	22
KSW-T63_2_V_NODE_568_length_9928_cov_107.975793	2	0	902	4558
KSW-T63_2_V_NODE_755_length_8361_cov_6.284493	452	442	106	102
KSW-T63_2_V_NODE_793_length_8097_cov_11.856130	256	242	64	36
KSW-T63_2_V_NODE_1044_length_6937_cov_10.730311	34	94	12	18
KSW-T63_2_V_NODE_1109_length_6687_cov_7.290712	0	0	30	68
KSW-T63_2_V_NODE_1147_length_6567_cov_78.676597	18	10	68	52
KSW-T63_2_V_NODE_1216_length_6362_cov_5.727446	10	18	2	6
KSW-T63_2_V_NODE_1335_length_6042_cov_15.978787	0	0	0	6
KSW-T63_2_V_NODE_1416_length_5863_cov_14.113981	106	126	14	22
KSW-T63_2_V_NODE_1426_length_5849_cov_254.477045	2	0	188	244
KSW-T63_2_V_NODE_1860_length_5073_cov_17.350139	80	64	48	30
KSW-T63_2_V_NODE_1876_length_5048_cov_29.291208	2	2	18	46
KSW-megahit_k141_1049399	8	4	150	286
KSW-megahit_k141_254323	4	18	50	50
KSW-megahit_k141_941620	4	2	0	0
KSW-megahit_k141_363068	0	2	4	0
KSW-megahit_k141_1708	22	12	0	4
KSW-megahit_k141_37880	0	10	2	4
KSW-megahit_k141_436220	0	0	6	2
KSW-megahit_k141_689585	0	2	0	0
KSW-megahit_k141_364139	12	14	0	0
KSW-megahit_k141_979438	844	666	176	222
KSW-megahit_k141_870928	0	2	0	0
KSW-megahit_k141_75238	0	4	0	0
KSW-megahit_k141_545779	2	0	0	0
KSW-megahit_k141_111425	4	0	2	0
KSW-megahit_k141_726522	8	20	0	0
KSW-megahit_k141_183961	8	4	28	12
KSW-megahit_k141_1052766	10	20	6	4
KSW-megahit_k141_437808	26	12	4	8
KSW-megahit_k141_582499	4	0	12	106
KSW-megahit_k141_546503	0	0	6	10
KSW-megahit_k141_3488	0	8	2	2
KSW-megahit_k141_908347	0	4	0	0
KSW-megahit_k141_257105	4	6	10	0
KSW-megahit_k141_76327	0	6	8	32
KSW-megahit_k141_908714	568	588	86	114
KSW-megahit_k141_294400	8	0	0	6
KSW-megahit_k141_619919	18	2	0	2
KSW-megahit_k141_40960	22	22	24	56
KSW-megahit_k141_1018347	4	0	4	4
KSW-megahit_k141_5012	28	8	8	20
KSW-megahit_k141_295323	8	4	4	0
KSW-megahit_k141_838062	76	360	12	16
KSW-megahit_k141_656754	6	4	6	2
KSW-megahit_k141_656785	10	18	2	4
KSW-megahit_k141_656819	0	4	0	2
KSW-megahit_k141_259241	6	12	0	2
KSW-megahit_k141_910951	0	0	6	2
KSW-megahit_k141_259909	10	8	4	6
KSW-megahit_k141_368669	4	12	0	14
KSW-megahit_k141_803144	0	0	2	2
KSW-megahit_k141_6830	0	0	16	34
KSW-megahit_k141_405078	2	0	0	4
KSW-megahit_k141_298183	0	0	0	4
KSW-megahit_k141_261625	4	2	0	0
KSW-megahit_k141_985629	8	6	0	4
KSW-megahit_k141_732046	0	2	0	0
KSW-megahit_k141_299236	42	78	22	22
KSW-megahit_k141_1058534	14	30	2	2
KSW-megahit_k141_661637	0	0	0	10
KSW-megahit_k141_1060034	6	8	2	0
KSW-megahit_k141_481490	0	2	0	0
KSW-megahit_k141_843723	6	0	2	4
KSW-megahit_k141_372867	2	8	4	4
KSW-megahit_k141_228712	6	6	0	0
KSW-megahit_k141_735225	2	4	2	0
KSW-megahit_k141_627487	0	0	1108	4114
KSW-megahit_k141_916968	2	4	2	4
KSW-megahit_k141_84706	14	6	0	8
KSW-megahit_k141_266111	6	0	4	6
KSW-megahit_k141_591813	2	0	10	2
KSW-megahit_k141_303563	2	2	2	8
KSW-megahit_k141_375353	8	6	12	10
KSW-megahit_k141_230674	0	2	0	0
KSW-megahit_k141_194634	16	24	0	2
KSW-megahit_k141_304155	30	22	4	0
KSW-megahit_k141_339336	4	4	4	0
KSW-megahit_k141_13534	0	2	2	0
KSW-megahit_k141_267753	20	10	48	74
KSW-megahit_k141_195243	14	8	2	6
KSW-megahit_k141_847529	0	2	4	4
KSW-megahit_k141_956144	2	0	0	2
KSW-megahit_k141_775413	0	0	2	4
KSW-megahit_k141_377692	0	2	0	0
KSW-megahit_k141_1065720	0	6	4	0
KSW-megahit_k141_740429	2	0	4	4
KSW-megahit_k141_777316	0	0	2	8
KSW-megahit_k141_740552	92	66	18	14
KSW-megahit_k141_53432	0	14	8	14
KSW-megahit_k141_1067461	0	0	0	2
KSW-megahit_k141_163347	16	6	6	0
KSW-megahit_k141_416196	26	20	12	4
KSW-megahit_k141_778373	4	0	0	0
KSW-megahit_k141_598062	4	16	28	26
KSW-megahit_k141_1069284	0	2	0	0
KSW-megahit_k141_381768	18	46	8	2
KSW-megahit_k141_237669	2	0	2	0
KSW-megahit_k141_672216	4	0	2	4
KSW-megahit_k141_492801	0	2	0	4
KSW-megahit_k141_782395	4	2	6	4
KSW-megahit_k141_349329	10	10	2	12
KSW-megahit_k141_314069	6	0	2	0
KSW-megahit_k141_240928	2	6	2	0
KSW-megahit_k141_314425	0	4	0	0
KSW-megahit_k141_784389	4	8	12	4
KSW-megahit_k141_892780	0	0	92	54
KSW-megahit_k141_315261	0	8	14	12
KSW-megahit_k141_60301	2	10	8	4
KSW-megahit_k141_242807	0	0	438	1938
KSW-megahit_k141_640750	4	16	0	0
KSW-megahit_k141_713092	0	2	6	0
KSW-megahit_k141_713337	2	0	0	0
KSW-megahit_k141_1039227	0	4	2	0
KSW-megahit_k141_207359	2	0	0	0
KSW-megahit_k141_823525	2	6	12	4
KSW-megahit_k141_968550	0	0	2	2
KSW-megahit_k141_643046	342	328	66	64
KSW-megahit_k141_462458	0	0	0	2
KSW-megahit_k141_354640	76	20	12	2
KSW-megahit_k141_64030	4	4	8	0
KSW-megahit_k141_789381	14	2	0	12
KSW-megahit_k141_536232	0	0	16	76
KSW-megahit_k141_863180	2	2	0	4
KSW-megahit_k141_1007288	4	10	20	14
KSW-megahit_k141_1043288	2	4	6	2
KSW-megahit_k141_102876	0	0	0	4
KSW-megahit_k141_428610	0	0	2	0
KSW-megahit_k141_465540	12	2	2	0
KSW-megahit_k141_501514	2	2	4	14
KSW-megahit_k141_899743	2	2	0	2
KSW-megahit_k141_248875	74	26	6	10
KSW-megahit_k141_249206	0	0	8	72
KSW-megahit_k141_720049	70	64	8	18
KSW-megahit_k141_68879	12	14	32	74
KSW-megahit_k141_649339	4	2	2	0
KSW-megahit_k141_325358	0	0	16	152
KSW-megahit_k141_361038	4	2	0	0
KSW-megahit_k141_541665	16	12	30	58
KSW-megahit_k141_650189	4	2	4	0
KSW-megahit_k141_939568	14	0	2	2
KSW-megahit_k141_34259	0	0	236	386
KSW-megahit_k141_868215	8	18	2	2
KSW-megahit_k141_70992	394	302	30	42
KSW-megahit_k141_35392	0	4	4	2
KSW-vf_coassembly_k141_592725	12	4	0	0
KSW-vf_coassembly_k141_697543	0	0	0	2
KSW-vf_coassembly_k141_105811	60	26	12	34
KSW-vf_coassembly_k141_37375	6	8	14	24
KSW-vf_coassembly_k141_420543	12	6	0	2
KSW-vf_coassembly_k141_421194	0	6	0	10
KSW-vf_coassembly_k141_211802	2	0	0	2
KSW-vf_coassembly_k141_839171	56	36	24	10
KSW-vf_coassembly_k141_1013507	0	0	0	2
KSW-vf_coassembly_k141_491320	0	0	6	72
KSW-vf_coassembly_k141_840266	2	2	0	0
KSW-vf_coassembly_k141_283411	20	566	128	146
KSW-vf_coassembly_k141_736815	14	14	0	0
KSW-vf_coassembly_k141_876205	0	0	1778	6230
KSW-vf_coassembly_k141_703795	4	4	2	22
KSW-vf_coassembly_k141_947800	6	8	16	2
KSW-vf_coassembly_k141_251523	4	6	290	288
KSW-vf_coassembly_k141_913720	78	32	14	6
KSW-vf_coassembly_k141_9470	0	6	0	8
KSW-vf_coassembly_k141_845920	0	0	2	0
KSW-vf_coassembly_k141_637631	12	10	0	4
KSW-vf_coassembly_k141_1021060	6	10	14	8
KSW-vf_coassembly_k141_430989	30	18	42	18
KSW-vf_coassembly_k141_1022879	6	18	2	2
KSW-vf_coassembly_k141_605466	78	46	16	36
KSW-vf_coassembly_k141_46863	2	0	2	2
KSW-vf_coassembly_k141_396850	10	14	8	18
KSW-vf_coassembly_k141_850582	10	0	0	0
KSW-vf_coassembly_k141_850817	8	2	0	0
KSW-vf_coassembly_k141_224535	8	0	8	0
KSW-vf_coassembly_k141_17144	0	0	4	0
KSW-vf_coassembly_k141_192180	0	0	0	8
KSW-vf_coassembly_k141_471416	0	4	8	6
KSW-vf_coassembly_k141_52407	8	50	20	16
KSW-vf_coassembly_k141_579013	2	4	2	10
KSW-vf_coassembly_k141_927379	4	2	14	146
KSW-vf_coassembly_k141_541331	56	68	30	58
KSW-vf_coassembly_k141_337206	0	4	6	4
KSW-vf_coassembly_k141_542475	4	8	0	0
KSW-vf_coassembly_k141_617754	4	0	32	16
KSW-vf_coassembly_k141_511798	4	14	1662	6254
KSW-vf_coassembly_k141_340325	8	14	2	0
KSW-vf_coassembly_k141_340329	0	14	2	4
KSW-vf_coassembly_k141_862473	0	0	906	306
KSW-vf_coassembly_k141_304912	34	6	6	6
KSW-vf_coassembly_k141_479308	2	0	0	0
KSW-vf_coassembly_k141_273109	0	4	0	4
KSW-vf_coassembly_k141_27725	12	16	14	4
KSW-vf_coassembly_k141_520697	0	2	0	2
KSW-vf_coassembly_k141_312324	0	2	0	0
KSW-vf_coassembly_k141_208438	42	16	4	14
KSW-vf_coassembly_k141_1008922	6	4	26	14
KSW-vf_coassembly_k141_521422	0	8	4	2
KSW-vf_coassembly_k141_66656	0	0	78	0
KSW-C0_1_C_NODE_2708_length_15639_cov_14.873524	32	132	4	2
KSW-C0_1_C_NODE_4037_length_11354_cov_12.378529	30	378	0	0
KSW-C0_1_C_NODE_6409_length_7814_cov_10.184560	10	88	0	0
KSW-C0_1_C_NODE_6611_length_7643_cov_8.390880	10	68	0	0
KSW-C0_1_C_NODE_7003_length_7277_cov_7.528247	12	24	0	0
KSW-C0_1_C_NODE_8563_length_6188_cov_7.593347	6	82	0	0
KSW-C0_1_C_NODE_9661_length_5639_cov_5.423532	12	112	0	0
KSW-C0_1_C_NODE_9818_length_5570_cov_7.778785	4	4	0	4
KSW-C0_1_C_NODE_10109_length_5436_cov_7.976027	222	242	0	2
KSW-C0_1_C_NODE_10228_length_5386_cov_9.446445	54	136	2	2
KSW-C0_1_C_NODE_10257_length_5373_cov_5.017488	0	6	0	0
KSW-C0_1_C_NODE_10750_length_5179_cov_6.299571	10	64	0	0
KSW-C0_1_C_NODE_11150_length_5035_cov_4.469478	6	6	0	0
KSW-C0_2_C_NODE_553_length_36980_cov_18.403114	112	610	12	18
KSW-C0_2_C_NODE_768_length_30886_cov_9.399598	62	206	14	6
KSW-C0_2_C_NODE_3584_length_11057_cov_6.884748	8	136	0	0
KSW-C0_2_C_NODE_3992_length_10155_cov_11.110594	14	24	8	16
KSW-C0_2_C_NODE_5313_length_8142_cov_7.413750	4	22	4	0
KSW-C0_2_C_NODE_5439_length_7979_cov_5.950656	20	258	0	0
KSW-C0_2_C_NODE_5727_length_7624_cov_7.715022	268	162	30	28
KSW-C0_2_C_NODE_5952_length_7414_cov_9.500340	232	148	16	22
KSW-C0_2_C_NODE_6305_length_7126_cov_8.381276	6	24	0	0
KSW-C0_2_C_NODE_6601_length_6907_cov_18.280940	14	64	6	4
KSW-C0_2_C_NODE_7961_length_6027_cov_8.248828	6	42	2	0
KSW-C0_2_C_NODE_8122_length_5928_cov_4.235995	24	40	28	26
KSW-C0_2_C_NODE_8309_length_5821_cov_6.107007	68	38	2	0
KSW-C0_2_C_NODE_8665_length_5653_cov_10.523223	20	46	12	0
KSW-C0_2_C_NODE_8946_length_5533_cov_5.326944	356	146	2	0
KSW-C0_2_C_NODE_9662_length_5233_cov_5.511781	6	4	0	0
KSW-C63_1_C_NODE_426_length_46439_cov_216.865816	8	6	71614	41064
KSW-C63_1_C_NODE_1875_length_20019_cov_13.256512	0	2	582	524
KSW-C63_1_C_NODE_2662_length_15889_cov_227.213338	0	0	35012	19882
KSW-C63_1_C_NODE_2726_length_15684_cov_22.812400	1544	914	430	338
KSW-C63_1_C_NODE_4470_length_10895_cov_6.798893	9828	9904	696	282
KSW-C63_1_C_NODE_7873_length_6924_cov_12.466007	20	142	2	2
KSW-C63_1_C_NODE_9423_length_5981_cov_4.211441	2	2	2	28
KSW-C63_1_C_NODE_10977_length_5292_cov_12.886767	14	0	40	46
KSW-C63_1_C_NODE_11030_length_5269_cov_5.585731	0	4	0	2
KSW-C63_1_C_NODE_11172_length_5213_cov_9.036642	2	54	24	32
KSW-C63_1_C_NODE_11353_length_5147_cov_4.231147	0	0	20	50
KSW-C63_2_C_NODE_1004_length_27685_cov_242.333189	0	0	45892	26794
KSW-C63_2_C_NODE_1836_length_18495_cov_259.026681	2	2	35456	20564
KSW-C63_2_C_NODE_3354_length_12111_cov_5.304496	8	26	4	30
KSW-C63_2_C_NODE_3767_length_11080_cov_25.785488	0	0	386	362
KSW-C63_2_C_NODE_5344_length_8500_cov_240.136886	0	0	10190	5828
KSW-C63_2_C_NODE_5562_length_8256_cov_7.429216	546	310	104	136
KSW-C63_2_C_NODE_7275_length_6708_cov_4.555839	2	0	104	80
KSW-C63_2_C_NODE_8396_length_5994_cov_229.227311	0	0	5272	3178
KSW-C63_2_C_NODE_9410_length_5492_cov_9.624977	0	0	236	174
KSW-C63_2_C_NODE_9529_length_5435_cov_11.344981	30	24	44	12
KSW-T0_1_C_NODE_7615_length_7069_cov_6.184488	286	204	78	90
KSW-T0_1_C_NODE_8972_length_6246_cov_3.767081	230	82	20	16
KSW-T0_1_C_NODE_9316_length_6083_cov_16.563039	938	430	60	56
KSW-T0_1_C_NODE_10085_length_5729_cov_8.504230	472	244	50	42
KSW-T0_1_C_NODE_10941_length_5370_cov_5.095767	290	202	14	8
KSW-T0_1_C_NODE_11056_length_5329_cov_4.277588	240	182	26	8
KSW-T0_1_C_NODE_11946_length_5004_cov_3.443322	164	104	0	0
KSW-T0_2_C_NODE_6549_length_8459_cov_4.155878	106	346	10	2
KSW-T0_2_C_NODE_10601_length_5700_cov_14.601240	756	632	54	14
KSW-T0_2_C_NODE_10925_length_5569_cov_4.388103	180	160	0	0
KSW-T0_2_C_NODE_11732_length_5244_cov_8.837734	178	450	10	0
KSW-T0_2_C_NODE_12250_length_5062_cov_8.104653	150	368	4	0
KSW-T63_1_C_NODE_1019_length_27599_cov_241.172306	0	0	57664	33328
KSW-T63_1_C_NODE_3764_length_11791_cov_9.153971	0	0	1078	1548
KSW-T63_1_C_NODE_6756_length_7810_cov_5.624113	0	0	330	386
KSW-T63_1_C_NODE_9061_length_6285_cov_3.961477	6	0	240	254
KSW-T63_1_C_NODE_9806_length_5950_cov_4.142154	0	0	226	456
KSW-T63_1_C_NODE_10064_length_5841_cov_3.272036	0	0	194	128
KSW-T63_2_C_NODE_2012_length_20274_cov_5.549186	0	0	266	944
KSW-T63_2_C_NODE_3142_length_15281_cov_13.948443	0	0	1540	2198
KSW-T63_2_C_NODE_3876_length_13202_cov_4.770366	0	0	108	268
KSW-T63_2_C_NODE_7859_length_7919_cov_10.783825	124	76	630	724
KSW-T63_2_C_NODE_7954_length_7853_cov_5.132983	0	0	62	172
KSW-T63_2_C_NODE_8088_length_7756_cov_14.976367	0	0	700	1174
KSW-T63_2_C_NODE_9282_length_7016_cov_4.935641	40	12	96	236
KSW-T63_2_C_NODE_9938_length_6663_cov_4.946883	0	0	66	186
KSW-T63_2_C_NODE_10348_length_6456_cov_4.659741	0	0	66	154
KSW-T63_2_C_NODE_11035_length_6169_cov_5.895813	6	2	268	374
KSW-T63_2_C_NODE_11850_length_5859_cov_4.351826	0	0	74	156
KSW-T63_2_C_NODE_13094_length_5409_cov_4.099739	5240	4828	502	222
KSW-T63_2_C_NODE_13212_length_5372_cov_4.589054	18	12	286	264
KSW-T63_2_C_NODE_13337_length_5328_cov_9.183387	0	0	164	290
KSW-T63_2_C_NODE_14421_length_5027_cov_142.679002	0	0	4070	2362
KSW-cf_coassembly_k141_2419437	0	0	484	1044
KSW-cf_coassembly_k141_2419515	0	4	0	0
KSW-cf_coassembly_k141_941078	20	38	106	576
KSW-cf_coassembly_k141_2554478	42	36	4	10
KSW-cf_coassembly_k141_2959522	3202	3518	11830	15706
KSW-cf_coassembly_k141_3094118	14	44	0	0
KSW-cf_coassembly_k141_3095526	66	208	16	8
KSW-cf_coassembly_k141_3365140	762	466	122	116
KSW-cf_coassembly_k141_3770428	48	140	4	8
KSW-cf_coassembly_k141_1484370	758	718	172	208
KSW-cf_coassembly_k141_2829244	2	20	652	134
KSW-cf_coassembly_k141_3501671	6	2	118	88
KSW-cf_coassembly_k141_2964407	84	76	0	0
KSW-cf_coassembly_k141_3771011	252	164	42	36
KSW-cf_coassembly_k141_2695901	6	4	14	476
KSW-cf_coassembly_k141_1084190	34	54	28	84
KSW-cf_coassembly_k141_2701607	2	34	0	2
KSW-cf_coassembly_k141_686939	90	120	296	264
KSW-cf_coassembly_k141_1359753	398	170	4	0
KSW-cf_coassembly_k141_1762652	10	8	4	6
KSW-cf_coassembly_k141_1897356	16	24	30	66
KSW-cf_coassembly_k141_3513047	744	510	90	86
KSW-cf_coassembly_k141_824517	18	152	10	2
KSW-cf_coassembly_k141_3110521	0	2	106	70
KSW-cf_coassembly_k141_3514746	32	98	6	18
KSW-cf_coassembly_k141_3784635	2	12	2	0
KSW-cf_coassembly_k141_2037076	4	26	0	0
KSW-cf_coassembly_k141_289933	644	722	30	64
KSW-cf_coassembly_k141_562150	82	686	4	8
KSW-cf_coassembly_k141_1903796	32	42	0	6
KSW-cf_coassembly_k141_2173590	6	34	0	0
KSW-cf_coassembly_k141_158466	72	116	2	6
KSW-cf_coassembly_k141_1099423	4	16	0	0
KSW-cf_coassembly_k141_3655382	12	32	16	28
KSW-cf_coassembly_k141_2042319	20	78	0	8
KSW-cf_coassembly_k141_1906936	18	32	6	6
KSW-cf_coassembly_k141_3790791	42	56	4	4
KSW-cf_coassembly_k141_2717771	34	228	2	0
KSW-cf_coassembly_k141_2315581	52	72	12	8
KSW-cf_coassembly_k141_298771	0	6	0	0
KSW-cf_coassembly_k141_3524563	846	562	2	4
KSW-cf_coassembly_k141_164031	84	84	6	2
KSW-cf_coassembly_k141_571898	16	48	18	8
KSW-cf_coassembly_k141_2989937	6	24	14	24
KSW-cf_coassembly_k141_3125796	32	36	4	6
KSW-cf_coassembly_k141_2452142	10	14	2	22
KSW-cf_coassembly_k141_3933269	60	20	92	116
KSW-cf_coassembly_k141_3530608	14	58	0	0
KSW-cf_coassembly_k141_2994675	158	132	28	14
KSW-cf_coassembly_k141_2323498	102	128	34	40
KSW-cf_coassembly_k141_3266287	84	82	2	8
KSW-cf_coassembly_k141_2728123	20	446	0	0
KSW-cf_coassembly_k141_977149	64	146	8	0
KSW-cf_coassembly_k141_977184	76	76	2	0
KSW-cf_coassembly_k141_2326084	0	0	208	152
KSW-cf_coassembly_k141_2457605	0	0	60	48
KSW-cf_coassembly_k141_309137	236	132	12	4
KSW-cf_coassembly_k141_2594531	0	0	148	444
KSW-cf_coassembly_k141_1517248	640	420	0	0
KSW-cf_coassembly_k141_310079	14	46	2	2
KSW-cf_coassembly_k141_2059091	0	0	348	3560
KSW-cf_coassembly_k141_3672750	38	80	26	10
KSW-cf_coassembly_k141_585235	322	198	26	34
KSW-cf_coassembly_k141_45343	4	6	112	144
KSW-cf_coassembly_k141_3944633	124	78	58	0
KSW-cf_coassembly_k141_3945432	4	2	88	154
KSW-cf_coassembly_k141_2196934	0	0	2	10
KSW-cf_coassembly_k141_2063652	0	0	822	1278
KSW-cf_coassembly_k141_588709	6	22	2	6
KSW-cf_coassembly_k141_3809917	52	54	4	4
KSW-cf_coassembly_k141_2064752	18	26	0	0
KSW-cf_coassembly_k141_1122778	2	2	2	0
KSW-cf_coassembly_k141_1524628	2	8	232	1572
KSW-cf_coassembly_k141_858833	74	76	98	66
KSW-cf_coassembly_k141_1528138	0	10	0	0
KSW-cf_coassembly_k141_1799368	58	30	0	10
KSW-cf_coassembly_k141_722055	6	106	0	0
KSW-cf_coassembly_k141_2605941	4	24	2	2
KSW-cf_coassembly_k141_1662068	72	224	44	10
KSW-cf_coassembly_k141_458117	0	6	1148	1744
KSW-cf_coassembly_k141_3414294	96	64	10	10
KSW-cf_coassembly_k141_861819	20	68	4	4
KSW-cf_coassembly_k141_2878728	78	96	28	30
KSW-cf_coassembly_k141_3015359	6	4	0	0
KSW-cf_coassembly_k141_59039	74	96	2	0
KSW-cf_coassembly_k141_2208286	84	86	2	8
KSW-cf_coassembly_k141_3019678	66	46	4	0
KSW-cf_coassembly_k141_193270	102	34	0	0
KSW-cf_coassembly_k141_3962671	8	26	28	40
KSW-cf_coassembly_k141_733430	86	26	0	0
KSW-cf_coassembly_k141_1274921	0	0	60	34
KSW-cf_coassembly_k141_1004819	2	26	10	8
KSW-cf_coassembly_k141_3561555	400	352	6	0
KSW-cf_coassembly_k141_1277492	40	22	26	18
KSW-cf_coassembly_k141_336494	56	48	0	16
KSW-cf_coassembly_k141_1544766	240	252	58	90
KSW-cf_coassembly_k141_1008822	20	12	10	8
KSW-cf_coassembly_k141_3699265	0	0	88	254
KSW-cf_coassembly_k141_2763958	1040	1002	20	12
KSW-cf_coassembly_k141_3030498	0	14	4	0
KSW-cf_coassembly_k141_1820791	56	112	14	2
KSW-cf_coassembly_k141_3031922	0	2	0	0
KSW-cf_coassembly_k141_883036	112	104	6	14
KSW-cf_coassembly_k141_1552053	24	318	0	0
KSW-cf_coassembly_k141_3976038	76	44	0	0
KSW-cf_coassembly_k141_1152184	194	228	76	106
KSW-cf_coassembly_k141_2631694	14	20	2	0
KSW-cf_coassembly_k141_2899901	6	48	0	0
KSW-cf_coassembly_k141_3169852	10	94	0	0
KSW-cf_coassembly_k141_750252	340	130	6	0
KSW-cf_coassembly_k141_3844730	8	74	0	0
KSW-cf_coassembly_k141_2234981	4	0	21730	12588
KSW-cf_coassembly_k141_87861	72	70	12	16
KSW-cf_coassembly_k141_3448928	14	18	0	0
KSW-cf_coassembly_k141_1028332	18	286	0	0
KSW-cf_coassembly_k141_2783066	22	80	4	0
KSW-cf_coassembly_k141_221678	8	24	6	2
KSW-cf_coassembly_k141_1838511	0	0	152	394
KSW-cf_coassembly_k141_1166727	48	52	8	10
KSW-cf_coassembly_k141_3321684	0	0	62	22
KSW-cf_coassembly_k141_498055	122	216	0	0
KSW-cf_coassembly_k141_1168862	34	226	0	0
KSW-cf_coassembly_k141_2788254	2	76	24	22
KSW-cf_coassembly_k141_765084	12	18	0	0
KSW-cf_coassembly_k141_2386627	6	8	0	26
KSW-cf_coassembly_k141_1843699	84	106	2	2
KSW-cf_coassembly_k141_1574533	98	348	6	0
KSW-cf_coassembly_k141_769254	62	206	0	0
KSW-cf_coassembly_k141_3464117	40	34	2	2
KSW-cf_coassembly_k141_233623	96	56	0	0
KSW-cf_coassembly_k141_1578501	54	44	64	178
KSW-cf_coassembly_k141_911465	22	58	6	0
KSW-cf_coassembly_k141_1986539	16	12	10	0
KSW-cf_coassembly_k141_2926879	18	54	0	0
KSW-cf_coassembly_k141_3601692	0	0	24	196
KSW-cf_coassembly_k141_3867294	108	52	26	8
KSW-cf_coassembly_k141_511477	282	264	4	0
KSW-cf_coassembly_k141_1988228	48	34	14	10
KSW-cf_coassembly_k141_3064664	12	8	350	468
KSW-cf_coassembly_k141_2125691	8	28	0	0
KSW-cf_coassembly_k141_3869497	118	94	16	14
KSW-cf_coassembly_k141_654341	0	0	90	72
KSW-cf_coassembly_k141_917386	204	204	16	14
KSW-cf_coassembly_k141_656178	0	0	90	50
KSW-cf_coassembly_k141_3200908	196	54	0	0
KSW-cf_coassembly_k141_382530	26	12	6	12
KSW-cf_coassembly_k141_2128729	38	106	26	58
KSW-cf_coassembly_k141_3873282	0	0	326	1008
KSW-cf_coassembly_k141_1995446	0	0	146	96
KSW-cf_coassembly_k141_3475040	168	112	0	0
KSW-cf_coassembly_k141_3475275	42	72	22	126
KSW-cf_coassembly_k141_2668018	8	8	0	0
KSW-cf_coassembly_k141_2133265	26	22	4	12
KSW-cf_coassembly_k141_1056933	154	94	12	0
KSW-cf_coassembly_k141_2407380	4	2	0	0
KSW-cf_coassembly_k141_3074346	34	38	40	26
KSW-cf_coassembly_k141_2409154	170	44	12	0
KSW-cf_coassembly_k141_1728246	34	36	4	0
KSW-cf_coassembly_k141_3747736	10	24	0	10
KSW-cf_coassembly_k141_1062691	6	6	0	2
KSW-cf_coassembly_k141_2818061	2	0	14	522
KSW-cf_coassembly_k141_3750754	0	12	0	0
KSW-cf_coassembly_k141_3080232	44	80	6	2
KSW-cf_coassembly_k141_2006330	0	0	376	936
KSW-cf_coassembly_k141_2946249	24	92	0	4
KSW-cf_coassembly_k141_1736043	10	26	0	0
KSW-cf_coassembly_k141_2276187	88	38	0	0
KSW-cf_coassembly_k141_3622016	148	102	0	0
KSW-cf_coassembly_k141_4029786	10	96	0	0
KSW-cf_coassembly_k141_4030065	0	780	2	0
KSW-cf_coassembly_k141_1342009	2	0	482	1110
KSW-cf_coassembly_k141_1876572	52	28	2	10
KSW-cf_coassembly_k141_3757969	262	164	2	0
KSW-cf_coassembly_k141_939297	0	8	0	0
KSW-cf_coassembly_k141_1606935	354	238	22	14
KSW-cf_coassembly_k141_3897663	0	0	96	80
KSW-cf_2nd_assembly_k141_4503649	0	0	12346	6986
KSW-cf_2nd_assembly_k141_496887	0	8	0	0
KSW-cf_2nd_assembly_k141_3714473	0	4	0	0
KSW-cf_2nd_assembly_k141_2108143	4	36	26	34
KSW-cf_2nd_assembly_k141_1306169	460	146	4	0
KSW-cf_2nd_assembly_k141_4200462	304	266	2	8
KSW-cf_2nd_assembly_k141_2913405	614	246	78	66
KSW-cf_2nd_assembly_k141_3880808	150	152	2	2
