Contig	T0_1_C	T0_2_C	T63_1_C	T63_2_C
KSW-C0_1_C_NODE_10069_length_5457_cov_13.978712||full	14	24	4	2
KSW-C0_1_C_NODE_10074_length_5455_cov_6.058333||full	586	176	0	0
KSW-C0_1_C_NODE_10158_length_5415_cov_5.311754||full	406	182	96	88
KSW-C0_1_C_NODE_10211_length_5394_cov_4.788163||full	268	112	48	38
KSW-C0_1_C_NODE_10308_length_5347_cov_6.678571||full	18	46	2	2
KSW-C0_1_C_NODE_10481_length_5270_cov_5.017641||full	102	66	8	30
KSW-C0_1_C_NODE_10505_length_5262_cov_11.070482||full	464	356	52	44
KSW-C0_1_C_NODE_10583_length_5236_cov_5.028373||full	604	194	2	0
KSW-C0_1_C_NODE_10679_length_5204_cov_4.838609||full	186	86	40	42
KSW-C0_1_C_NODE_10749_length_5179_cov_6.786495||full	158	140	42	38
KSW-C0_2_C_NODE_241_length_54951_cov_10.574031||full	986	618	120	56
KSW-C0_2_C_NODE_352_length_46397_cov_25.925251||full	210	276	2	18
KSW-C0_2_C_NODE_569_length_36505_cov_40.669355||full	426	466	100	50
KSW-C0_2_C_NODE_683_length_33372_cov_10.870937||full	686	374	82	60
KSW-C0_2_C_NODE_778_length_30529_cov_9.778336||full	588	468	154	108
KSW-C0_2_C_NODE_801_length_30056_cov_8.857138||full	496	548	144	196
KSW-C0_2_C_NODE_949_length_27202_cov_22.620621||full	592	582	290	186
KSW-C0_2_C_NODE_974_length_26775_cov_28.574513||full	152	284	150	96
KSW-C0_2_C_NODE_1070_length_25339_cov_21.182368||full	66	298	14	4
KSW-C0_2_C_NODE_1125_length_24532_cov_10.467623||full	132	216	50	68
KSW-C0_2_C_NODE_1229_length_23135_cov_12.795711||full	84	82	30	28
KSW-C0_2_C_NODE_1233_length_23103_cov_20.582523||full	226	90	72	36
KSW-C0_2_C_NODE_1240_length_23059_cov_17.203182||full	1040	898	144	222
KSW-C0_2_C_NODE_1261_length_22846_cov_8.343469||full	940	430	72	60
KSW-C0_2_C_NODE_1264_length_22810_cov_8.527005||full	228	278	4	0
KSW-C0_2_C_NODE_1364_length_21803_cov_8.221905||full	1154	610	94	114
KSW-C0_2_C_NODE_1496_length_20561_cov_5.432703||full	62	102	4	6
KSW-C0_2_C_NODE_1508_length_20402_cov_7.458790||full	430	264	44	36
KSW-C0_2_C_NODE_1613_length_19508_cov_7.708220||full	1056	534	62	138
KSW-C0_2_C_NODE_1637_length_19299_cov_9.327894||full	374	334	110	94
KSW-C0_2_C_NODE_1682_length_19024_cov_14.361695||full	974	740	204	284
KSW-C0_2_C_NODE_1702_length_18885_cov_7.139989||full	764	448	48	66
KSW-C0_2_C_NODE_1804_length_18226_cov_8.390347||full	436	146	26	38
KSW-C0_2_C_NODE_1878_length_17751_cov_5.181679||full	314	250	64	118
KSW-C0_2_C_NODE_1951_length_17354_cov_14.937973||full	482	430	176	146
KSW-C0_2_C_NODE_1979_length_17194_cov_8.475407||full	526	266	44	34
KSW-C0_2_C_NODE_2025_length_16893_cov_4.994002||full	142	124	0	0
KSW-C0_2_C_NODE_2045_length_16781_cov_21.532106||full	118	418	30	24
KSW-C0_2_C_NODE_2480_length_14493_cov_10.691370||full	432	250	22	30
KSW-C0_2_C_NODE_2525_length_14323_cov_8.395711||full	66	112	8	12
KSW-C0_2_C_NODE_2628_length_13871_cov_25.599378||full	132	184	68	48
KSW-C0_2_C_NODE_2643_length_13809_cov_9.450124||full	30	58	2	4
KSW-C0_2_C_NODE_2652_length_13779_cov_10.772661||full	262	148	20	26
KSW-C0_2_C_NODE_2729_length_13520_cov_12.026662||full	182	150	8	26
KSW-C0_2_C_NODE_2732_length_13500_cov_17.442767||full	1848	1334	146	124
KSW-C0_2_C_NODE_2754_length_13433_cov_9.325908||full	68	88	20	10
KSW-C0_2_C_NODE_2789_length_13321_cov_14.505578||full	5424	3176	752	886
KSW-C0_2_C_NODE_2924_length_12861_cov_25.198345||full	114	186	70	64
KSW-C0_2_C_NODE_3032_length_12516_cov_10.877939||full	26	76	2	0
KSW-C0_2_C_NODE_3037_length_12505_cov_17.865863||full	758	492	50	48
KSW-C0_2_C_NODE_3334_length_11686_cov_8.005846||full	148	124	0	0
KSW-C0_2_C_NODE_3339_length_11672_cov_8.704743||full	464	242	38	26
KSW-C0_2_C_NODE_3367_length_11593_cov_8.301699||full	206	180	50	62
KSW-C0_2_C_NODE_3403_length_11485_cov_12.510586||full	2986	1766	402	450
KSW-C0_2_C_NODE_3501_length_11239_cov_8.086731||full	32	90	10	14
KSW-C0_2_C_NODE_3650_length_10905_cov_10.625991||full	18	44	2	2
KSW-C0_2_C_NODE_3708_length_10756_cov_8.775815||full	940	1018	196	6
KSW-C0_2_C_NODE_3805_length_10522_cov_10.604662||full	54	124	10	4
KSW-C0_2_C_NODE_3810_length_10519_cov_30.345757||full	34	64	22	32
KSW-C0_2_C_NODE_3831_length_10448_cov_10.621380||full	30	38	4	2
KSW-C0_2_C_NODE_3903_length_10330_cov_13.059757||full	86	108	28	10
KSW-C0_2_C_NODE_3962_length_10225_cov_7.864503||full	160	112	20	16
KSW-C0_2_C_NODE_3986_length_10165_cov_10.518991||full	92	118	48	26
KSW-C0_2_C_NODE_3990_length_10157_cov_17.582558||full	36	64	24	20
KSW-C0_2_C_NODE_4020_length_10106_cov_10.429510||full	754	352	118	108
KSW-C0_2_C_NODE_4210_length_9751_cov_21.505672||full	182	178	90	46
KSW-C0_2_C_NODE_4278_length_9646_cov_7.531123||full	248	202	44	46
KSW-C0_2_C_NODE_4329_length_9563_cov_5.375999||full	44	54	0	0
KSW-C0_2_C_NODE_4406_length_9455_cov_7.052660||full	32	72	294	224
KSW-C0_2_C_NODE_4432_length_9424_cov_12.368022||full	16	46	0	0
KSW-C0_2_C_NODE_4433_length_9423_cov_8.323548||full	144	100	0	0
KSW-C0_2_C_NODE_4492_length_9324_cov_8.739346||full	162	124	10	12
KSW-C0_2_C_NODE_4528_length_9261_cov_5.481208||full	940	814	6	16
KSW-C0_2_C_NODE_4578_length_9150_cov_5.613854||full	96	78	26	30
KSW-C0_2_C_NODE_4706_length_8965_cov_15.029742||full	2	20	6	2
KSW-C0_2_C_NODE_4832_length_8755_cov_7.526667||full	208	108	14	14
KSW-C0_2_C_NODE_5006_length_8546_cov_21.853139||full	596	310	36	30
KSW-C0_2_C_NODE_5018_length_8538_cov_4.428150||full	340	122	6	0
KSW-C0_2_C_NODE_5037_length_8510_cov_10.341810||full	94	80	18	34
KSW-C0_2_C_NODE_5047_length_8498_cov_8.257373||full	172	140	20	10
KSW-C0_2_C_NODE_5099_length_8430_cov_5.996657||full	6	22	0	2
KSW-C0_2_C_NODE_5149_length_8366_cov_4.945975||full	8	26	10	10
KSW-C0_2_C_NODE_5152_length_8362_cov_10.685205||full	818	954	160	12
KSW-C0_2_C_NODE_5259_length_8226_cov_91.366418||full	490	470	32	10
KSW-C0_2_C_NODE_5432_length_7988_cov_10.054834||full	6	26	0	0
KSW-C0_2_C_NODE_5462_length_7952_cov_19.719640||full	48	112	12	12
KSW-C0_2_C_NODE_5492_length_7918_cov_11.707745||full	8	22	2	4
KSW-C0_2_C_NODE_5544_length_7854_cov_4.049237||full	2	6	4	2
KSW-C0_2_C_NODE_5572_length_7812_cov_13.558334||full	74	314	16	26
KSW-C0_2_C_NODE_5628_length_7753_cov_10.905820||full	98	60	2	4
KSW-C0_2_C_NODE_5811_length_7531_cov_6.675629||full	196	94	6	14
KSW-C0_2_C_NODE_5825_length_7520_cov_5.280911||full	476	198	4	0
KSW-C0_2_C_NODE_5882_length_7476_cov_7.629700||full	8	12	2	0
KSW-C0_2_C_NODE_5889_length_7466_cov_5.079072||full	12	24	2	0
KSW-C0_2_C_NODE_6054_length_7331_cov_6.966190||full	130	80	0	2
KSW-C0_2_C_NODE_6098_length_7292_cov_8.609230||full	60	98	16	6
KSW-C0_2_C_NODE_6198_length_7217_cov_8.665875||full	18	70	0	2
KSW-C0_2_C_NODE_6284_length_7145_cov_7.286742||full	8	30	2	2
KSW-C0_2_C_NODE_6294_length_7140_cov_9.608469||full	44	104	10	8
KSW-C0_2_C_NODE_6455_length_7010_cov_3.542631||full	186	146	0	0
KSW-C0_2_C_NODE_6464_length_7005_cov_11.949209||full	20	54	2	4
KSW-C0_2_C_NODE_6612_length_6900_cov_8.190066||full	42	46	8	10
KSW-C0_2_C_NODE_6644_length_6874_cov_5.276580||full	526	542	14	2
KSW-C0_2_C_NODE_6654_length_6868_cov_12.735506||full	966	364	6	0
KSW-C0_2_C_NODE_6880_length_6704_cov_4.737404||full	44	48	8	20
KSW-C0_2_C_NODE_6887_length_6700_cov_11.712716||full	92	78	10	8
KSW-C0_2_C_NODE_6920_length_6681_cov_7.658618||full	22	34	194	126
KSW-C0_2_C_NODE_6954_length_6647_cov_7.762288||full	190	132	12	20
KSW-C0_2_C_NODE_6979_length_6628_cov_9.916476||full	92	42	6	2
KSW-C0_2_C_NODE_7032_length_6587_cov_15.280465||full	846	490	106	100
KSW-C0_2_C_NODE_7040_length_6586_cov_6.954218||full	234	348	0	2
KSW-C0_2_C_NODE_7074_length_6566_cov_8.927661||full	38	74	8	12
KSW-C0_2_C_NODE_7089_length_6561_cov_15.308638||full	8	4	4	4
KSW-C0_2_C_NODE_7143_length_6532_cov_6.402810||full	646	654	4	2
KSW-C0_2_C_NODE_7217_length_6488_cov_12.240168||full	28	50	24	2
KSW-C0_2_C_NODE_7260_length_6460_cov_13.792662||full	80	50	10	8
KSW-C0_2_C_NODE_7287_length_6439_cov_8.765508||full	608	544	102	2
KSW-C0_2_C_NODE_7305_length_6430_cov_8.376157||full	202	108	10	6
KSW-C0_2_C_NODE_7337_length_6411_cov_7.871617||full	6	20	2	0
KSW-C0_2_C_NODE_7368_length_6392_cov_6.426858||full	542	208	4	0
KSW-C0_2_C_NODE_7452_length_6335_cov_5.556369||full	26	26	6	8
KSW-C0_2_C_NODE_7567_length_6253_cov_6.134076||full	10	10	2	0
KSW-C0_2_C_NODE_7578_length_6245_cov_12.332795||full	46	66	10	4
KSW-C0_2_C_NODE_7629_length_6217_cov_5.047387||full	0	10	0	0
KSW-C0_2_C_NODE_7644_length_6208_cov_6.570941||full	1118	986	86	56
KSW-C0_2_C_NODE_7672_length_6192_cov_5.260714||full	84	144	58	34
KSW-C0_2_C_NODE_7760_length_6142_cov_24.310005||full	372	296	54	92
KSW-C0_2_C_NODE_7825_length_6102_cov_4.909211||full	14	36	0	0
KSW-C0_2_C_NODE_7891_length_6066_cov_5.296124||full	4	8	0	6
KSW-C0_2_C_NODE_7904_length_6061_cov_12.136197||full	56	82	12	4
KSW-C0_2_C_NODE_8020_length_5983_cov_6.843117||full	10	38	2	10
KSW-C0_2_C_NODE_8173_length_5901_cov_7.771468||full	24	44	0	0
KSW-C0_2_C_NODE_8175_length_5900_cov_9.122327||full	184	94	4	18
KSW-C0_2_C_NODE_8213_length_5877_cov_6.699072||full	72	40	2	4
KSW-C0_2_C_NODE_8315_length_5819_cov_3.729875||full	8	14	0	0
KSW-C0_2_C_NODE_8317_length_5818_cov_12.228006||full	4	128	0	0
KSW-C0_2_C_NODE_8334_length_5809_cov_5.081335||full	458	476	2	2
KSW-C0_2_C_NODE_8391_length_5781_cov_36.383688||full	282	186	24	40
KSW-C0_2_C_NODE_8404_length_5773_cov_15.119972||full	246	162	10	18
KSW-C0_2_C_NODE_8428_length_5765_cov_3.953065||full	240	66	0	0
KSW-C0_2_C_NODE_8466_length_5747_cov_9.784083||full	46	72	4	4
KSW-C0_2_C_NODE_8503_length_5730_cov_3.780088||full	178	218	0	12
KSW-C0_2_C_NODE_8552_length_5703_cov_15.373938||full	54	80	68	136
KSW-C0_2_C_NODE_8626_length_5671_cov_8.320869||full	90	64	4	16
KSW-C0_2_C_NODE_8638_length_5664_cov_18.628989||full	32	26	14	12
KSW-C0_2_C_NODE_8651_length_5658_cov_39.549706||full	568	386	48	60
KSW-C0_2_C_NODE_8653_length_5657_cov_8.548019||full	350	136	26	22
KSW-C0_2_C_NODE_8685_length_5641_cov_12.416219||full	74	28	28	18
KSW-C0_2_C_NODE_8830_length_5583_cov_6.028944||full	390	148	0	0
KSW-C0_2_C_NODE_8837_length_5581_cov_12.070756||full	160	142	6	0
KSW-C0_2_C_NODE_8870_length_5569_cov_5.206565||full	8	4	12	4
KSW-C0_2_C_NODE_9004_length_5513_cov_4.066325||full	234	156	0	0
KSW-C0_2_C_NODE_9048_length_5491_cov_6.252024||full	10	22	14	22
KSW-C0_2_C_NODE_9063_length_5485_cov_6.357274||full	580	532	4	4
KSW-C0_2_C_NODE_9139_length_5456_cov_3.596741||full	240	98	2	0
KSW-C0_2_C_NODE_9212_length_5423_cov_5.615499||full	156	86	0	0
KSW-C0_2_C_NODE_9414_length_5345_cov_8.448015||full	30	28	184	192
KSW-C0_2_C_NODE_9463_length_5325_cov_4.821632||full	4	14	2	4
KSW-C0_2_C_NODE_9553_length_5288_cov_10.414867||full	108	104	6	10
KSW-C0_2_C_NODE_9617_length_5256_cov_5.317823||full	6	12	2	2
KSW-C0_2_C_NODE_9681_length_5221_cov_11.399342||full	612	230	10	0
KSW-C0_2_C_NODE_9760_length_5193_cov_9.851109||full	10	52	0	2
KSW-C0_2_C_NODE_9777_length_5186_cov_4.982460||full	30	26	4	4
KSW-C0_2_C_NODE_9807_length_5171_cov_18.025997||full	28	70	0	0
KSW-C0_2_C_NODE_9821_length_5166_cov_5.216787||full	508	400	12	16
KSW-C0_2_C_NODE_9847_length_5157_cov_8.582713||full	76	58	0	0
KSW-C0_2_C_NODE_9853_length_5155_cov_12.387451||full	60	38	4	4
KSW-C0_2_C_NODE_9880_length_5144_cov_6.635095||full	16	30	0	0
KSW-C0_2_C_NODE_10018_length_5081_cov_8.203741||full	96	56	0	14
KSW-C0_2_C_NODE_10057_length_5067_cov_12.194533||full	20	22	4	0
KSW-C0_2_C_NODE_10107_length_5047_cov_7.631210||full	18	48	4	4
KSW-C0_2_C_NODE_10138_length_5035_cov_5.127912||full	280	34	0	0
KSW-C0_2_C_NODE_10170_length_5023_cov_4.600040||full	0	2	12	4
KSW-C0_2_C_NODE_10178_length_5019_cov_18.680097||full	62	86	0	2
KSW-C63_1_C_NODE_236_length_62476_cov_10.985518||full	6952	3804	322	706
KSW-C63_1_C_NODE_276_length_58015_cov_13.442633||full	0	0	1318	1274
KSW-C63_1_C_NODE_352_length_51015_cov_24.097626||full	5574	3404	1360	1234
KSW-C63_1_C_NODE_523_length_41883_cov_24.190781||full	4904	2964	1188	1048
KSW-C63_1_C_NODE_610_length_38647_cov_22.665138||full	4082	2614	1050	838
KSW-C63_1_C_NODE_738_length_34913_cov_50.832062||full	110	60	9444	8458
KSW-C63_1_C_NODE_745_length_34830_cov_31.827865||full	34	24	480	1010
KSW-C63_1_C_NODE_784_length_33818_cov_24.900660||full	4846	2966	1114	858
KSW-C63_1_C_NODE_1051_length_28323_cov_12.388531||full	0	0	678	680
KSW-C63_1_C_NODE_1160_length_26906_cov_9.845965||full	12	12	0	242
KSW-C63_1_C_NODE_1226_length_25970_cov_9.402508||full	2276	1736	212	330
KSW-C63_1_C_NODE_1237_length_25889_cov_12.292251||full	2016	1276	104	238
KSW-C63_1_C_NODE_1371_length_24392_cov_12.874060||full	0	0	798	746
KSW-C63_1_C_NODE_1375_length_24338_cov_10.616028||full	1026	662	50	134
KSW-C63_1_C_NODE_1388_length_24235_cov_11.245906||full	12	10	8	238
KSW-C63_1_C_NODE_1421_length_23804_cov_234.183839||full	0	0	21572	12190
KSW-C63_1_C_NODE_1433_length_23695_cov_25.908545||full	2198	1392	600	530
KSW-C63_1_C_NODE_1495_length_23068_cov_49.792943||full	1354	814	174	232
KSW-C63_1_C_NODE_1553_length_22558_cov_10.481980||full	22	8	2	188
KSW-C63_1_C_NODE_1555_length_22553_cov_6.213619||full	670	300	250	42
KSW-C63_1_C_NODE_1566_length_22456_cov_26.033927||full	2946	1760	700	500
KSW-C63_1_C_NODE_1762_length_20959_cov_24.778703||full	1342	962	398	270
KSW-C63_1_C_NODE_1825_length_20437_cov_12.465754||full	56	68	142	322
KSW-C63_1_C_NODE_2058_length_18850_cov_12.138814||full	2296	1332	116	278
KSW-C63_1_C_NODE_2140_length_18372_cov_23.044603||full	1232	970	488	398
KSW-C63_1_C_NODE_2272_length_17668_cov_46.313632||full	32	22	3140	2580
KSW-C63_1_C_NODE_2303_length_17535_cov_11.004291||full	50	42	110	220
KSW-C63_1_C_NODE_2315_length_17511_cov_4.701249||full	686	322	130	140
KSW-C63_1_C_NODE_2458_length_16861_cov_5.095859||full	622	596	140	72
KSW-C63_1_C_NODE_2484_length_16710_cov_18.158331||full	28	10	2	348
KSW-C63_1_C_NODE_2523_length_16558_cov_14.580925||full	0	0	630	506
KSW-C63_1_C_NODE_2556_length_16416_cov_20.946580||full	0	0	3878	7202
KSW-C63_1_C_NODE_2986_length_14703_cov_23.287548||full	980	646	292	244
KSW-C63_1_C_NODE_3005_length_14649_cov_14.430999||full	0	0	434	372
KSW-C63_1_C_NODE_3036_length_14504_cov_22.787252||full	880	608	308	218
KSW-C63_1_C_NODE_3070_length_14379_cov_236.126361||full	0	0	10468	6104
KSW-C63_1_C_NODE_3084_length_14343_cov_6.881229||full	484	238	82	108
KSW-C63_1_C_NODE_3187_length_14019_cov_7.604483||full	28	14	570	1356
KSW-C63_1_C_NODE_3207_length_13968_cov_8.474017||full	1168	598	154	176
KSW-C63_1_C_NODE_3239_length_13878_cov_31.131737||full	0	0	52	40
KSW-C63_1_C_NODE_3270_length_13736_cov_18.775967||full	2	6	40	24
KSW-C63_1_C_NODE_3359_length_13475_cov_16.189493||full	0	0	1876	3736
KSW-C63_1_C_NODE_3374_length_13420_cov_6.745080||full	16	14	330	248
KSW-C63_1_C_NODE_3448_length_13211_cov_24.409319||full	0	0	40	42
KSW-C63_1_C_NODE_3473_length_13144_cov_14.293223||full	6	2	0	148
KSW-C63_1_C_NODE_3565_length_12860_cov_6.106130||full	12	14	464	1090
KSW-C63_1_C_NODE_3619_length_12716_cov_29.139562||full	938	692	330	222
KSW-C63_1_C_NODE_3634_length_12677_cov_205.810014||full	0	0	24524	14078
KSW-C63_1_C_NODE_3940_length_11945_cov_102.443398||full	1822	1084	238	276
KSW-C63_1_C_NODE_3998_length_11816_cov_11.515432||full	2	2	0	6
KSW-C63_1_C_NODE_4052_length_11723_cov_19.458262||full	10	4	0	90
KSW-C63_1_C_NODE_4111_length_11615_cov_19.963408||full	0	0	1980	3702
KSW-C63_1_C_NODE_4134_length_11559_cov_24.061978||full	876	514	272	180
KSW-C63_1_C_NODE_4228_length_11345_cov_12.075465||full	2	0	0	8
KSW-C63_1_C_NODE_4467_length_10901_cov_13.776784||full	0	0	1538	2250
KSW-C63_1_C_NODE_4600_length_10673_cov_24.004615||full	1428	756	300	266
KSW-C63_1_C_NODE_4648_length_10578_cov_23.543571||full	0	0	2010	3786
KSW-C63_1_C_NODE_4698_length_10488_cov_5.141091||full	216	102	26	22
KSW-C63_1_C_NODE_4795_length_10338_cov_6.240786||full	2666	1468	14	10
KSW-C63_1_C_NODE_4990_length_10062_cov_4.797742||full	250	338	38	12
KSW-C63_1_C_NODE_5027_length_10002_cov_22.196039||full	180	66	224	250
KSW-C63_1_C_NODE_5111_length_9881_cov_6.003969||full	382	470	54	28
KSW-C63_1_C_NODE_5241_length_9673_cov_6.838636||full	18	10	392	924
KSW-C63_1_C_NODE_5415_length_9444_cov_13.168602||full	0	0	326	328
KSW-C63_1_C_NODE_5487_length_9346_cov_10.903240||full	4	0	0	42
KSW-C63_1_C_NODE_5628_length_9146_cov_21.626664||full	24	14	4	8
KSW-C63_1_C_NODE_5634_length_9138_cov_4.807002||full	12	26	18	42
KSW-C63_1_C_NODE_5660_length_9112_cov_7.463288||full	320	262	66	58
KSW-C63_1_C_NODE_5715_length_9028_cov_8.225454||full	56	100	6	4
KSW-C63_1_C_NODE_5746_length_8979_cov_4.353877||full	2	0	1074	4548
KSW-C63_1_C_NODE_5793_length_8912_cov_20.625268||full	0	0	2172	3736
KSW-C63_1_C_NODE_5864_length_8827_cov_18.230734||full	0	0	1314	2412
KSW-C63_1_C_NODE_5872_length_8819_cov_6.039822||full	450	242	70	66
KSW-C63_1_C_NODE_5876_length_8813_cov_4.444965||full	2	0	0	44
KSW-C63_1_C_NODE_5885_length_8802_cov_7.380130||full	618	334	92	120
KSW-C63_1_C_NODE_5903_length_8785_cov_6.883849||full	10	14	6	40
KSW-C63_1_C_NODE_5914_length_8770_cov_9.002180||full	472	688	94	48
KSW-C63_1_C_NODE_5950_length_8736_cov_15.442806||full	2	8	4	128
KSW-C63_1_C_NODE_6041_length_8638_cov_49.087266||full	568	314	78	78
KSW-C63_1_C_NODE_6213_length_8422_cov_4.560296||full	0	0	786	2742
KSW-C63_1_C_NODE_6302_length_8317_cov_12.367829||full	50	20	46	188
KSW-C63_1_C_NODE_6313_length_8301_cov_52.033713||full	2702	2958	484	1142
KSW-C63_1_C_NODE_6338_length_8268_cov_4.581761||full	104	46	4	4
KSW-C63_1_C_NODE_6376_length_8225_cov_6.938678||full	28	50	10	12
KSW-C63_1_C_NODE_6448_length_8164_cov_6.817980||full	16	2	304	794
KSW-C63_1_C_NODE_6648_length_7959_cov_11.211665||full	4	4	4	58
KSW-C63_1_C_NODE_6680_length_7923_cov_20.431113||full	20	22	52	10
KSW-C63_1_C_NODE_6758_length_7857_cov_5.190977||full	38	26	2	6
KSW-C63_1_C_NODE_7170_length_7492_cov_25.477074||full	504	326	160	84
KSW-C63_1_C_NODE_7244_length_7441_cov_18.527078||full	6	0	0	0
KSW-C63_1_C_NODE_7247_length_7437_cov_83.984151||full	536	368	82	74
KSW-C63_1_C_NODE_7270_length_7422_cov_12.307045||full	36	84	0	8
KSW-C63_1_C_NODE_7327_length_7371_cov_7.939448||full	270	142	32	48
KSW-C63_1_C_NODE_7394_length_7317_cov_16.564170||full	4	6	6	140
KSW-C63_1_C_NODE_7526_length_7206_cov_6.536009||full	380	318	62	52
KSW-C63_1_C_NODE_7768_length_7000_cov_4.605328||full	0	0	852	3384
KSW-C63_1_C_NODE_7855_length_6939_cov_12.235909||full	12	12	6	0
KSW-C63_1_C_NODE_8229_length_6678_cov_5.136041||full	14	10	34	110
KSW-C63_1_C_NODE_8258_length_6659_cov_5.106905||full	4	0	1046	4222
KSW-C63_1_C_NODE_8365_length_6587_cov_11.981017||full	20	18	44	120
KSW-C63_1_C_NODE_8676_length_6405_cov_96.142205||full	680	392	80	120
KSW-C63_1_C_NODE_8762_length_6357_cov_4.827991||full	316	594	42	10
KSW-C63_1_C_NODE_8851_length_6311_cov_10.979859||full	1020	1454	56	38
KSW-C63_1_C_NODE_9010_length_6191_cov_4.635104||full	22	12	2	2
KSW-C63_1_C_NODE_9019_length_6187_cov_5.346706||full	14	12	126	126
KSW-C63_1_C_NODE_9087_length_6151_cov_20.342848||full	110	88	256	308
KSW-C63_1_C_NODE_9154_length_6117_cov_5.642857||full	0	0	452	560
KSW-C63_1_C_NODE_9414_length_5985_cov_5.495278||full	4	2	142	480
KSW-C63_1_C_NODE_9456_length_5967_cov_3.485792||full	58	14	18	12
KSW-C63_1_C_NODE_9480_length_5959_cov_11.972730||full	2	4	0	98
KSW-C63_1_C_NODE_9500_length_5953_cov_21.850288||full	0	0	2014	3582
KSW-C63_1_C_NODE_9624_length_5890_cov_6.717052||full	20	78	6	14
KSW-C63_1_C_NODE_9630_length_5889_cov_4.589990||full	10	10	332	84
KSW-C63_1_C_NODE_9706_length_5847_cov_3.660566||full	0	0	0	36
KSW-C63_1_C_NODE_9740_length_5833_cov_6.545864||full	28	34	1596	3172
KSW-C63_1_C_NODE_9761_length_5822_cov_5.165771||full	16	44	4	0
KSW-C63_1_C_NODE_9807_length_5799_cov_14.901114||full	646	610	94	114
KSW-C63_1_C_NODE_9931_length_5733_cov_8.050722||full	10	34	2	0
KSW-C63_1_C_NODE_10045_length_5680_cov_3.713244||full	190	100	8	36
KSW-C63_1_C_NODE_10188_length_5610_cov_6.017642||full	4	0	2	40
KSW-C63_1_C_NODE_10231_length_5592_cov_98.008488||full	244	154	34	18
KSW-C63_1_C_NODE_10470_length_5490_cov_7.418215||full	62	30	458	772
KSW-C63_1_C_NODE_10492_length_5478_cov_12.452886||full	2	2	0	2
KSW-C63_1_C_NODE_10535_length_5461_cov_35.835553||full	44	22	0	0
KSW-C63_1_C_NODE_10591_length_5442_cov_5.291257||full	2	4	8	28
KSW-C63_1_C_NODE_10665_length_5412_cov_3.673698||full	58	26	150	258
KSW-C63_1_C_NODE_10765_length_5372_cov_15.362799||full	0	0	136	144
KSW-C63_1_C_NODE_11100_length_5238_cov_9.489871||full	2	0	4	40
KSW-C63_1_C_NODE_11114_length_5235_cov_4.587838||full	152	116	32	14
KSW-C63_1_C_NODE_11123_length_5231_cov_5.126932||full	12	56	6	0
KSW-C63_1_C_NODE_11198_length_5202_cov_3.475228||full	0	0	8	2
KSW-C63_1_C_NODE_11293_length_5169_cov_71.888541||full	316	206	28	64
KSW-C63_1_C_NODE_11398_length_5133_cov_8.593738||full	78	62	42	34
KSW-C63_1_C_NODE_11446_length_5119_cov_3.590640||full	8	12	290	74
KSW-C63_1_C_NODE_11504_length_5099_cov_12.802736||full	0	10	174	166
KSW-C63_1_C_NODE_11627_length_5063_cov_4.672324||full	102	92	20	48
KSW-C63_1_C_NODE_11723_length_5032_cov_5.906972||full	18	12	218	408
KSW-C63_2_C_NODE_38_length_142231_cov_25.555572||full	0	0	2620	2196
KSW-C63_2_C_NODE_77_length_111426_cov_28.019018||full	4	0	2600	2522
KSW-C63_2_C_NODE_381_length_47928_cov_8.530320||full	38	22	530	996
KSW-C63_2_C_NODE_430_length_45345_cov_26.389998||full	0	0	1224	1102
KSW-C63_2_C_NODE_477_length_42929_cov_9.801138||full	32	28	448	976
KSW-C63_2_C_NODE_541_length_40258_cov_32.104793||full	0	0	1312	1066
KSW-C63_2_C_NODE_653_length_36155_cov_228.472909||full	0	0	26578	15658
KSW-C63_2_C_NODE_693_length_34977_cov_28.217055||full	0	0	1086	1052
KSW-C63_2_C_NODE_781_length_32474_cov_353.402326||full	16	6	38982	79520
KSW-C63_2_C_NODE_1260_length_24056_cov_28.507646||full	0	0	636	576
KSW-C63_2_C_NODE_1299_length_23579_cov_35.418509||full	0	0	6848	12302
KSW-C63_2_C_NODE_1446_length_21837_cov_36.665274||full	50	22	4820	4010
KSW-C63_2_C_NODE_1577_length_20613_cov_36.277070||full	0	0	3198	5954
KSW-C63_2_C_NODE_2199_length_16313_cov_6.677144||full	1302	872	304	280
KSW-C63_2_C_NODE_2275_length_15919_cov_9.123613||full	106	360	12	4
KSW-C63_2_C_NODE_2481_length_15050_cov_13.748116||full	174	212	198	360
KSW-C63_2_C_NODE_2499_length_14979_cov_39.655320||full	4	0	1740	7234
KSW-C63_2_C_NODE_2545_length_14798_cov_229.394221||full	0	0	9748	5838
KSW-C63_2_C_NODE_2591_length_14599_cov_6.343784||full	2	16	18	8
KSW-C63_2_C_NODE_2903_length_13477_cov_81.298167||full	2	2	126	110
KSW-C63_2_C_NODE_2917_length_13431_cov_39.804501||full	10	2	2002	7600
KSW-C63_2_C_NODE_2946_length_13334_cov_91.179306||full	8	4	10574	20148
KSW-C63_2_C_NODE_3275_length_12374_cov_5.969235||full	2	8	14	4
KSW-C63_2_C_NODE_3433_length_11885_cov_13.416822||full	2284	1386	286	366
