Contig	C0_1_C	C0_2_C	C63_1_C	C63_2_C	T0_1_C	T0_2_C	T63_1_C	T63_2_C
KSW-C63_2_C_NODE_1394_length_22342_cov_97.239736||full_1	4.227672	0	120.37764	118.96689	11.921419	16.275808	131.59268	187.8834
KSW-C63_2_C_NODE_1948_length_17775_cov_8.835384||full_1	0	0	8.76477	13.599209	0	0	0	0
KSW-C63_2_C_NODE_2399_length_15362_cov_11.174169||full_1	0	0	7.7065086	18.771671	0	0	19.65187	20.665651
KSW-T0_2_C_NODE_6954_length_8004_cov_37.929299||full_1	44.96435	11.393584	26.277088	40.898342	379.0738	365.84735	21.052649	15.059273
KSW-T63_1_C_NODE_1022_length_27558_cov_11.688834||full_1	0	0	0	0	0	0	28.604464	15.941567
KSW-T63_1_C_NODE_2589_length_15283_cov_6.933281||full_1	7.4534364	0	10.863039	14.542227	26.261808	34.436718	13.114284	6.7709484
KSW-T63_2_C_NODE_2701_length_16742_cov_38.232696||full_1	0	0	22.773026	35.1327	13.076302	13.582064	34.27756	46.87875
KSW-T63_2_C_NODE_4184_length_12535_cov_6.432933||full_1	0	0	0	0	0	0	15.66908	11.4763
KSW-T63_2_C_NODE_10087_length_6589_cov_11.607744||full_1	0	0	4.6930337	0	0	0	4.2697654	16.232256
KSW-C63_1_C_NODE_636_length_38007_cov_8.239882||0_partial_1	0	0	18.979195	7.5730457	0	0	31.359013	27.688833
KSW-C63_2_C_NODE_9_length_279624_cov_53.342037||0_partial_1	0	0	11.714641	98.35945	0	0	0	0
KSW-C63_2_C_NODE_65_length_117042_cov_23.823391||0_partial_1	0	0	42.620804	44.124866	17.699167	25.00783	4.1042356	8.570992
KSW-T0_1_C_NODE_2_length_456630_cov_79.536889||0_partial_1	20.70497	0	5.6891856	6.7117214	412.22638	561.60516	30.56398	12.328346
KSW-T63_1_C_NODE_55_length_102259_cov_15.083676||0_partial_1	56.748936	5.869994	27.270687	32.700764	340.75388	384.5554	32.46792	25.524628
KSW-T63_2_C_NODE_149_length_72212_cov_19.738279||0_partial_1	0	0	3.7973351	7.262644	0	0	18.488838	30.880287
KSW-cf_coassembly_k141_3631429||full_1	6.4397883	0	0	2.2300684	39.03085	46.598248	0	2.513268
KSW-cf_coassembly_k141_808859||full_1	0	0	0	0	0	0	12.461328	15.1189165
KSW-cf_coassembly_k141_2691447||full_1	16.30663	24.105412	4.106078	0	0	0	0	0
KSW-cf_coassembly_k141_2157560||full_1	0	0	0	0	0	0	9.529349	4.3841558
KSW-cf_coassembly_k141_949735||full_1	0	4.425899	5.336516	4.0054016	0	0	0	0
KSW-cf_coassembly_k141_142742||full_1	0	0	3.4038358	0	0	0	7.7342205	30.021605
KSW-cf_coassembly_k141_3642505||full_1	7.9698596	9.086948	4.6892886	0	0	0	0	0
KSW-cf_coassembly_k141_3776783||full_1	0	9.430092	0	2.5983968	0	0	0	0
KSW-cf_coassembly_k141_2163814||full_1	0	0	5.6247354	6.7499056	0	0	0	0
KSW-cf_coassembly_k141_2436848||full_1	0	0	0	0	0	0	4.5957212	12.555994
KSW-cf_coassembly_k141_423378||full_1	0	0	6.2325106	9.218046	0	0	4.461336	0
KSW-cf_coassembly_k141_3786307||full_1	0	5.3527412	0	0	0	10.008344	0	0
KSW-cf_coassembly_k141_962351||full_1	10.460644	0	0	0	136.87003	159.15854	0	0
KSW-cf_coassembly_k141_696359||full_1	0	0	5.786521	0	0	0	0	0
KSW-cf_coassembly_k141_2175892||full_1	0	0	5.2029853	10.787473	0	0	5.7040615	3.269391
KSW-cf_coassembly_k141_1906622||full_1	7.603075	20.008417	0	0	0	0	0	0
KSW-cf_coassembly_k141_1507801||full_1	12.741033	17.327702	0	0	0	0	0	0
KSW-cf_coassembly_k141_3797209||full_1	0	0	10.865861	7.2838607	0	10.059895	5.308066	0
KSW-cf_coassembly_k141_706033||full_1	0	0	3.586048	3.6289558	0	0	6.014006	4.5400057
KSW-cf_coassembly_k141_3667270||full_1	24.003675	0	5.1759887	6.3697324	358.5878	474.94348	28.438263	12.174639
KSW-cf_coassembly_k141_851841||full_1	48.438915	54.558132	11.100307	7.2475266	0	15.4935465	0	0
KSW-cf_coassembly_k141_995534||full_1	0	6.2014236	0	0	0	0	0	0
KSW-cf_coassembly_k141_1805299||full_1	6.352321	10.915477	0	0	0	0	0	0
KSW-cf_coassembly_k141_2753144||full_1	0	0	9.490631	13.707555	0	0	0	4.3127284
KSW-cf_coassembly_k141_1945947||full_1	32.057587	35.589508	14.982173	9.290842	0	16.303503	0	0
KSW-cf_coassembly_k141_1946950||full_1	0	0	0	4.666663	0	0	4.0613832	3.689437
KSW-cf_coassembly_k141_2360030||full_1	5.1455364	10.071666	0	0	0	0	0	0
KSW-cf_coassembly_k141_2102715||full_1	0	0	0	0	0	0	0	11.070539
KSW-cf_coassembly_k141_217202||full_2	17.775682	23.770794	5.943051	3.8020554	0	0	0	0
KSW-cf_coassembly_k141_1565585||full_1	87.86214	74.03254	12.438656	9.120643	0	21.223623	0	0
KSW-cf_coassembly_k141_1305573||full_1	11.44302	0	5.872795	7.1617627	0	0	0	0
KSW-cf_coassembly_k141_3722340||full_1	20.275072	24.878948	9.876786	5.919028	0	0	0	0
KSW-cf_coassembly_k141_1571104||full_1	0	0	0	0	0	0	0	8.543896
KSW-cf_coassembly_k141_367911||full_1	0	9.993282	0	0	0	0	0	0
KSW-cf_coassembly_k141_911265||full_1	0	0	2.881336	4.389366	0	0	5.2008114	3.343841
KSW-cf_coassembly_k141_3742308||full_1	0	0	0	0	0	0	6.868728	4.3043895
KSW-cf_coassembly_k141_246967||full_1	9.266108	0	4.627603	3.9625158	0	0	0	0
KSW-cf_coassembly_k141_394572||full_1	9.20849	22.06415	0	2.8813732	0	0	0	0
KSW-cf_coassembly_k141_1742003||full_1	0	0	4.109529	5.43186	0	0	6.0187197	2.4326026
KSW-cf_2nd_assembly_k141_1811249||full_1	0	0	3.3493876	4.0043883	16.70482	0	0	2.0535216
KSW-cf_coassembly_k141_820630||0_partial_1	9.686892	0	14.465814	11.244539	0	0	0	0
KSW-cf_coassembly_k141_688117||0_partial_1	0	0	4.033536	4.5257077	0	0	3.9113305	2.5288105
KSW-cf_coassembly_k141_2042398||0_partial_1	14.068917	0	0	0	54.796036	48.294136	0	0
KSW-cf_coassembly_k141_3140905||0_partial_1	0	0	6.5025473	6.3142157	0	0	0	0
KSW-cf_coassembly_k141_1403481||0_partial_1	6.764495	0	0	0	27.036882	31.544147	0	0
KSW-cf_coassembly_k141_3556723||0_partial_1	0	0	3.452826	4.184697	0	0	3.405907	3.6166332
KSW-cf_coassembly_k141_3025402||0_partial_1	8.689308	0	7.182338	0	0	34.23952	0	0
KSW-cf_coassembly_k141_3975748||0_partial_1	7.5164866	0	7.000214	2.588616	0	24.359861	0	0
KSW-cf_coassembly_k141_1434939||0_partial_1	0	0	0	0	0	0	9.344334	13.339177
KSW-cf_coassembly_k141_2804474||0_partial_1	8.500486	0	7.5153112	2.902944	0	28.548681	0	0
KSW-cf_coassembly_k141_521103||0_partial_1	7.374081	6.6905794	0	4.377234	26.391161	26.375723	0	0
KSW-cf_coassembly_k141_1051349||lt2gene_1	5.322215	8.440251	0	0	0	0	0	0
KSW-megahit_k141_1045877_1	0	0	10.861976	0	0	0	0	0
KSW-vf_coassembly_k141_162297_1	6.7723217	0	0	0	0	0	0	0
KSW-C0_2_C_NODE_876_length_28559_cov_35.330234_1	11.422975	42.90399	0	0	0	0	0	0
KSW-C0_2_C_NODE_2116_length_16388_cov_22.367110_1	44.901546	49.804417	10.577197	8.381127	0	0	0	0
KSW-C0_2_C_NODE_3561_length_11096_cov_6.295897_1	15.081404	13.523474	10.319915	9.438368	0	0	0	0
KSW-C0_2_C_NODE_7373_length_6387_cov_12.089703_1	21.102608	27.781548	5.947596	4.971541	0	0	0	0
KSW-C63_2_C_NODE_4097_length_10436_cov_6.925055_1	0	0	9.53634	12.624697	0	0	0	0
KSW-cf_coassembly_k141_1345961_1	8.685053	9.975975	4.1349096	0	0	0	0	0
KSW-cf_coassembly_k141_1080931_1	18.664745	22.240698	8.85924	5.956096	0	0	0	0
KSW-cf_coassembly_k141_1215101_1	17.524172	21.950993	5.386042	2.917198	0	0	0	0
KSW-cf_coassembly_k141_2830284_1	22.664955	24.437292	6.632136	3.9204957	0	0	0	0
KSW-cf_coassembly_k141_1082577_1	10.606182	41.596123	0	0	0	0	0	0
KSW-cf_coassembly_k141_2966263_1	23.090405	26.09055	15.032062	5.6714067	0	14.123153	0	0
KSW-cf_coassembly_k141_2967550_1	12.9526205	17.193573	9.135749	4.961855	0	0	0	0
KSW-cf_coassembly_k141_1360404_1	16.663044	18.972717	4.083254	0	0	0	0	0
KSW-cf_coassembly_k141_2303054_1	11.436666	24.439783	0	0	0	0	0	0
KSW-cf_coassembly_k141_2303601_1	29.385603	34.55107	4.912997	5.4787436	0	0	0	0
KSW-cf_coassembly_k141_3918702_1	22.514082	29.274273	5.5049434	0	0	0	0	0
KSW-cf_coassembly_k141_692648_1	0	8.002227	0	0	0	0	0	0
KSW-cf_coassembly_k141_2730082_1	39.51717	48.61577	9.234644	6.12662	0	11.863933	0	0
KSW-cf_coassembly_k141_2196856_1	6.032869	0	0	0	35.385273	32.616787	0	0
KSW-cf_coassembly_k141_1259536_1	6.1433206	19.576206	0	0	0	0	0	0
KSW-cf_coassembly_k141_1800318_1	10.044067	16.47387	4.041124	0	0	0	0	0
KSW-cf_coassembly_k141_2074167_1	5.701813	8.278661	3.704941	0	0	0	0	0
KSW-cf_coassembly_k141_1666566_1	6.305889	11.527759	0	0	0	0	0	0
KSW-cf_coassembly_k141_2749489_1	5.513249	7.9992285	0	0	0	0	0	0
KSW-cf_coassembly_k141_1004483_1	5.672649	6.914742	4.285191	4.2590275	0	0	0	0
KSW-cf_coassembly_k141_2085568_1	14.591134	15.228591	10.570414	10.438628	0	0	0	0
KSW-cf_coassembly_k141_1283302_1	23.128904	22.79276	13.131286	6.032384	0	0	0	0
KSW-cf_coassembly_k141_1164668_1	18.989708	25.818413	8.082401	3.9547346	0	0	0	0
KSW-cf_coassembly_k141_1979182_1	0	4.5116377	0	0	0	0	0	0
KSW-cf_coassembly_k141_502774_1	19.241495	27.315098	8.421617	3.4339273	0	0	0	0
KSW-cf_coassembly_k141_776780_1	0	9.850038	0	0	0	0	0	0
KSW-cf_coassembly_k141_2551654_1	20.930712	6.5136194	6.592474	3.299538	0	0	0	0
KSW-C0_2_C_NODE_1975_length_17225_cov_11.834188||full_1	11.657086	13.937367	3.2083833	0	0	0	0	0
KSW-T63_2_C_NODE_10534_length_6384_cov_6.051193||full_1	0	0	0	0	0	0	0	9.64124
KSW-cf_coassembly_k141_3634893||full_1	18.861568	22.295492	6.841776	3.6886628	0	0	0	0
KSW-cf_coassembly_k141_2582378||full_1	7.780818	9.965218	2.4762654	0	0	0	0	0
KSW-cf_coassembly_k141_1516329||full_1	27.831749	26.571188	18.077755	7.8580294	0	17.022827	0	0
KSW-cf_coassembly_k141_3710726||full_1	5.3449283	11.016748	0	0	0	0	0	0
KSW-T63_2_V_NODE_15_length_50049_cov_26.043245_1	161.03044	10.432612	23.463875	16.070217	0	0	0	0
KSW-T63_2_V_NODE_16_length_49285_cov_30.950112_1	96.54682	7.5052	13.0257435	8.991655	0	0	0	0
KSW-C0_1_C_NODE_115_length_93443_cov_50.136313_1	134.01129	33.219078	11.200409	10.96471	0	17.001375	0	0
KSW-cf_coassembly_k141_3499616_1	22.887306	5.1727533	4.392056	0	0	0	0	0
KSW-cf_coassembly_k141_16018_1	54.798546	6.715633	10.057363	5.9596853	0	0	0	0
KSW-cf_coassembly_k141_73429_1	39.858902	32.74938	6.7148547	3.405923	0	0	0	0
KSW-cf_coassembly_k141_792812_1	0	0	4.0800405	3.132238	0	0	0	0
KSW-C0_2_C_NODE_2832_length_13169_cov_9.736465||full_1_1	13.751689	18.202246	6.550454	4.1594915	0	0	0	0
KSW-T63_2_C_NODE_1897_length_21039_cov_60.214116||0_partial_1_1	0	0	41.08244	154.33032	0	0	59.74435	57.287193
KSW-cf_coassembly_k141_1464700_1_1	6.166463	7.9302807	3.2113516	0	0	0	0	0
KSW-cf_coassembly_k141_2688323||full	0	3.5522819	0	0	9.031627	0	0	0
KSW-cf_coassembly_k141_1747576||full	0	0	6.013073	0	0	0	0	0
KSW-cf_coassembly_k141_1344426||full	4.368395	2.933794	0	0	14.417936	12.413977	0	0
KSW-cf_coassembly_k141_3764047||full	0	0	0	0	0	0	0	3.5542607
KSW-cf_coassembly_k141_2151264||full	33.891968	19.481133	14.001327	2.6528916	149.71799	113.75052	0	0
KSW-cf_coassembly_k141_1479181||full	0	0	12.419146	0	0	0	0	0
KSW-cf_coassembly_k141_2823341||full	0	0	0	0	19.80552	19.187325	0	0
KSW-cf_coassembly_k141_2957896||full	0	0	0	0	0	0	4.545455	8.198053
KSW-cf_coassembly_k141_1613888||full	0	3.3008301	9.728388	0	0	0	0	0
KSW-cf_coassembly_k141_2823795||full	4.7567635	0	0	0	18.751558	12.601181	0	0
KSW-cf_coassembly_k141_3495874||full	6.3616915	13.697847	0	0	0	0	0	0
KSW-cf_coassembly_k141_2689508||full	0	0	0	0	0	0	0	7.492016
KSW-cf_coassembly_k141_135550||full	13.455003	4.4806843	0	0	0	0	0	0
KSW-cf_coassembly_k141_807551||full	0	0	12.594259	9.114462	0	0	0	0
KSW-cf_coassembly_k141_270250||full	7.3513017	22.711391	0	0	12.223038	0	0	0
KSW-cf_coassembly_k141_3227681||full	8.1248665	9.770447	3.6881223	0	33.54046	29.749887	0	0
KSW-cf_coassembly_k141_1749113||full	0	0	0	36.65135	0	0	44.878002	40.735058
KSW-cf_coassembly_k141_2555689||full	0	0	0	4.014355	0	0	238.29279	62.22124
KSW-cf_coassembly_k141_807776||full	5.491438	7.340849	3.7654564	0	12.344176	0	0	0
KSW-cf_coassembly_k141_942275||full	0	0	0	6.941734	0	0	6.7530265	6.339914
KSW-cf_coassembly_k141_3496754||full	6.074987	0	6.4106817	0	21.0399	18.508862	0	0
KSW-cf_coassembly_k141_539493||full	11.985886	26.689497	0	0	0	0	0	0
KSW-cf_coassembly_k141_1614821||full	11.6712885	17.418139	3.3238263	0	23.384224	17.789104	0	0
KSW-cf_coassembly_k141_1696||full	22.925983	34.397522	0	0	27.587097	31.31125	0	0
KSW-cf_coassembly_k141_1614855||full	0	3.7397704	0	0	19.068062	9.670444	0	0
KSW-cf_coassembly_k141_2959326||full	0	0	10.342761	0	0	0	0	0
KSW-cf_coassembly_k141_1724||full	4.831542	0	7.4033046	0	12.956579	0	0	0
KSW-cf_coassembly_k141_270740||full	0	0	0	0	0	0	4.2442727	6.869295
KSW-cf_coassembly_k141_3631436||full	0	6.39289	0	0	0	0	0	0
KSW-cf_coassembly_k141_2690536||full	16.485273	20.222225	8.475083	0	40.573467	43.67555	2.658931	2.6763222
KSW-cf_coassembly_k141_808126||full	11.734319	0	38.16336	5.348452	49.011353	38.17167	0	0
KSW-cf_coassembly_k141_539994||full	0	0	0	0	23.180801	34.864605	3.741128	4.4055586
KSW-cf_coassembly_k141_136289||full	20.599287	18.234125	0	0	61.25646	31.066458	0	0
KSW-cf_coassembly_k141_3363225||full	5.7135286	8.878581	0	0	0	0	0	0
KSW-cf_coassembly_k141_2959710||full	16.767242	24.943195	2.6387892	0	19.56681	19.643517	0	0
KSW-cf_coassembly_k141_2287644||full	12.67573	4.83005	11.497743	4.285953	43.20604	29.064983	0	0
KSW-cf_coassembly_k141_1480999||full	0	0	7.593374	4.037215	0	0	3.5170658	2.726228
KSW-cf_coassembly_k141_3228744||full	0	0	13.601167	24.391144	0	0	3.175927	1.9363053
KSW-cf_coassembly_k141_3363570||full	0	3.726301	0	0	16.44719	0	0	0
KSW-cf_coassembly_k141_271498||full	0	0	16.119144	12.129447	0	0	6.514854	4.75087
KSW-cf_coassembly_k141_943089||full	4.087788	7.3106346	0	0	0	0	0	0
KSW-cf_coassembly_k141_136630||full	11.073095	23.176195	0	0	21.236183	13.611159	0	0
KSW-cf_coassembly_k141_271663||full	7.0212884	4.330659	6.2565026	0	37.409985	20.708256	0	0
KSW-cf_coassembly_k141_1481469||full	7.11501	8.243514	6.5453043	0	9.65352	0	0	0
KSW-cf_coassembly_k141_271773||full	5.6526327	3.9603312	0	0	12.130391	0	0	0
KSW-cf_coassembly_k141_1750615||full	6.4034967	9.861116	3.8322394	0	15.315599	19.285645	0	0
KSW-cf_coassembly_k141_2825830||full	0	0	5.7478995	4.5605683	0	0	0	0
KSW-cf_coassembly_k141_136951||full	11.161906	14.587561	4.4764576	2.448921	38.418118	29.402979	0	0
KSW-cf_coassembly_k141_1078133||full	5.9694853	0	30.931837	0	16.206066	16.352444	0	0
KSW-cf_coassembly_k141_2019316||full	5.749732	8.947165	0	0	0	0	0	0
KSW-cf_coassembly_k141_2691123||full	12.241503	50.41967	3.671127	2.5661275	0	0	0	0
KSW-cf_coassembly_k141_2154284||full	0	0	7.180889	9.782244	0	0	9.729668	5.5136104
KSW-cf_coassembly_k141_3229828||full	0	6.3943	0	0	0	0	0	0
KSW-cf_coassembly_k141_3767568||full	3.9030778	0	0	0	13.171175	15.931741	0	0
KSW-cf_coassembly_k141_943812||full	32.72313	23.70586	28.846516	0	99.247856	67.42489	0	2.4355867
KSW-cf_coassembly_k141_3095342||full	0	0	0	0	0	0	0	3.5671213
KSW-cf_coassembly_k141_1616183||full	6.4473457	4.0186796	0	0	10.215553	11.582795	0	0
KSW-cf_coassembly_k141_3229978||full	0	2.9334717	0	0	8.726261	0	0	0
KSW-cf_coassembly_k141_3499216||full	3.5683844	6.1697407	0	0	12.775308	8.951208	0	0
KSW-cf_coassembly_k141_3767784||full	9.9600525	18.2388	4.736612	0	10.964536	21.12175	0	0
KSW-cf_coassembly_k141_2154594||full	5.7808847	6.2170825	6.6366205	2.0664704	11.9667635	0	0	0
KSW-cf_coassembly_k141_675188||full	29.922815	40.000244	8.52142	3.7195792	92.83611	76.005005	0	0
KSW-cf_coassembly_k141_2557544||full	39.617268	26.984177	0	0	130.3003	336.35962	6.081234	3.5727136
KSW-cf_coassembly_k141_2826458||full	0	3.7462993	0	0	0	23.098515	0	0
KSW-cf_coassembly_k141_3499455||full	0	0	0	0	0	0	4.4526105	17.804127
KSW-cf_coassembly_k141_675199||full	0	0	54.96163	121.49751	0	0	0	0
KSW-cf_coassembly_k141_407073||full	15.093525	41.96841	0	0	0	0	0	0
KSW-cf_coassembly_k141_2154815||full	0	0	0	6.27035	0	0	8.082638	7.5067716
KSW-cf_coassembly_k141_1348066||full	5.72941	8.338515	1.8935304	3.4829834	0	0	3.8654602	2.0618289
KSW-cf_coassembly_k141_3095731||full	0	0	0	7.021119	0	0	0	3.1199193
KSW-cf_coassembly_k141_3095897||full	0	9.590057	0	0	16.654856	0	0	0
KSW-cf_coassembly_k141_1348273||full	0	0	0	0	0	0	4.226611	9.516321
KSW-cf_coassembly_k141_2826964||full	0	7.0263796	0	0	12.646299	0	0	0
KSW-cf_coassembly_k141_1885929||full	0	0	0	0	0	0	9.605072	15.255556
KSW-cf_coassembly_k141_2423790||full	10.926518	6.4083996	9.216488	4.015166	42.740826	30.445606	0	0
KSW-cf_coassembly_k141_2558103||full	18.327444	9.2500925	4.834561	2.569487	0	0	0	0
KSW-cf_coassembly_k141_4001||full	0	0	44.06453	98.48562	0	0	0	0
KSW-cf_coassembly_k141_2289741||full	0	0	2.2123969	0	13.16457	0	0	0
KSW-cf_coassembly_k141_810456||full	0	0	0	3.406936	0	0	3.1968155	4.2876177
KSW-cf_coassembly_k141_2961869||full	0	0	24.342224	38.851303	0	0	47.702007	60.080013
KSW-cf_coassembly_k141_2558341||full	0	3.9203026	0	0	0	0	0	0
KSW-cf_coassembly_k141_3365486||full	20.58553	43.498436	11.103621	4.2317905	43.846325	44.687004	0	0
KSW-cf_coassembly_k141_273148||full	0	0	30.514893	48.31606	0	0	62.80924	77.45671
KSW-cf_coassembly_k141_1886383||full	6.524006	17.20337	0	0	0	0	0	0
KSW-cf_coassembly_k141_2827607||full	0	0	0	0	0	0	0	4.2181096
KSW-cf_coassembly_k141_2827701||full	0	6.81787	0	0	0	0	0	0
KSW-cf_coassembly_k141_273382||full	0	0	409.45084	376.55743	0	0	474.76434	198.13463
KSW-cf_coassembly_k141_542411||full	0	0	13.434106	9.261784	0	0	0	0
KSW-cf_coassembly_k141_811131||full	0	0	3.5090878	0	19.47028	15.365965	0	0
KSW-cf_coassembly_k141_1080090||full	4.534466	0	4.436827	0	19.444088	16.328165	0	0
KSW-cf_coassembly_k141_1349237||full	13.2604	43.403072	0	3.3688238	0	0	0	0
KSW-cf_coassembly_k141_1752514||full	0	0	0	4.9158626	0	0	11.819992	11.976618
KSW-cf_coassembly_k141_676674||full	0	0	0	4.6814895	0	0	4.7306676	3.5249128
KSW-cf_coassembly_k141_3634978||full	5.8023567	0	0	0	18.530119	39.18674	0	0
KSW-cf_coassembly_k141_273636||full	0	0	8.869146	0	0	0	0	0
KSW-cf_coassembly_k141_3500636||full	11.739291	13.795099	0	0	47.694065	22.652105	0	0
KSW-cf_coassembly_k141_2021443||full	5.016883	12.923677	0	0	14.798963	14.036818	0	0
KSW-cf_coassembly_k141_676820||full	0	0	0	0	0	0	0	50.010326
KSW-cf_coassembly_k141_1080439||full	4.487862	0	0	0	20.53515	13.41906	0	0
KSW-cf_coassembly_k141_3635178||full	0	0	9.430924	5.877734	0	0	0	0
KSW-cf_coassembly_k141_2693240||full	25.186607	23.863245	15.95433	6.6128836	0	14.175002	0	0
KSW-cf_coassembly_k141_1080526||full	0	0	41.281265	0	0	0	0	0
KSW-cf_coassembly_k141_3500842||full	0	0	0	0	0	0	6.066206	13.86885
KSW-cf_coassembly_k141_2291046||full	7.416967	4.2137823	21.67737	3.7427187	28.59047	25.605978	2.923411	0
KSW-cf_coassembly_k141_2425050||full	21.081621	39.27288	5.954982	3.5693853	58.19406	51.804928	0	0
KSW-cf_coassembly_k141_1483799||full	0	0	19.089031	36.60559	0	0	6.9396167	4.0574193
KSW-cf_coassembly_k141_2963296||full	0	0	0	0	0	0	0	4.0331645
KSW-cf_coassembly_k141_677198||full	0	9.17385	0	0	0	9.797945	0	0
KSW-cf_coassembly_k141_1080932||full	0	0	0	0	17.17521	13.681428	0	0
KSW-cf_coassembly_k141_5762||full	31.414097	50.40746	4.9894032	4.604893	0	0	0	0
KSW-cf_coassembly_k141_2963775||full	7.716684	8.981772	0	0	23.051058	17.952929	0	0
KSW-cf_coassembly_k141_1215140||full	4.603685	7.6487484	3.6835978	3.2684665	0	0	0	0
KSW-cf_coassembly_k141_2559917||full	5.2356586	10.138415	0	0	15.064636	0	0	0
KSW-cf_coassembly_k141_1081219||full	4.3329873	5.5648184	0	0	0	0	0	0
KSW-cf_coassembly_k141_677665||full	8.441725	22.094488	0	0	15.991898	11.656442	0	0
KSW-cf_coassembly_k141_1618739||full	0	0	0	0	11.471906	10.876034	0	0
KSW-cf_coassembly_k141_275011||full	0	0	18.568491	0	11.322919	0	0	0
KSW-cf_coassembly_k141_946759||full	0	6.240787	3.4991925	0	0	0	0	0
KSW-cf_coassembly_k141_3636299||full	10.50056	16.419016	2.7112203	0	52.98989	31.659143	0	0
KSW-cf_coassembly_k141_2022624||full	21.489874	0	0	0	0	0	0	0
KSW-cf_coassembly_k141_2560458||full	8.050561	14.894844	0	0	10.656066	0	0	0
KSW-cf_coassembly_k141_2560483||full	0	0	4.486359	3.8415718	0	0	2.6870995	0
KSW-cf_coassembly_k141_2022722||full	0	0	0	0	0	0	0	13.887426
KSW-cf_coassembly_k141_1753602||full	33.852154	64.28278	0	0	228.78111	317.77795	4.081547	0
KSW-cf_coassembly_k141_2829786||full	0	0	0	0	0	0	6.771783	20.536003
KSW-cf_coassembly_k141_1485034||full	17.449242	22.798737	10.812848	6.4811654	0	0	0	0
KSW-cf_coassembly_k141_3501946||full	0	3.5018702	5.613333	0	16.900919	0	0	0
KSW-cf_coassembly_k141_2157660||full	7.343069	4.4662433	7.512632	2.7827728	21.878153	0	2.468721	0
KSW-cf_coassembly_k141_2829997||full	0	0	7.4723577	4.828254	0	0	6.445798	11.101328
KSW-cf_coassembly_k141_2694593||full	0	0	0	0	30.28673	37.000446	0	0
KSW-cf_coassembly_k141_410005||full	5.6672783	2.8832455	2.6963904	0	23.731298	15.690159	0	0
KSW-cf_coassembly_k141_813229||full	6.88739	7.036725	0	0	0	0	0	0
KSW-cf_coassembly_k141_2830337||full	0	0	0	0	0	0	3.0962758	57.762035
KSW-cf_coassembly_k141_2561102||full	0	5.104449	2.583122	0	0	0	0	0
KSW-cf_coassembly_k141_2158183||full	0	0	12.66214	0	0	0	0	0
KSW-cf_coassembly_k141_2695245||full	5.251939	0	0	0	18.051025	11.400893	0	0
KSW-cf_coassembly_k141_3502452||full	0	0	25.014582	30.165714	0	0	21.513678	16.934086
KSW-cf_coassembly_k141_1754436||full	7.634711	0	32.50968	3.1840088	28.447721	27.447887	0	0
KSW-cf_coassembly_k141_678768||full	0	0	5.3092213	0	15.72443	0	0	0
KSW-cf_coassembly_k141_3234200||full	0	0	2.2922692	0	8.787205	0	0	0
KSW-cf_coassembly_k141_2293044||full	0	0	3.5111687	0	13.733091	0	0	0
KSW-cf_coassembly_k141_1889191||full	6.0954847	25.929974	0	0	0	0	0	0
KSW-cf_coassembly_k141_1351476||full	13.588032	20.646	0	0	0	0	0	0
KSW-cf_coassembly_k141_2695598||full	0	6.737155	0	0	0	0	0	0
KSW-cf_coassembly_k141_545634||full	11.471182	25.046886	0	0	0	0	0	0
KSW-cf_coassembly_k141_3099649||full	46.955025	84.17898	8.426005	0	0	0	0	0
KSW-cf_coassembly_k141_2830810||full	0	0	4.3937554	0	9.546415	0	0	0
KSW-cf_coassembly_k141_1889306||full	0	0	0	0	0	0	27.480524	12.9202795
KSW-cf_coassembly_k141_411187||full	8.567367	5.891529	0	0	0	0	0	0
KSW-cf_coassembly_k141_2965471||full	9.75281	7.331573	0	0	0	0	0	0
KSW-cf_coassembly_k141_7511||full	6.4840155	3.9198847	0	0	13.706881	22.135801	0	0
KSW-cf_coassembly_k141_141179||full	7.265512	24.581005	0	0	0	0	0	0
KSW-cf_coassembly_k141_7519||full	4.3202977	0	3.6847184	0	10.815137	13.956805	0	0
KSW-cf_coassembly_k141_3368955||full	0	0	0	4.4662347	0	0	5.8106823	4.6562366
KSW-cf_coassembly_k141_1889467||full	0	0	46.15071	0	0	0	0	0
KSW-cf_coassembly_k141_1082922||full	6.1656685	9.318572	2.6960475	0	8.179078	0	0	0
KSW-cf_coassembly_k141_3503228||full	8.690915	4.860547	7.1270857	2.4594772	17.633953	0	0	0
KSW-cf_coassembly_k141_1082974||full	9.010545	6.252791	3.1680028	0	0	0	0	0
KSW-cf_coassembly_k141_2024236||full	11.46292	20.692745	5.624722	2.6064827	55.655716	31.87428	3.9450684	2.1502645
KSW-cf_coassembly_k141_411618||full	8.658131	5.012845	5.738935	0	38.08167	25.902414	0	0
KSW-cf_coassembly_k141_2831305||full	0	0	24.176245	20.216177	0	0	0	3.1991382
KSW-cf_coassembly_k141_2965861||full	6.3173933	15.634153	0	0	18.147255	14.524284	0	0
KSW-cf_coassembly_k141_3234962||full	18.250204	13.660009	59.549744	8.580505	92.24481	76.02085	4.594887	3.7035651
KSW-cf_coassembly_k141_1889661||full	0	3.3948245	0	0	23.078403	13.980256	0	0
KSW-cf_coassembly_k141_3235177||full	0	0	0	0	0	0	2.947639	11.039162
KSW-cf_coassembly_k141_2696278||full	16.486958	24.53188	3.0566578	0	23.83784	25.023788	0	0
KSW-cf_coassembly_k141_3503662||full	0	0	0	3.9309697	0	0	8.852471	9.598245
