OUT	C0_1	C0_2	C63_1	C63_2	T0_1	T0_2	T63_1	T63_2
Virus-enriched_vOTU_3440	0	0	1.6562341	0.8884819	1.412375	1.0725963	0	0
Virus-enriched_vOTU_3441	0	0	2.199066	0	1.6871464	0	1.1410944	0
Virus-enriched_vOTU_3442	0	0	1.8218325	1.0213411	1.4551702	0	0.72121406	0
Virus-enriched_vOTU_3443	0	0	1.7779886	0	1.9033836	0	1.3368589	0
Virus-enriched_vOTU_3444	0	0	1.817135	0	1.8343751	0	1.3590131	0
Virus-enriched_vOTU_3445	0	0	1.8443041	0.9813657	0	0	1.1859245	0.99629766
Virus-enriched_vOTU_3446	0	0	2.0925431	0	1.4410866	0	1.4679284	0
Virus-enriched_vOTU_3447	1.9241681	0	0	0	1.6517411	0	0.7236587	0.6950863
Virus-enriched_vOTU_3448	0	0	2.3764627	0	1.3674356	0	1.2484453	0
Virus-enriched_vOTU_3449	0	0	1.3762497	3.6145	0	0	0	0
Virus-enriched_vOTU_3450	0	0	0	0	0	0	3.2761328	1.7143475
Virus-enriched_vOTU_3451	0	0	0	0	0	0	1.7116617	3.2764158
Virus-enriched_vOTU_3452	0	0	0	1.8431393	0	0	1.176094	1.9675059
Virus-enriched_vOTU_3453	0	0	1.6325629	1.4469664	0	0	1.1512365	0.7550712
Virus-enriched_vOTU_3454	0	0	0	0	0	0	1.4603531	3.5126274
Virus-enriched_vOTU_3455	0	2.1829154	0	0	2.7869084	0	0	0
Virus-enriched_vOTU_3456	0	0	0	0	3.7237353	1.2447624	0	0
Virus-enriched_vOTU_3457	0	0	0	0	0	0	0.88352895	4.0765233
Virus-enriched_vOTU_3458	0	0	0	0	0	0	2.767729	2.1893117
Virus-enriched_vOTU_3459	0	0	1.077231	0	2.966412	0	0.9029593	0
Virus-enriched_vOTU_3460	0	0	0	0	1.2079898	0	2.2163398	1.520594
Virus-enriched_vOTU_3461	0	0	0	0	2.6655407	0	2.2776423	0
Virus-enriched_vOTU_3462	0	0	2.1947322	0	0	0	1.9124295	0.83125955
Virus-enriched_vOTU_3463	0	0	0	1.5736744	0	0	1.1164554	2.246879
Virus-enriched_vOTU_3464	0	0	0	1.5553389	0	0	0.97980946	2.3915908
Virus-enriched_vOTU_3465	0	0	0	0	3.1154711	0	1.8080734	0
Virus-enriched_vOTU_3466	0	0	0	0	0	0	2.6067955	2.3145025
Virus-enriched_vOTU_3467	0	0	0	0	1.7602391	0	2.4421136	0.71487725
Virus-enriched_vOTU_3468	0	0	0	1.112674	1.52844	2.2757378	0	0
Virus-enriched_vOTU_3469	0	0	1.7498125	0.86209375	1.5432185	0	0.7598025	0
Virus-enriched_vOTU_3470	0	0	0	1.0181075	0	0	2.6540706	1.2370211
Virus-enriched_vOTU_3471	0	0	0	0	4.9023614	0	0	0
Virus-enriched_vOTU_3472	0	0	0	0	2.108278	0	1.7387347	1.0479832
Virus-enriched_vOTU_3473	2.0483205	0	0	0	0	0	2.843296	0
Virus-enriched_vOTU_3474	0	0	0	0	0	0	1.62049	3.2682185
Virus-enriched_vOTU_3475	0	0	0	1.7069042	1.7257043	0	1.4549376	0
Virus-enriched_vOTU_3476	0	0	0	0.98949075	1.9028385	0	1.987729	0
Virus-enriched_vOTU_3477	0	0	0	0	0	0	2.18381	2.692847
Virus-enriched_vOTU_3478	0	0	0	1.4313287	1.767232	0	1.6779611	0
Virus-enriched_vOTU_3479	0	0	0	1.3043574	2.380466	0	1.190938	0
Virus-enriched_vOTU_3480	4.873326	0	0	0	0	0	0	0
Virus-enriched_vOTU_3481	0	0	1.1380695	0	1.5845857	0	2.140091	0
Virus-enriched_vOTU_3482	0	0	2.277748	0	1.4180633	0	1.1625469	0
Virus-enriched_vOTU_3483	0	0	0	0	0	0	0.9497066	3.9043767
Virus-enriched_vOTU_3484	0	0	0	0	2.8276908	0	2.0245483	0
Virus-enriched_vOTU_3485	0	0	0	0	1.2872361	0	2.5054853	1.059492
Virus-enriched_vOTU_3486	0	4.852191	0	0	0	0	0	0
Virus-enriched_vOTU_3487	0	0	0	1.3323057	0	0	1.1809068	2.3363922
Virus-enriched_vOTU_3488	0	0	1.4432644	1.4370682	0	0	1.2488017	0.719085
Virus-enriched_vOTU_3489	0	0	1.4572306	0.8494948	2.0694945	0	0.46780226	0
Virus-enriched_vOTU_3490	0	0	1.1457629	0	2.753468	0	0.9361924	0
Virus-enriched_vOTU_3491	0	0	0	0	0	0	2.9191654	1.9133458
Virus-enriched_vOTU_3492	0	0	0	1.5776536	0	0	1.4028814	1.8515544
Virus-enriched_vOTU_3493	1.9247472	0	0	0.8270603	2.076807	0	0	0
Virus-enriched_vOTU_3494	0	0	1.4600179	1.28399	0	0	0.9865487	1.096676
Virus-enriched_vOTU_3495	0	0	0	1.6933126	0	0	0	3.1325405
Virus-enriched_vOTU_3496	0	0	0	0	0	0	2.0844896	2.7410893
Virus-enriched_vOTU_3497	0	0	0	0.88581175	0	0	1.731546	2.2081025
Virus-enriched_vOTU_3498	0	0	1.6289836	0	1.8576177	1.3330715	0	0
Virus-enriched_vOTU_3499	0	2.794558	0	0	2.0239084	0	0	0
Virus-enriched_vOTU_3500	0	0	0	1.5996628	0	0	1.9621706	1.256465
Virus-enriched_vOTU_3501	0	0	0	0.76453084	0	0	2.7905307	1.2625594
Virus-enriched_vOTU_3502	0	0	0	1.1443146	0	0	1.5156175	2.156705
Virus-enriched_vOTU_3503	0	0	1.3726572	0	2.5131204	0	0.9264508	0
Virus-enriched_vOTU_3504	0	0	0	0	2.5827725	0	2.2283502	0
Virus-enriched_vOTU_3505	0	0	0	0	0	0	3.312371	1.498393
Virus-enriched_vOTU_3506	0	0	0	0	0	0	2.896591	1.9132417
Virus-enriched_vOTU_3507	0	0	0	0.79373366	0	0	2.6010022	1.394785
Virus-enriched_vOTU_3508	0	0	0	0	2.3858814	0	2.3969798	0
Virus-enriched_vOTU_3509	0	0	1.1110213	0.84404206	1.9483137	0	0.8784892	0
Virus-enriched_vOTU_3510	0	0	0	1.0950656	0	0	1.2168499	2.4688017
Virus-enriched_vOTU_3511	0	0	1.1449337	0.84540683	2.2526844	0	0.5307148	0
Virus-enriched_vOTU_3512	0	0	0	0	0	0	3.209585	1.5606712
Virus-enriched_vOTU_3513	0	0	0	0	0	0	1.7840093	2.9849298
Virus-enriched_vOTU_3514	0	0	2.0141678	0	1.2831433	0	1.46436	0
Virus-enriched_vOTU_3515	2.4812877	0	0	0	1.4829241	0	0.79525393	0
Virus-enriched_vOTU_3516	0	0	4.200386	0	0	0	0.55669606	0
Virus-enriched_vOTU_3517	0	0	0	0	0	0	0	4.755847
Virus-enriched_vOTU_3518	0	0	0	0	0	0	1.8634757	2.8908112
Virus-enriched_vOTU_3519	0	0	0	0.979928	2.514317	0	1.2589364	0
Virus-enriched_vOTU_3520	0	0	1.247362	1.6590785	0	0	0.99167174	0.8536314
Virus-enriched_vOTU_3521	0	0	0	0	2.1596608	0	2.589989	0
Virus-enriched_vOTU_3522	1.6634214	0	1.5421146	0	1.5411781	0	0	0
Virus-enriched_vOTU_3523	0	0	0	1.1987604	0	0	3.5319068	0
Virus-enriched_vOTU_3524	0	0	0	0.9033994	0	0	2.2341905	1.592562
Virus-enriched_vOTU_3525	0	0	0	0	0	0	4.728286	0
Virus-enriched_vOTU_3526	0	0	1.8358544	0.7504078	1.13182	0	1.0049663	0
Virus-enriched_vOTU_3527	0	0	0	0	0	0	3.1343346	1.5863715
Virus-enriched_vOTU_3528	0	0	0	0	0	0	2.955727	1.7626257
Virus-enriched_vOTU_3529	0	0	0	1.4117328	1.5453732	1.0184494	0.73867977	0
Virus-enriched_vOTU_3530	0	0	0	0	0	0	3.533144	1.1806704
Virus-enriched_vOTU_3531	0	0	0	0	0	0	1.0636466	3.6487508
Virus-enriched_vOTU_3532	0	0	1.801327	0	1.7483987	0	1.1575744	0
Virus-enriched_vOTU_3533	0	0	0	0	0	0	3.170388	1.5323448
Virus-enriched_vOTU_3534	0	0	0	2.083422	0	0	1.4262813	1.1912758
Virus-enriched_vOTU_3535	0	0	1.5192628	0	1.8882631	0	1.2904601	0
Virus-enriched_vOTU_3536	0	0	4.6962714	0	0	0	0	0
Virus-enriched_vOTU_3537	0	0	0	1.1740161	2.0762377	1.4444797	0	0
Virus-enriched_vOTU_3538	0	0	1.7816842	0	1.594748	0	1.3102686	0
Virus-enriched_vOTU_3539	0	0	1.1371267	1.4737259	0	0	1.1896648	0.8850461
Virus-enriched_vOTU_3540	0	2.1057374	1.3985287	0	0	1.1793875	0	0
Virus-enriched_vOTU_3541	0	0	2.1005805	1.7636749	0	0	0.8169297	0
Virus-enriched_vOTU_3542	0	0	1.6819941	0	2.0585651	0	0.9335296	0
Virus-enriched_vOTU_3543	0	0	0	0	0	0	3.385945	1.2808115
Virus-enriched_vOTU_3544	0	0	0	1.1275197	0	0	1.0554303	2.480978
Virus-enriched_vOTU_3545	0	0	0	0	0	0	1.0915778	3.5654788
Virus-enriched_vOTU_3546	0	0	0	0	1.8890386	0	2.7645283	0
Virus-enriched_vOTU_3547	0	0	0	0	0	0	0	4.650772
Virus-enriched_vOTU_3548	0	0	0	0	0	0	0.5412222	4.1082606
Virus-enriched_vOTU_3549	0	0	2.3038447	0	1.3919328	0	0.95177346	0
Virus-enriched_vOTU_3550	0	0	0	1.119235	1.6648278	0	1.8522358	0
Virus-enriched_vOTU_3551	0	0	0	0	1.4005023	0	2.328052	0.9028932
Virus-enriched_vOTU_3552	0	0	0	0	1.8906143	0	2.735407	0
Virus-enriched_vOTU_3553	0	0	0	0.950392	0	0	1.0988917	2.5759323
Virus-enriched_vOTU_3554	0	0	0	1.526842	0	1.0246842	1.1470333	0.9220951
Virus-enriched_vOTU_3555	0	0	0	2.0243754	0	0	0.99251604	1.6016682
Virus-enriched_vOTU_3556	0	0	0	0	0	0	2.5227103	2.094194
Virus-enriched_vOTU_3557	0	0	0	0.86771256	0	0	1.6442866	2.1032703
Virus-enriched_vOTU_3558	0	0	4.6136394	0	0	0	0	0
Virus-enriched_vOTU_3559	0	2.1445553	1.2359091	0	1.2326632	0	0	0
Virus-enriched_vOTU_3560	0	0	2.250078	0	1.5536553	0	0.8054778	0
Virus-enriched_vOTU_3561	0	0	1.3737164	0	1.7647197	0	1.4689978	0
Virus-enriched_vOTU_3562	0	0	0	0	0	0	1.0796221	3.5271943
Virus-enriched_vOTU_3563	0	0	0	1.5908474	0	0	0	3.0147653
Virus-enriched_vOTU_3564	0	0	1.9516273	0	1.1998984	0	1.4470173	0
Virus-enriched_vOTU_3565	0	0	2.0172946	0	1.4417952	0	1.1391608	0
Virus-enriched_vOTU_3566	0	0	1.063265	1.4914322	0	0	1.188337	0.8541218
Virus-enriched_vOTU_3567	0	0	0	1.7795635	0	0	1.6102276	1.2016582
Virus-enriched_vOTU_3568	0	0	0	0	0	0	1.4442261	3.1455858
Virus-enriched_vOTU_3569	0	0	1.5318445	1.3523316	0	1.1306783	0.573643	0
Virus-enriched_vOTU_3570	0	0	0	0.7540536	0	0	2.3826122	1.4506348
Virus-enriched_vOTU_3571	0	0	0	1.6521691	1.9055877	0	1.0280185	0
Virus-enriched_vOTU_3572	0	0	2.692402	0	0	0	1.8923746	0
Virus-enriched_vOTU_3573	0	0	1.9391828	0	1.428251	0	1.2074895	0
Virus-enriched_vOTU_3574	0	0	0	0	0	0	3.2011619	1.3726649
Virus-enriched_vOTU_3575	0	0	0	0	0	0	0	4.570099
Virus-enriched_vOTU_3576	0	0	0	0	1.9260505	0	1.6965084	0.94650567
Virus-enriched_vOTU_3577	0	0	1.2309213	0	0	0	2.132567	1.2049212
Virus-enriched_vOTU_3578	0	0	0	2.1526752	0	0	1.1850945	1.2266603
Virus-enriched_vOTU_3579	0	0	0	0.706022	2.0344698	0	1.8218436	0
Virus-enriched_vOTU_3580	0	2.8638117	0	0	1.69727	0	0	0
Virus-enriched_vOTU_3581	0	0	0	0	1.806068	0	0.9723187	1.7826484
Virus-enriched_vOTU_3582	0	0	0	1.5888413	0	0	1.5554625	1.4165504
Virus-enriched_vOTU_3583	0	0	4.5587277	0	0	0	0	0
Virus-enriched_vOTU_3584	0	0	0	1.5355996	0	0	1.7117176	1.3078953
Virus-enriched_vOTU_3585	0	0	0	0	4.550663	0	0	0
Virus-enriched_vOTU_3586	0	0	0	1.184808	1.8886286	0	0.94649404	0.52830416
Virus-enriched_vOTU_3587	0	0	0	0	0	0	3.2549384	1.2907249
Virus-enriched_vOTU_3588	0	0	0	2.710126	0	0	1.8354579	0
Virus-enriched_vOTU_3589	0	0	0	1.056135	0	0	2.0055814	1.4832164
Virus-enriched_vOTU_3590	0	0	0	1.6700298	1.8254333	0	1.0446819	0
Virus-enriched_vOTU_3591	0	0	0	0	0	0	3.1110828	1.4283854
Virus-enriched_vOTU_3592	0	0	0	1.2200011	0	0	2.2246158	1.0837435
Virus-enriched_vOTU_3593	0	0	0	0.83027965	0	0	1.3864412	2.3029397
Virus-enriched_vOTU_3594	0	0	0	0	0	0	4.5186706	0
Virus-enriched_vOTU_3595	0	0	0	1.0948923	0	0	0.84607345	2.5689194
Virus-enriched_vOTU_3596	0	0	1.6666304	0.75041115	1.2786565	0	0.8122948	0
Virus-enriched_vOTU_3597	0	0	0	0	0	0	0.96036303	3.545451
Virus-enriched_vOTU_3598	0	0	1.5519955	0	1.8131226	0	1.137599	0
Virus-enriched_vOTU_3599	4.502586	0	0	0	0	0	0	0
Virus-enriched_vOTU_3600	0	0	0.99490035	1.079389	1.2917353	0	1.1363686	0
Virus-enriched_vOTU_3601	0	0	0	0	0	0	1.6674149	2.8316479
Virus-enriched_vOTU_3602	0	0	0	1.9311435	0	0	0	2.5644262
Virus-enriched_vOTU_3603	0	0	4.4937944	0	0	0	0	0
Virus-enriched_vOTU_3604	0	0	0	2.362373	0	0	1.0555538	1.0753242
Virus-enriched_vOTU_3605	0	0	0	0	0	0	1.5250889	2.9661407
Virus-enriched_vOTU_3606	1.7314353	2.7564785	0	0	0	0	0	0
Virus-enriched_vOTU_3607	0	0	1.2427655	0	1.6950451	0	1.5469546	0
Virus-enriched_vOTU_3608	0	0	2.3510113	0.9689975	0	0	1.158738	0
Virus-enriched_vOTU_3609	0	0	0	2.084812	0	0	0	2.3931525
Virus-enriched_vOTU_3610	0	0	0	0	0	0	0	4.477362
Virus-enriched_vOTU_3611	0	0	1.8705869	0	1.1330005	0	1.4736542	0
Virus-enriched_vOTU_3612	2.7108407	0	0	0	0	0	0.72272485	1.0367762
Virus-enriched_vOTU_3613	0	0	0	0	3.6100729	0	0.8586048	0
Virus-enriched_vOTU_3614	0	0	0	0	0	0	1.2428206	3.225349
Virus-enriched_vOTU_3615	0	0	1.6821227	0	1.4921895	0	1.2924937	0
Virus-enriched_vOTU_3616	0	0	0	1.0485511	0	0	2.0422354	1.3756684
Virus-enriched_vOTU_3617	0	0	0	1.8775774	0	0	1.2417182	1.3465259
Virus-enriched_vOTU_3618	0	0	0	0	2.1658242	0	2.2703028	0
Virus-enriched_vOTU_3619	0	0	0	1.2825607	0	0	0	3.1521075
Virus-enriched_vOTU_3620	0	0	0	1.3631514	0	0	2.1135051	0.95044684
Virus-enriched_vOTU_3621	0	0	1.0869087	0	1.7922364	0	1.5462959	0
Virus-enriched_vOTU_3622	0	2.0866685	1.1861504	0	0	1.1481171	0	0
Virus-enriched_vOTU_3623	0	0	0	1.301547	1.914937	0	1.204011	0
Virus-enriched_vOTU_3624	0	0	0	0	0	0	4.416936	0
Virus-enriched_vOTU_3625	0	0	0	0	0	0	2.7732775	1.6398957
Virus-enriched_vOTU_3626	0	0	2.268372	0	0	0	1.4584746	0.68499863
Virus-enriched_vOTU_3627	0	2.557849	0	0	1.8539301	0	0	0
Virus-enriched_vOTU_3628	0	0	0	0	1.8638517	0	1.6044104	0.9435079
Virus-enriched_vOTU_3629	0	0	4.4049535	0	0	0	0	0
Virus-enriched_vOTU_3630	0	0	0	0	0	0	2.8865404	1.5179169
Virus-enriched_vOTU_3631	0	0	1.789451	0.75190014	1.8613161	0	0	0
Virus-enriched_vOTU_3632	0	2.1783502	0	0	1.6336416	0	0.5828079	0
Virus-enriched_vOTU_3633	1.7126563	0	0	0	1.7180257	0	0.9631478	0
Virus-enriched_vOTU_3634	0	0	1.9084162	1.608725	0	0	0.8760139	0
Virus-enriched_vOTU_3635	0	0	0	0	2.0900338	0	1.5399561	0.7581266
Virus-enriched_vOTU_3636	0	0	0	0	0	0	2.0322552	2.3554134
Virus-enriched_vOTU_3637	0	0	0	0	0	0	3.1172967	1.2693249
Virus-enriched_vOTU_3638	0	0	1.4058292	1.195545	0	0	0.75638837	1.0252336
Virus-enriched_vOTU_3639	0	0	0	0	0	0	4.382912	0
Virus-enriched_vOTU_3640	0	0	0	0	0	0	1.9275846	2.4551373
Virus-enriched_vOTU_3641	0	0	0	1.4219874	0	0	0.7500912	2.2082098
Virus-enriched_vOTU_3642	0	0	0	0	0	0	2.1249151	2.254977
Virus-enriched_vOTU_3643	2.5030532	0	0	0	1.8740251	0	0	0
Virus-enriched_vOTU_3644	0	0	0	0	2.660321	0	1.7160128	0
Virus-enriched_vOTU_3645	0	0	0	1.1181933	1.7420733	0	1.516062	0
Virus-enriched_vOTU_3646	0	0	0	0	1.7739989	0	1.8123409	0.789471
Virus-enriched_vOTU_3647	0	0	0	0	2.8079278	0	1.5650556	0
Virus-enriched_vOTU_3648	0	0	0	0	1.2607607	0	1.7541467	1.3577845
Virus-enriched_vOTU_3649	0	0	0	0	0	0	3.5370355	0.8347852
Virus-enriched_vOTU_3650	0	0	0	0	0	0	0.9712093	3.395113
Virus-enriched_vOTU_3651	0	0	1.5117697	1.3346093	0	0	0.8063996	0.71133083
Virus-enriched_vOTU_3652	0	0	0	0	1.0375109	0	2.2670827	1.0581006
Virus-enriched_vOTU_3653	0	0	0	0	0	0	1.2380499	3.1187124
Virus-enriched_vOTU_3654	0	0	1.7543997	0	1.3729138	0	1.2268817	0
Virus-enriched_vOTU_3655	0	0	0	1.1298236	1.6495519	0	0.6449546	0.9278072
Virus-enriched_vOTU_3656	0	0	0	0	0	0	3.2253358	1.121444
Virus-enriched_vOTU_3657	0	0	0	1.3601221	1.8007044	0	1.1827178	0
Virus-enriched_vOTU_3658	0	0	0	0	2.575062	0	1.7643044	0
Virus-enriched_vOTU_3659	0	0	0	0	0	0	3.0313773	1.3059068
Virus-enriched_vOTU_3660	1.7596105	2.5749636	0	0	0	0	0	0
Virus-enriched_vOTU_3661	0	0	0	4.330733	0	0	0	0
Virus-enriched_vOTU_3662	0	1.8686968	1.4363937	0	0	0	1.0246959	0
Virus-enriched_vOTU_3663	0	0	1.0184877	0	0	0	1.7956649	1.5097045
Virus-enriched_vOTU_3664	0	0	0	0	0	0	3.1005924	1.2155799
Virus-enriched_vOTU_3665	0	0	0	0	0	0	1.9838672	2.3297172
Virus-enriched_vOTU_3666	1.8218945	0	0	0	1.8064374	0	0.6847318	0
Virus-enriched_vOTU_3667	0	0	2.1612062	0	0	0	2.1493223	0
Virus-enriched_vOTU_3668	0	0	0	1.2656765	0	0	1.773958	1.2705158
Virus-enriched_vOTU_3669	0	0	0	0	0	0	2.4771636	1.8302746
Virus-enriched_vOTU_3670	0	0	1.1676552	1.3653115	0	1.1188178	0.65516657	0
Virus-enriched_vOTU_3671	0	0	0	0	2.4881823	1.8186764	0	0
Virus-enriched_vOTU_3672	0	0	0	0.88676864	1.551854	1.2570485	0.5955715	0
Virus-enriched_vOTU_3673	0	0	1.9566648	0.8813806	0	0	0.57128847	0.88125044
Virus-enriched_vOTU_3674	0	0	0	0	0	0	2.7142644	1.5744647
Virus-enriched_vOTU_3675	0	0	0	1.1450846	0	0	1.9328843	1.2055634
Virus-enriched_vOTU_3676	0	0	1.5576656	0	0	0	1.9562311	0.76158506
Virus-enriched_vOTU_3677	0	0	1.666654	0	0	0	1.6580101	0.9479442
Virus-enriched_vOTU_3678	0	0	0	1.3351139	0	0	1.193019	1.7441944
Virus-enriched_vOTU_3679	0	0	1.16678	0	2.12013	0	0.9853748	0
Virus-enriched_vOTU_3680	0	0	1.2524403	0	0	1.1322744	1.0242182	0.863316
Virus-enriched_vOTU_3681	0	0	2.4179254	0	0	0	1.8530372	0
Virus-enriched_vOTU_3682	0	0	0	1.0553856	0	0	1.2146412	2.0000284
Virus-enriched_vOTU_3683	0	0	0	1.9401466	0	0	0.93782264	1.3871229
Virus-enriched_vOTU_3684	0	0	0	1.4952445	0	0	1.7208741	1.0471969
Virus-enriched_vOTU_3685	0	0	2.011669	0	0	0	2.2363172	0
Virus-enriched_vOTU_3686	0	0	1.8573401	0	0	0	2.3902879	0
Virus-enriched_vOTU_3687	0	0	0	0	0	0	2.2437303	1.9985011
Virus-enriched_vOTU_3688	0	0	0	1.1076995	0	0	0.52665895	2.598149
Virus-enriched_vOTU_3689	0	0	0	0.9477329	1.572384	1.0335588	0.6731448	0
Virus-enriched_vOTU_3690	0	0	0	1.9594007	0	0	1.0886548	1.1737124
Virus-enriched_vOTU_3691	0	0	2.6306307	0	0	0	1.5906329	0
Virus-enriched_vOTU_3692	2.223504	0	1.9935447	0	0	0	0	0
Virus-enriched_vOTU_3693	0	0	0	0.9130755	0	0	1.5899922	1.7136226
Virus-enriched_vOTU_3694	0	0	0	0	0	0	2.549894	1.6661333
Virus-enriched_vOTU_3695	0	0	1.2745396	0.7367247	0	0	0.6986655	1.4985279
Virus-enriched_vOTU_3696	0	0	1.0386959	0	1.6550968	0	1.5116926	0
Virus-enriched_vOTU_3697	0	0	0	1.1837447	0	0	1.8585588	1.157059
Virus-enriched_vOTU_3698	0	0	0	0	0	0	1.9138241	2.2835526
Virus-enriched_vOTU_3699	0	0	2.1136854	0	0	0	2.082697	0
Virus-enriched_vOTU_3700	0	0	1.4427271	0	1.7008085	0	1.0449927	0
Virus-enriched_vOTU_3701	0	0	0	0	0	0	0	4.1866565
Virus-enriched_vOTU_3702	0	0	0	1.3090602	1.9522357	0	0.92427045	0
Virus-enriched_vOTU_3703	0	0	0	0	2.777595	0	1.4050704	0
Virus-enriched_vOTU_3704	0	0	0	0	0	0	2.1184974	2.0636995
Virus-enriched_vOTU_3705	0	0	1.4493471	0	2.0733318	0	0.6580576	0
Virus-enriched_vOTU_3706	0	0	0	0	0	0	0.9918345	3.1878068
Virus-enriched_vOTU_3707	0	0	0	1.3181746	0	0	1.8561975	1.0041108
Virus-enriched_vOTU_3708	0	0	1.2190461	0.7562073	2.2012944	0	0	0
Virus-enriched_vOTU_3709	0	0	0	0	0	0	2.3012736	1.8745894
Virus-enriched_vOTU_3710	0	0	1.4624041	0	0	0	1.870663	0.8367743
Virus-enriched_vOTU_3711	0	0	0	0	0	0	1.5190997	2.6447964
Virus-enriched_vOTU_3712	0	0	0	0	0	0	4.1625404	0
Virus-enriched_vOTU_3713	1.5246651	0	0	0	0	0	2.6329076	0
Virus-enriched_vOTU_3714	0	0	0	1.163601	2.1197987	0	0.86653227	0
Virus-enriched_vOTU_3715	0	0	1.4399806	0	1.3082783	0	1.397607	0
Virus-enriched_vOTU_3716	0	0	0	1.1152358	0	0	0.7629163	2.2615876
Virus-enriched_vOTU_3717	0	0	2.0338852	0	0	0	1.2873347	0.8116065
Virus-enriched_vOTU_3718	0	0	0	1.5618929	1.6195858	0	0.9437293	0
Virus-enriched_vOTU_3719	0	0	0	0	0	0	0	4.121737
Virus-enriched_vOTU_3720	0	0	0	0.9142888	0	0	1.8658705	1.3304203
Virus-enriched_vOTU_3721	0	0	0	0	0	0	2.5196707	1.5899029
Virus-enriched_vOTU_3722	0	0	0	1.1638001	1.4271581	0.8369314	0.68135464	0
Virus-enriched_vOTU_3723	0	0	0	1.5986189	0	0	1.5838685	0.9220195
Virus-enriched_vOTU_3724	0	0	0	0	0	0	0	4.10339
Virus-enriched_vOTU_3725	0	0	0	0	0	0	1.558741	2.543915
Virus-enriched_vOTU_3726	0	0	0	0	0	0	4.098892	0
Virus-enriched_vOTU_3727	0	2.831931	0	0	0	1.2648691	0	0
Virus-enriched_vOTU_3728	0	0	0	1.3955922	0	0	1.5567633	1.1443601
Virus-enriched_vOTU_3729	0	0	0	1.1931754	0	0	1.6478679	1.2475308
Virus-enriched_vOTU_3730	0	0	1.6579522	0	1.4627982	0	0.9661952	0
Virus-enriched_vOTU_3731	0	0	1.2484034	0.8925849	1.945047	0	0	0
Virus-enriched_vOTU_3732	0	0	0	0.8331614	1.6964571	0	1.5560069	0
Virus-enriched_vOTU_3733	0	0	0	0	1.4858793	0	1.5988988	0.9934893
Virus-enriched_vOTU_3734	2.2457547	1.8271726	0	0	0	0	0	0
Virus-enriched_vOTU_3735	0	0	0	0	0	0	2.8009787	1.2718192
Virus-enriched_vOTU_3736	0	0	0	1.7173196	0	0	0.9551108	1.3985292
Virus-enriched_vOTU_3737	2.4411402	0	0	0	0	0	1.6240947	0
Virus-enriched_vOTU_3738	0	0	0	1.4456583	0	0	1.3150462	1.3039547
Virus-enriched_vOTU_3739	0	0	0	1.5314344	0	0	1.4615093	1.0597825
Virus-enriched_vOTU_3740	0	0	0	1.1278305	0	0	0.934573	1.9888917
Virus-enriched_vOTU_3741	0	0	0	0	0	0	1.6599317	2.3822913
Virus-enriched_vOTU_3742	0	0	0	0	1.7930944	0	2.2488773	0
Virus-enriched_vOTU_3743	0	0	1.6273433	0	1.4405941	0	0.97134185	0
Virus-enriched_vOTU_3744	0	0	1.7489221	1.2340356	0	0	1.0543544	0
Virus-enriched_vOTU_3745	2.3056912	0	0	0	0	0	1.7288711	0
Virus-enriched_vOTU_3746	0	0	1.6470318	0	0	0	2.3846366	0
Virus-enriched_vOTU_3747	0	0	0	1.3610578	0	0	0	2.6697998
Virus-enriched_vOTU_3748	0	0	1.6163687	1.5122832	0	0	0.90025026	0
Virus-enriched_vOTU_3749	0	0	1.7747172	0	1.3083951	0	0.9430372	0
Virus-enriched_vOTU_3750	0	0	1.6644669	1.3398346	0	0	1.0137914	0
Virus-enriched_vOTU_3751	0	0	1.5888262	0	1.3896192	0	1.034991	0
Virus-enriched_vOTU_3752	0	0	0	0	2.1199262	0	1.8891134	0
Virus-enriched_vOTU_3753	0	0	2.1021936	1.9038888	0	0	0	0
Virus-enriched_vOTU_3754	0	0	0	0	0	0	2.275656	1.7200024
Virus-enriched_vOTU_3755	0	0	1.2644056	0	0	0	1.4016018	1.3296415
Virus-enriched_vOTU_3756	0	0	0	1.1911991	0	0	1.8033249	0.9984673
Virus-enriched_vOTU_3757	0	0	2.428038	0	0	0	1.5627706	0
Virus-enriched_vOTU_3758	0	0	0	0	0	0	0	3.989169
Virus-enriched_vOTU_3759	0	0	0	0.9627692	1.7219453	1.3031378	0	0
Virus-enriched_vOTU_3760	0	0	1.4427716	0	1.5326442	0	1.0100181	0
Virus-enriched_vOTU_3761	0	0	0	1.3429645	0	0	1.3489007	1.2917856
Virus-enriched_vOTU_3762	0	0	0	0	0	0	1.2462649	2.7319622
Virus-enriched_vOTU_3763	0	0	0	0	0	0	1.4006529	2.5759194
Virus-enriched_vOTU_3764	0	0	2.526051	0	0	0	1.4487424	0
Virus-enriched_vOTU_3765	0	0	1.2656522	1.5119475	0	0	1.1956154	0
Virus-enriched_vOTU_3766	0	0	0	1.1083978	0	0	1.175423	1.6878939
Virus-enriched_vOTU_3767	0	0	0	1.6859703	0	0	1.3883575	0.8970004
Virus-enriched_vOTU_3768	0	0	1.8657861	0	0.9940631	0	1.1088281	0
Virus-enriched_vOTU_3769	0	0	0	0	0	0	0	3.9665112
Virus-enriched_vOTU_3770	0	0	1.3170022	0	1.8404042	0	0.80824244	0
Virus-enriched_vOTU_3771	0	0	0	0	1.304127	0	2.6578207	0
Virus-enriched_vOTU_3772	0	0	2.9097075	0	0	1.051912	0	0
