OUT	C0_1	C0_2	C63_1	C63_2	T0_1	T0_2	T63_1	T63_2
Prokaryotic_ASV_459	4	1	2	0	3	5	3	0
Prokaryotic_ASV_460	2	2	5	6	3	4	0	0
Prokaryotic_ASV_461	0	0	0	5	0	0	19	5
Prokaryotic_ASV_462	0	3	1	4	0	0	7	8
Prokaryotic_ASV_463	0	0	7	8	0	0	0	1
Prokaryotic_ASV_464	0	0	2	17	0	0	3	0
Prokaryotic_ASV_465	0	0	1	1	6	5	1	0
Prokaryotic_ASV_466	1	3	1	2	1	8	3	0
Prokaryotic_ASV_467	1	0	4	10	0	1	7	4
Prokaryotic_ASV_468	0	0	12	11	2	0	1	0
Prokaryotic_ASV_469	0	0	4	5	0	0	8	0
Prokaryotic_ASV_470	0	0	8	8	1	2	4	5
Prokaryotic_ASV_471	0	0	5	18	0	0	2	0
Prokaryotic_ASV_472	0	0	2	4	0	1	3	15
Prokaryotic_ASV_473	0	0	3	2	0	0	18	4
Prokaryotic_ASV_474	0	0	0	1	0	0	2	24
Prokaryotic_ASV_475	0	0	0	0	5	12	0	0
Prokaryotic_ASV_476	6	0	0	4	1	0	0	8
Prokaryotic_ASV_477	0	0	0	1	7	10	0	1
Prokaryotic_ASV_478	0	0	2	2	0	0	8	11
Prokaryotic_ASV_479	0	0	2	8	0	0	9	8
Prokaryotic_ASV_480	1	3	11	0	4	0	0	0
Prokaryotic_ASV_481	3	5	0	0	8	2	0	0
Prokaryotic_ASV_482	0	0	0	0	2	8	6	2
Prokaryotic_ASV_483	0	0	4	5	0	0	2	4
Prokaryotic_ASV_484	0	1	8	8	0	0	1	2
Prokaryotic_ASV_485	0	0	3	9	0	0	3	1
Prokaryotic_ASV_486	0	0	0	1	7	6	5	3
Prokaryotic_ASV_487	0	0	1	0	0	0	17	10
Prokaryotic_ASV_488	0	0	1	8	0	0	9	10
Prokaryotic_ASV_489	0	0	0	0	2	0	22	9
Prokaryotic_ASV_490	0	0	0	0	1	0	11	6
Prokaryotic_ASV_491	7	4	0	0	3	0	0	0
Prokaryotic_ASV_492	1	5	0	0	7	4	0	0
Prokaryotic_ASV_493	1	0	4	4	0	1	1	0
Prokaryotic_ASV_494	1	0	0	1	0	0	11	8
Prokaryotic_ASV_495	0	0	2	12	2	0	0	0
Prokaryotic_ASV_496	0	0	0	0	0	0	13	8
Prokaryotic_ASV_497	0	0	20	2	0	0	0	0
Prokaryotic_ASV_498	0	0	12	7	0	4	1	0
Prokaryotic_ASV_499	0	0	4	4	3	1	3	1
Prokaryotic_ASV_500	0	0	8	5	0	5	8	1
Prokaryotic_ASV_501	0	0	3	4	0	0	4	2
Prokaryotic_ASV_502	0	0	0	0	10	6	4	0
Prokaryotic_ASV_503	0	0	0	0	0	0	14	5
Prokaryotic_ASV_504	0	4	9	3	1	4	0	0
Prokaryotic_ASV_505	2	1	2	0	7	3	0	3
Prokaryotic_ASV_506	0	0	3	6	3	1	1	0
Prokaryotic_ASV_507	0	0	0	0	0	2	6	14
Prokaryotic_ASV_508	4	3	0	0	1	5	0	0
Prokaryotic_ASV_509	2	1	0	0	2	6	0	0
Prokaryotic_ASV_510	2	1	5	4	0	0	2	1
Prokaryotic_ASV_511	0	2	2	4	3	6	0	0
Prokaryotic_ASV_512	0	0	12	5	0	0	0	0
Prokaryotic_ASV_513	0	0	7	4	3	0	0	1
Prokaryotic_ASV_514	0	1	0	0	3	5	2	2
Prokaryotic_ASV_515	0	2	12	0	0	0	1	0
Prokaryotic_ASV_516	0	0	11	4	0	0	1	0
Prokaryotic_ASV_517	0	0	7	8	0	0	0	0
Prokaryotic_ASV_518	0	0	7	2	0	0	5	2
Prokaryotic_ASV_519	0	0	4	9	0	0	5	5
Prokaryotic_ASV_520	0	0	1	4	0	0	5	7
Prokaryotic_ASV_521	0	0	0	0	0	5	14	8
Prokaryotic_ASV_522	0	0	0	0	0	0	14	4
Prokaryotic_ASV_523	0	0	0	0	0	0	12	8
Prokaryotic_ASV_524	0	0	0	0	0	0	5	9
Prokaryotic_ASV_525	7	1	0	0	3	1	0	0
Prokaryotic_ASV_526	3	1	5	3	0	0	1	3
Prokaryotic_ASV_527	6	4	0	0	5	2	0	0
Prokaryotic_ASV_528	9	13	0	0	2	0	0	0
Prokaryotic_ASV_529	4	2	0	0	4	2	0	2
Prokaryotic_ASV_530	1	1	5	0	0	0	3	1
Prokaryotic_ASV_531	7	1	1	0	3	5	0	0
Prokaryotic_ASV_532	1	2	0	0	6	5	0	0
Prokaryotic_ASV_533	1	1	4	0	1	1	0	0
Prokaryotic_ASV_534	1	2	3	0	0	5	6	0
Prokaryotic_ASV_535	0	2	2	6	0	1	1	0
Prokaryotic_ASV_536	0	0	4	4	0	0	2	7
Prokaryotic_ASV_537	0	0	10	4	0	0	3	1
Prokaryotic_ASV_538	0	0	8	1	0	0	5	1
Prokaryotic_ASV_539	0	0	4	5	0	0	4	3
Prokaryotic_ASV_540	0	0	4	3	0	0	7	3
Prokaryotic_ASV_541	0	0	0	5	0	2	2	6
Prokaryotic_ASV_542	0	0	0	0	0	0	18	6
Prokaryotic_ASV_543	0	0	0	0	0	0	20	13
Prokaryotic_ASV_544	0	0	0	0	0	0	9	11
Prokaryotic_ASV_545	5	1	0	0	0	2	0	0
Prokaryotic_ASV_546	2	6	0	0	3	2	0	3
Prokaryotic_ASV_547	0	0	10	2	0	0	0	1
Prokaryotic_ASV_548	1	0	2	2	0	0	7	7
Prokaryotic_ASV_549	0	0	5	2	0	0	5	3
Prokaryotic_ASV_550	0	4	5	0	6	7	0	0
Prokaryotic_ASV_551	0	3	2	2	1	0	1	2
Prokaryotic_ASV_552	0	1	1	4	2	0	12	2
Prokaryotic_ASV_553	0	1	0	0	0	0	3	14
Prokaryotic_ASV_554	0	0	5	1	0	0	2	2
Prokaryotic_ASV_555	0	0	2	1	0	0	4	6
Prokaryotic_ASV_556	0	0	3	2	0	0	6	0
Prokaryotic_ASV_557	0	0	1	1	1	0	3	10
Prokaryotic_ASV_558	0	0	0	1	0	0	9	4
Prokaryotic_ASV_559	0	0	1	9	0	0	5	2
Prokaryotic_ASV_560	0	0	0	8	0	0	4	7
Prokaryotic_ASV_561	0	0	0	0	0	0	10	4
Prokaryotic_ASV_562	5	3	0	0	0	0	0	0
Prokaryotic_ASV_563	1	6	0	0	1	4	0	0
Prokaryotic_ASV_564	4	0	9	3	0	1	0	0
Prokaryotic_ASV_565	0	0	13	4	0	0	0	0
Prokaryotic_ASV_566	0	0	8	4	5	0	0	1
Prokaryotic_ASV_567	0	0	7	0	0	0	5	0
Prokaryotic_ASV_568	0	0	4	3	0	0	2	5
Prokaryotic_ASV_569	0	0	3	4	1	0	1	3
Prokaryotic_ASV_570	0	0	1	3	0	3	8	4
Prokaryotic_ASV_571	0	0	0	0	0	0	7	7
Prokaryotic_ASV_572	5	1	0	0	2	3	0	0
Prokaryotic_ASV_573	3	2	0	0	0	2	0	0
Prokaryotic_ASV_574	3	1	0	0	5	5	0	0
Prokaryotic_ASV_575	2	0	0	0	2	3	1	0
Prokaryotic_ASV_576	2	1	3	1	0	5	0	0
Prokaryotic_ASV_577	0	0	0	0	2	8	0	1
Prokaryotic_ASV_578	0	1	0	0	3	17	0	0
Prokaryotic_ASV_579	0	0	0	0	10	5	0	0
Prokaryotic_ASV_580	0	0	4	5	2	0	3	0
Prokaryotic_ASV_581	0	0	3	3	0	0	6	6
Prokaryotic_ASV_582	0	0	3	8	2	0	0	1
Prokaryotic_ASV_583	0	0	3	1	0	0	8	7
Prokaryotic_ASV_584	0	0	4	2	0	0	9	0
Prokaryotic_ASV_585	0	0	2	5	1	0	2	0
Prokaryotic_ASV_586	0	0	2	2	0	0	3	4
Prokaryotic_ASV_587	0	0	0	0	0	0	4	9
Prokaryotic_ASV_588	0	0	0	0	0	0	3	15
Prokaryotic_ASV_589	8	1	0	0	0	1	0	0
Prokaryotic_ASV_590	5	1	0	0	7	2	0	0
Prokaryotic_ASV_591	3	2	0	0	3	3	0	0
Prokaryotic_ASV_592	1	5	0	1	1	3	0	0
Prokaryotic_ASV_593	1	0	1	1	1	0	0	5
Prokaryotic_ASV_594	1	3	5	1	0	0	0	0
Prokaryotic_ASV_595	2	4	0	0	2	8	0	0
Prokaryotic_ASV_596	1	3	1	2	1	2	0	2
Prokaryotic_ASV_597	0	1	0	3	0	7	0	0
Prokaryotic_ASV_598	0	1	2	0	0	0	5	2
Prokaryotic_ASV_599	0	0	0	1	3	1	3	4
Prokaryotic_ASV_600	0	0	4	2	0	3	1	0
Prokaryotic_ASV_601	0	0	10	1	0	0	1	2
Prokaryotic_ASV_602	0	0	10	3	0	0	0	0
Prokaryotic_ASV_603	0	0	1	8	0	0	6	2
Prokaryotic_ASV_604	0	0	1	0	0	0	6	3
Prokaryotic_ASV_605	0	0	0	15	0	0	2	4
Prokaryotic_ASV_606	0	0	0	0	7	4	2	6
Prokaryotic_ASV_607	3	3	4	1	2	1	1	0
Prokaryotic_ASV_608	5	3	1	0	0	4	0	0
Prokaryotic_ASV_609	3	1	0	0	4	2	0	0
Prokaryotic_ASV_610	2	1	8	0	2	3	0	0
Prokaryotic_ASV_611	5	5	0	0	1	2	1	0
Prokaryotic_ASV_612	4	3	0	2	3	0	0	1
Prokaryotic_ASV_613	3	0	10	3	0	0	3	0
Prokaryotic_ASV_614	2	0	6	2	0	0	2	1
Prokaryotic_ASV_615	0	2	0	0	4	0	3	1
Prokaryotic_ASV_616	0	4	1	0	0	2	0	0
Prokaryotic_ASV_617	0	2	3	4	0	4	0	1
Prokaryotic_ASV_618	0	0	7	4	0	0	1	0
Prokaryotic_ASV_619	0	0	7	1	0	0	0	1
Prokaryotic_ASV_620	0	0	0	0	0	0	7	3
Prokaryotic_ASV_621	0	0	0	0	0	0	11	2
Prokaryotic_ASV_622	0	0	0	0	0	0	5	13
Prokaryotic_ASV_623	5	1	1	0	3	2	0	0
Prokaryotic_ASV_624	1	4	5	0	1	6	3	0
Prokaryotic_ASV_625	2	4	3	0	1	2	0	0
Prokaryotic_ASV_626	2	6	0	0	2	0	0	0
Prokaryotic_ASV_627	3	1	1	2	2	2	0	0
Prokaryotic_ASV_628	2	1	3	2	3	0	0	0
Prokaryotic_ASV_629	2	0	3	0	1	2	0	0
Prokaryotic_ASV_630	1	0	2	0	2	3	0	0
Prokaryotic_ASV_631	0	0	9	0	0	0	5	0
Prokaryotic_ASV_632	0	0	6	0	1	0	0	1
Prokaryotic_ASV_633	0	0	6	3	0	0	4	1
Prokaryotic_ASV_634	0	0	3	5	0	0	0	2
Prokaryotic_ASV_635	0	0	0	1	0	0	5	4
Prokaryotic_ASV_636	0	0	2	5	0	0	0	7
Prokaryotic_ASV_637	0	0	1	3	0	0	1	3
Prokaryotic_ASV_638	0	0	1	0	0	0	0	13
Prokaryotic_ASV_639	0	0	0	0	1	1	3	8
Prokaryotic_ASV_640	4	4	0	0	0	1	0	0
Prokaryotic_ASV_641	0	2	4	0	0	2	0	0
Prokaryotic_ASV_642	1	0	1	3	1	0	0	0
Prokaryotic_ASV_643	1	0	1	7	0	0	0	0
Prokaryotic_ASV_644	1	1	4	1	5	1	0	0
Prokaryotic_ASV_645	1	0	0	0	3	0	1	4
Prokaryotic_ASV_646	0	0	0	0	5	3	0	0
Prokaryotic_ASV_647	0	0	5	0	0	0	0	4
Prokaryotic_ASV_648	0	0	5	3	1	0	0	1
Prokaryotic_ASV_649	0	0	1	1	0	0	3	1
Prokaryotic_ASV_650	0	0	2	6	1	0	1	2
Prokaryotic_ASV_651	0	0	5	0	0	0	5	4
Prokaryotic_ASV_652	0	0	0	6	0	0	0	1
Prokaryotic_ASV_653	0	0	0	0	0	0	7	1
Prokaryotic_ASV_654	0	0	0	10	0	0	2	1
Prokaryotic_ASV_655	0	0	3	0	0	0	12	1
Prokaryotic_ASV_656	0	0	1	0	1	0	4	5
Prokaryotic_ASV_657	0	0	0	0	0	0	9	2
Prokaryotic_ASV_658	0	0	0	4	0	0	2	5
Prokaryotic_ASV_659	0	0	0	1	6	0	0	1
Prokaryotic_ASV_660	0	0	0	1	0	2	4	10
Prokaryotic_ASV_661	0	0	0	0	2	0	7	2
Prokaryotic_ASV_662	0	0	0	0	0	0	5	8
Prokaryotic_ASV_663	3	0	0	0	1	3	0	0
Prokaryotic_ASV_664	2	0	0	0	1	1	0	0
Prokaryotic_ASV_665	0	1	1	1	0	6	0	0
Prokaryotic_ASV_666	0	0	5	1	0	0	0	0
Prokaryotic_ASV_667	0	0	6	1	0	0	0	2
Prokaryotic_ASV_668	0	0	4	5	0	0	5	0
Prokaryotic_ASV_669	0	0	3	1	0	0	2	0
Prokaryotic_ASV_670	0	0	3	2	0	0	2	5
Prokaryotic_ASV_671	0	0	3	2	1	0	6	3
Prokaryotic_ASV_672	0	0	3	4	0	0	7	0
Prokaryotic_ASV_673	0	0	2	8	0	3	1	0
Prokaryotic_ASV_674	0	0	1	2	0	0	4	2
Prokaryotic_ASV_675	0	0	2	4	0	0	6	0
Prokaryotic_ASV_676	0	0	0	5	0	0	6	0
Prokaryotic_ASV_677	0	0	0	2	0	0	7	8
Prokaryotic_ASV_678	2	1	0	0	7	0	0	0
Prokaryotic_ASV_679	2	0	0	0	5	1	0	0
Prokaryotic_ASV_680	2	0	0	0	0	0	4	0
Prokaryotic_ASV_681	1	0	0	4	0	0	3	0
Prokaryotic_ASV_682	0	4	4	1	0	1	0	0
Prokaryotic_ASV_683	1	0	2	1	0	0	0	0
Prokaryotic_ASV_684	1	0	3	3	0	0	0	0
Prokaryotic_ASV_685	0	1	6	1	1	2	0	0
Prokaryotic_ASV_686	0	0	1	0	0	3	3	2
Prokaryotic_ASV_687	0	1	0	2	0	3	0	0
Prokaryotic_ASV_688	0	3	2	8	0	0	0	0
Prokaryotic_ASV_689	0	0	5	0	0	0	0	0
Prokaryotic_ASV_690	0	0	3	2	0	0	0	0
Prokaryotic_ASV_691	0	0	8	0	0	0	7	0
Prokaryotic_ASV_692	0	0	5	0	3	0	0	0
Prokaryotic_ASV_693	0	0	1	0	0	0	1	0
Prokaryotic_ASV_694	0	0	7	0	0	0	3	4
Prokaryotic_ASV_695	0	0	2	5	0	0	0	1
Prokaryotic_ASV_696	0	0	0	3	0	0	2	4
Prokaryotic_ASV_697	0	0	4	0	0	0	0	10
Prokaryotic_ASV_698	0	0	2	4	0	0	1	4
Prokaryotic_ASV_699	0	0	0	0	0	6	2	0
Prokaryotic_ASV_700	0	0	1	2	0	1	0	4
Prokaryotic_ASV_701	0	0	1	2	0	0	14	1
Prokaryotic_ASV_702	0	0	0	1	0	0	3	2
Prokaryotic_ASV_703	0	0	0	0	3	1	2	1
Prokaryotic_ASV_705	0	0	0	0	0	0	11	3
Prokaryotic_ASV_706	0	0	0	0	0	0	6	4
Prokaryotic_ASV_707	4	0	0	2	0	0	0	0
Prokaryotic_ASV_708	0	3	0	0	0	3	0	0
Prokaryotic_ASV_709	4	5	0	0	0	3	0	0
Prokaryotic_ASV_710	2	0	2	1	0	0	0	2
Prokaryotic_ASV_711	0	2	4	0	5	1	0	0
Prokaryotic_ASV_712	3	0	1	2	0	1	0	0
Prokaryotic_ASV_713	1	2	1	1	0	0	0	0
Prokaryotic_ASV_714	1	0	2	0	2	0	0	0
Prokaryotic_ASV_715	2	3	2	0	2	0	0	0
Prokaryotic_ASV_716	0	0	0	0	6	1	0	0
Prokaryotic_ASV_717	1	1	0	1	0	4	4	0
Prokaryotic_ASV_718	0	1	0	0	0	3	1	0
Prokaryotic_ASV_719	0	1	0	0	0	1	0	0
Prokaryotic_ASV_720	0	1	3	0	0	0	0	0
Prokaryotic_ASV_721	0	0	1	0	4	2	1	0
Prokaryotic_ASV_722	0	0	5	1	1	1	0	0
Prokaryotic_ASV_723	0	0	5	5	0	0	2	0
Prokaryotic_ASV_724	0	0	6	5	0	0	0	0
Prokaryotic_ASV_725	0	0	2	2	3	0	0	0
Prokaryotic_ASV_726	0	0	2	3	0	1	0	1
Prokaryotic_ASV_727	0	0	1	3	0	0	0	0
Prokaryotic_ASV_728	0	0	1	0	0	0	4	2
Prokaryotic_ASV_729	0	0	1	1	0	2	5	0
Prokaryotic_ASV_730	0	0	0	0	0	0	4	6
Prokaryotic_ASV_731	0	0	0	0	2	3	1	5
Prokaryotic_ASV_732	0	0	0	0	0	0	8	1
Prokaryotic_ASV_733	0	0	0	0	0	0	5	5
Prokaryotic_ASV_734	0	0	0	0	0	0	3	7
Prokaryotic_ASV_736	2	0	0	0	0	1	0	1
Prokaryotic_ASV_737	4	0	0	2	1	1	0	0
Prokaryotic_ASV_738	0	5	0	0	2	0	0	0
Prokaryotic_ASV_739	2	0	0	0	2	2	0	0
Prokaryotic_ASV_740	1	2	0	0	0	0	0	0
Prokaryotic_ASV_741	0	1	0	0	0	1	0	0
Prokaryotic_ASV_742	0	5	0	0	3	0	0	0
Prokaryotic_ASV_743	0	1	0	0	1	1	0	0
Prokaryotic_ASV_744	2	2	2	2	0	0	0	0
Prokaryotic_ASV_745	3	0	1	0	2	5	0	0
Prokaryotic_ASV_746	0	0	7	1	0	0	0	0
Prokaryotic_ASV_747	1	0	2	2	0	0	3	1
Prokaryotic_ASV_748	1	1	2	1	0	0	0	0
Prokaryotic_ASV_749	0	0	0	1	0	2	0	0
Prokaryotic_ASV_750	1	0	3	2	3	0	0	0
Prokaryotic_ASV_751	1	0	0	1	2	2	3	0
Prokaryotic_ASV_752	1	0	0	2	3	0	1	0
Prokaryotic_ASV_753	0	6	0	0	0	4	0	0
Prokaryotic_ASV_754	0	3	0	0	2	1	0	0
Prokaryotic_ASV_755	0	1	0	3	0	0	0	0
Prokaryotic_ASV_756	0	1	2	2	0	0	0	0
Prokaryotic_ASV_758	0	0	5	0	0	2	0	0
Prokaryotic_ASV_759	0	0	1	1	0	0	0	0
Prokaryotic_ASV_760	0	0	2	0	0	0	1	4
Prokaryotic_ASV_761	0	0	1	4	0	0	1	1
Prokaryotic_ASV_762	0	0	1	2	1	0	0	0
Prokaryotic_ASV_763	0	0	1	0	1	0	5	1
Prokaryotic_ASV_764	0	0	1	0	0	0	2	3
Prokaryotic_ASV_765	0	0	1	1	0	0	0	9
Prokaryotic_ASV_766	0	0	0	6	0	0	1	4
Prokaryotic_ASV_767	0	0	0	0	0	0	2	1
Prokaryotic_ASV_768	0	0	0	0	0	0	10	4
Prokaryotic_ASV_769	0	0	0	0	0	0	3	3
Prokaryotic_ASV_771	1	2	0	0	0	1	2	1
Prokaryotic_ASV_772	1	1	0	0	0	3	0	0
Prokaryotic_ASV_773	2	0	0	0	0	1	2	0
Prokaryotic_ASV_774	2	2	0	0	0	1	0	0
Prokaryotic_ASV_775	2	0	0	0	1	2	0	0
Prokaryotic_ASV_776	1	4	0	0	0	2	0	0
Prokaryotic_ASV_777	1	0	1	0	0	0	0	6
Prokaryotic_ASV_778	0	0	0	2	1	0	1	0
Prokaryotic_ASV_779	1	0	2	1	2	0	1	0
Prokaryotic_ASV_780	0	0	1	0	1	2	1	0
Prokaryotic_ASV_781	2	0	0	0	5	0	0	1
Prokaryotic_ASV_782	0	2	0	0	0	1	0	0
Prokaryotic_ASV_783	0	2	0	3	0	0	0	0
Prokaryotic_ASV_784	0	0	2	0	0	0	3	0
Prokaryotic_ASV_785	0	0	5	2	0	0	0	0
Prokaryotic_ASV_786	0	1	0	3	0	3	0	0
Prokaryotic_ASV_787	0	1	2	0	0	0	7	0
Prokaryotic_ASV_788	0	0	0	0	3	2	0	0
Prokaryotic_ASV_789	0	0	0	1	0	0	0	2
Prokaryotic_ASV_790	0	0	6	1	0	0	2	0
Prokaryotic_ASV_791	0	0	4	1	0	0	0	0
Prokaryotic_ASV_792	0	0	2	0	2	0	0	0
Prokaryotic_ASV_793	0	0	8	3	0	0	0	0
Prokaryotic_ASV_794	0	0	6	1	0	0	0	0
Prokaryotic_ASV_795	0	0	3	0	0	0	0	1
Prokaryotic_ASV_796	0	0	1	0	0	0	0	2
Prokaryotic_ASV_797	0	0	3	0	0	5	0	2
Prokaryotic_ASV_798	0	0	2	0	0	0	2	5
Prokaryotic_ASV_799	0	0	0	0	1	0	0	8
Prokaryotic_ASV_800	0	0	0	2	0	0	1	2
Prokaryotic_ASV_801	0	0	0	3	0	0	1	0
Prokaryotic_ASV_802	0	0	0	0	0	0	7	0
Prokaryotic_ASV_803	0	0	0	0	0	2	1	4
Prokaryotic_ASV_804	0	0	0	0	0	0	2	0
Prokaryotic_ASV_805	0	0	0	0	1	0	1	0
Prokaryotic_ASV_806	0	0	0	0	1	3	0	4
Prokaryotic_ASV_807	0	0	0	0	0	0	4	7
Prokaryotic_ASV_808	0	0	0	0	0	0	4	6
Prokaryotic_ASV_809	1	1	0	0	3	0	0	0
Prokaryotic_ASV_810	3	4	0	0	0	0	0	0
Prokaryotic_ASV_811	0	1	0	0	1	0	0	0
Prokaryotic_ASV_812	2	0	2	0	0	3	0	0
Prokaryotic_ASV_813	1	0	0	0	3	1	0	0
Prokaryotic_ASV_814	2	0	1	3	0	0	0	0
Prokaryotic_ASV_815	1	0	2	0	6	2	0	0
Prokaryotic_ASV_816	2	1	3	2	3	2	0	0
Prokaryotic_ASV_817	1	4	0	0	0	3	0	0
Prokaryotic_ASV_818	0	0	4	0	0	0	1	0
Prokaryotic_ASV_819	0	1	0	0	1	0	0	0
Prokaryotic_ASV_820	0	1	0	0	1	2	0	0
Prokaryotic_ASV_821	1	1	0	0	2	1	2	0
Prokaryotic_ASV_822	1	0	2	0	0	0	0	0
Prokaryotic_ASV_823	2	0	1	1	0	0	0	1
Prokaryotic_ASV_824	0	2	1	0	0	0	0	0
Prokaryotic_ASV_825	0	3	3	1	0	0	2	0
Prokaryotic_ASV_826	0	2	0	1	0	0	0	0
Prokaryotic_ASV_827	0	1	0	1	0	1	0	0
Prokaryotic_ASV_828	0	1	0	0	0	0	0	2
Prokaryotic_ASV_829	0	0	4	0	0	1	0	0
Prokaryotic_ASV_830	0	0	6	0	0	4	0	2
Prokaryotic_ASV_831	0	0	1	2	0	0	0	0
Prokaryotic_ASV_832	0	0	3	2	0	1	0	0
Prokaryotic_ASV_833	0	0	0	1	0	0	1	4
Prokaryotic_ASV_834	0	0	0	1	0	0	1	3
Prokaryotic_ASV_835	0	0	0	7	0	0	1	0
Prokaryotic_ASV_836	0	0	0	0	0	0	1	2
Prokaryotic_ASV_837	0	0	0	0	2	0	2	2
Prokaryotic_ASV_838	0	0	0	0	2	5	0	0
Prokaryotic_ASV_840	0	0	0	0	0	0	1	8
Prokaryotic_ASV_841	0	1	0	0	0	0	0	0
Prokaryotic_ASV_842	4	0	0	0	0	0	0	0
Prokaryotic_ASV_843	1	1	0	0	3	0	0	0
Prokaryotic_ASV_844	4	0	0	0	0	0	0	0
Prokaryotic_ASV_845	1	1	0	0	0	0	0	0
Prokaryotic_ASV_846	1	0	1	0	0	0	0	0
Prokaryotic_ASV_847	0	1	1	0	0	2	0	0
Prokaryotic_ASV_848	0	0	0	0	0	1	0	0
Prokaryotic_ASV_849	0	0	0	2	0	0	2	0
Prokaryotic_ASV_850	2	0	0	2	0	0	0	0
Prokaryotic_ASV_851	0	4	0	0	0	0	0	0
Prokaryotic_ASV_852	0	1	0	0	1	0	0	0
Prokaryotic_ASV_853	0	2	0	0	0	3	0	0
Prokaryotic_ASV_854	0	1	0	1	1	1	0	0
Prokaryotic_ASV_855	0	0	3	0	0	0	0	0
Prokaryotic_ASV_857	0	0	3	0	0	0	0	1
Prokaryotic_ASV_858	0	0	3	0	0	2	0	0
Prokaryotic_ASV_859	0	0	3	1	0	0	0	0
Prokaryotic_ASV_860	0	0	0	3	0	0	0	0
Prokaryotic_ASV_861	0	0	1	1	0	0	7	0
Prokaryotic_ASV_862	0	0	4	0	0	0	1	3
Prokaryotic_ASV_863	0	0	1	0	0	0	1	0
Prokaryotic_ASV_864	0	0	2	2	0	0	0	1
Prokaryotic_ASV_865	0	0	2	0	0	0	2	1
Prokaryotic_ASV_866	0	0	1	1	0	1	3	0
Prokaryotic_ASV_867	0	0	0	3	0	0	0	2
Prokaryotic_ASV_868	0	0	0	4	0	0	0	2
Prokaryotic_ASV_869	0	0	0	1	1	2	1	2
Prokaryotic_ASV_870	0	0	0	0	6	2	0	0
Prokaryotic_ASV_871	0	0	0	0	1	3	0	0
Prokaryotic_ASV_872	0	0	0	0	2	4	0	0
Prokaryotic_ASV_873	0	0	0	0	0	1	2	1
Prokaryotic_ASV_875	0	0	0	0	0	0	6	4
Prokaryotic_ASV_876	0	0	0	0	0	0	5	3
Prokaryotic_ASV_879	2	2	0	0	0	0	0	0
Prokaryotic_ASV_880	1	1	0	0	0	1	0	0
Prokaryotic_ASV_881	0	0	0	0	1	2	0	0
Prokaryotic_ASV_882	0	1	0	0	0	0	0	0
Prokaryotic_ASV_883	2	1	0	0	0	0	0	0
Prokaryotic_ASV_884	1	0	0	0	0	2	1	0
Prokaryotic_ASV_885	0	1	1	0	3	0	0	0
Prokaryotic_ASV_886	0	0	0	0	0	4	0	0
Prokaryotic_ASV_887	1	0	2	0	0	0	1	2
Prokaryotic_ASV_889	0	1	0	0	2	0	0	0
Prokaryotic_ASV_890	2	0	1	0	1	1	0	0
Prokaryotic_ASV_891	2	1	4	0	0	0	0	0
Prokaryotic_ASV_892	1	0	0	0	0	1	3	1
Prokaryotic_ASV_893	0	0	3	0	0	0	1	0
Prokaryotic_ASV_894	1	0	0	0	0	0	4	0
Prokaryotic_ASV_895	2	0	0	0	0	0	2	0
Prokaryotic_ASV_898	0	0	1	3	0	0	0	0
Prokaryotic_ASV_899	0	2	0	0	1	0	0	1
Prokaryotic_ASV_900	0	0	0	0	0	1	0	0
Prokaryotic_ASV_901	0	0	2	0	0	0	0	0
Prokaryotic_ASV_902	0	1	0	0	0	5	0	0
Prokaryotic_ASV_903	0	0	3	0	0	0	0	0
Prokaryotic_ASV_904	0	0	0	0	1	1	0	1
Prokaryotic_ASV_906	0	0	5	0	0	0	0	0
Prokaryotic_ASV_907	0	0	4	0	0	0	2	0
Prokaryotic_ASV_908	0	0	4	0	0	1	0	0
Prokaryotic_ASV_909	0	0	2	0	0	0	0	0
Prokaryotic_ASV_910	0	0	0	0	0	0	0	1
Prokaryotic_ASV_911	0	0	2	1	0	0	0	0
Prokaryotic_ASV_912	0	0	2	0	0	0	0	2
Prokaryotic_ASV_913	0	0	1	0	0	0	6	2
Prokaryotic_ASV_914	0	0	2	1	0	0	0	1
Prokaryotic_ASV_915	0	0	0	0	0	0	1	0
Prokaryotic_ASV_916	0	0	1	2	0	0	0	1
Prokaryotic_ASV_917	0	0	2	0	0	0	3	0
Prokaryotic_ASV_919	0	0	0	2	0	0	0	3
Prokaryotic_ASV_920	0	0	1	4	0	0	0	0
Prokaryotic_ASV_921	0	0	0	0	0	0	0	2
Prokaryotic_ASV_922	0	0	0	0	0	0	2	0
Prokaryotic_ASV_923	0	0	0	4	0	0	0	1
Prokaryotic_ASV_924	0	0	0	2	0	0	3	0
Prokaryotic_ASV_925	0	0	0	0	0	0	0	1
Prokaryotic_ASV_926	0	0	0	1	0	0	0	6
Prokaryotic_ASV_927	0	0	0	1	0	0	3	1
Prokaryotic_ASV_929	0	0	0	0	2	1	2	0
Prokaryotic_ASV_930	0	0	0	0	0	1	0	0
Prokaryotic_ASV_931	0	0	0	0	2	0	0	1
Prokaryotic_ASV_932	0	0	0	0	2	0	2	2
Prokaryotic_ASV_933	0	0	0	0	0	0	6	1
Prokaryotic_ASV_935	0	0	0	0	0	1	0	3
Prokaryotic_ASV_936	0	0	0	0	0	0	3	0
Prokaryotic_ASV_940	0	0	0	0	0	0	6	1
Prokaryotic_ASV_941	0	0	0	0	0	0	1	3
Prokaryotic_ASV_942	0	0	0	0	0	0	1	2
