vMAGs	profile	Kingdom	Phylum	Class	Order	Family
KSW-C-S5C634	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-C-S8C1803	Classified	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae
KSW-C-S5C2490	Classified	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae
KSW-C-S2C1770	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-C-S8C1711	Classified	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae
KSW-C-S5C3124	Classified	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae
KSW-C-S2C1152	Classified	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae
KSW-C-S3C1308	Classified	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae
KSW-C-S2C2211	Classified	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae
KSW-C-S3C509	Classified	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae
KSW-C-S2C1996	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-C-S2C869	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-C-S5C2205_1	Classified	Viruses	Nucleocytoviricota	UNCLASSIFIED	UNCLASSIFIED	unclassified Nucleocytoviricota
KSW-C-S7C11881	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unclassified Caudovirales
KSW-C-S1C1545	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-C-S1C840	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-C-S1C6532	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-C-S2C4622	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-C-S5C4585	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-C-k141_1122676||full	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-C-S2C2488	Classified	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae
KSW-C-S8C2862	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unclassified Caudovirales
KSW-C-S8C8185	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae
KSW-C-S5C29681	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae
KSW-C-k141_1451040||full	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unclassified Caudovirales
KSW-C-S2C14093	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae
KSW-C-k141_2140935||full	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unclassified Caudovirales
KSW-C-S7C10198	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-C-S1C4799	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-C-k141_3543698||full	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-C-S8C5826	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-C-S7C35066	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unclassified Caudovirales
KSW-C-S3C7086	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unclassified Caudovirales
KSW-C-S2C65278	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae
KSW-C-k141_2959522	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-C-k141_458117	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae
KSW-C-C0_2-NODE_653_length_33993_cov_26.331487||full	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae
KSW-C-k141_1216892||full	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-C-S2C21095	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-C-C0_2-NODE_778_length_30529_cov_9.778336	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-C-k141_1820791	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unclassified Caudovirales
KSW-C-S3C942	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-C-k141_2598954||full	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-C-k141_1380363||full	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-C-k141_207622||full	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-C-S2C27797	Unclassified	Viruses	NA	NA	NA	NA
KSW-C-k141_2033083||full	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unclassified Caudovirales
KSW-C-S1C50118	Unclassified	Viruses	NA	NA	NA	NA
KSW-C-k141_1544766	Unclassified	Viruses	NA	NA	NA	NA
KSW-C-S1C14046	Unclassified	Viruses	NA	NA	NA	NA
KSW-C-S2C32575	Unclassified	Viruses	NA	NA	NA	NA
KSW-C-S6C20823	Unclassified	Viruses	NA	NA	NA	NA
KSW-C-S6C102510	Unclassified	Viruses	NA	NA	NA	NA
KSW-C-k141_2348902	Unclassified	Viruses	NA	NA	NA	NA
KSW-C-S2C85273	Unclassified	Viruses	NA	NA	NA	NA
KSW-C-S2C21250	Unclassified	Viruses	NA	NA	NA	NA
KSW-C-S6C10551	Unclassified	Viruses	NA	NA	NA	NA
KSW-C-k141_1505814	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-C-S4C68969	Unclassified	Viruses	NA	NA	NA	NA
KSW-C-S1C32575	Unclassified	Viruses	NA	NA	NA	NA
KSW-C-k141_608200	Unclassified	Viruses	NA	NA	NA	NA
KSW-C-S1C106456	Unclassified	Viruses	NA	NA	NA	NA
KSW-C-S2C28268	Unclassified	Viruses	NA	NA	NA	NA
KSW-V-S8C17650	Classified	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae
KSW-V-S7C9276	Classified	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae
KSW-V-S8C19873	Classified	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae
KSW-V-S7C19391	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae
KSW-V-S7C14798	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae
KSW-V-S8C17450	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae
KSW-V-T63_2-NODE_1_length_116638_cov_32.454483||full	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae
KSW-V-S4C14504	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae
KSW-V-S3C13890	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unclassified Caudovirales
KSW-V-S7C17355	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unclassified Caudovirales
KSW-V-S1C79	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-V-k141_989183||full	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unclassified Caudovirales
KSW-V-S8C18226	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-V-S8C16994	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-V-k141_911814||full	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae
KSW-V-S7C9426	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-V-k141_432718||full	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unclassified Caudovirales
KSW-V-S7C19441	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-V-S3C17358	Unclassified	Viruses	NA	NA	NA	NA
KSW-V-S7C15497	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unclassified Caudovirales
KSW-V-S4C9579	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unclassified Caudovirales
KSW-V-S7C2251	Unclassified	Viruses	NA	NA	NA	NA
KSW-V-S7C17812	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae
KSW-V-S7C12941	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-V-S1C17358	Classified	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae
KSW-V-S3C9479	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-V-S3C14099	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae
KSW-V-S3C19205	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae
KSW-V-S8C18019	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-V-S7C14785	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-V-S5C229	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unclassified Caudovirales
KSW-V-k141_344446||full	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-V-S3C3304	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unclassified Caudovirales
KSW-V-S2C15526	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-V-S3C14505	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-V-S7C17358	Unclassified	Viruses	NA	NA	NA	NA
KSW-V-S6C382	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-V-k141_494444||full	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unclassified Caudovirales
KSW-V-S6C11749	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unclassified Caudovirales
KSW-V-S8C7655	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-V-C0_2-NODE_2_length_38543_cov_8.248025||full	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-V-k141_396850	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae
KSW-V-k141_491320	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-V-k141_698034||full	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-V-S2C79_1	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-V-S3C13992	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-V-k141_697978||full	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-V-k141_645211||full	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-V-S7C3069	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-V-S3C60	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-V-S3C18410	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-V-S4C13948	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-V-k141_52407	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-V-S8C15872	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-V-k141_974208||full	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-V-S7C19385	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae
KSW-V-k141_698534||full	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-V-k141_141488||full	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unclassified Caudovirales
KSW-V-S4C41	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-V-S3C18185	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-V-k141_283683||full	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-V-S5C9092	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unclassified Caudovirales
KSW-V-k141_868215	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-V-S7C19439	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-V-S8C9567	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-V-S5C198	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-V-S4C12559	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-V-k141_634274||full	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
