vOTUs	profile	Kindom	Phylum	Class	Order	Family
KSW-megahit_k141_131135||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-C0_1_V_NODE_281_length_5439_cov_7.457281	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_3992949	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_140667||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-T72_1_V_NODE_1253_length_5438_cov_77.737321	Unclassified	Viruses	NA	NA	NA	NA
KSW-C72_1_V_NODE_254_length_7892_cov_26.259283||full	Classified	Viruses	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae
KSW-T0_1_C_NODE_10743_length_5443_cov_41.315145||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_640750	Unclassified	Viruses	NA	NA	NA	NA
KSW-T72_1_V_NODE_1254_length_5437_cov_22.526942||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_2nd_assembly_k141_2195307||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-T72_1_C_NODE_11081_length_5437_cov_4.243776	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_2365367	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_1007183||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_2778431||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_769305	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_2nd_assembly_k141_75622||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_42887||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_2377798||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-T72_1_V_NODE_1256_length_5436_cov_7.837948	Classified	Viruses	Nucleocytoviricota	UNCLASSIFIED	UNCLASSIFIED	unclassified Nucleocytoviricota
KSW-C0_1_C_NODE_10109_length_5436_cov_7.976027	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_376264||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_278731||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_401783	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_162959	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_947111	Unclassified	Viruses	NA	NA	NA	NA
KSW-C72_2_C_NODE_9529_length_5435_cov_11.344981	Unclassified	Viruses	NA	NA	NA	NA
KSW-T0_2_V_NODE_297_length_5436_cov_11.639658||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-C72_2_C_NODE_9531_length_5435_cov_3.929368||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_134946||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_310145||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_181580	Classified	Viruses	Others	Faserviricetes	Tubulavirales	Inoviridae
KSW-cf_coassembly_k141_3070427	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_2nd_assembly_k141_3540412||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_2nd_assembly_k141_3996125||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-C0_1_V_NODE_266_length_5588_cov_22.264775||full	Classified	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae
KSW-megahit_k141_37372||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_668163||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_252189||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-C0_2_V_NODE_246_length_5432_cov_4.603310||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_960988	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_2405048	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_3289578||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-C72_1_V_NODE_551_length_5428_cov_9.698492	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_1827567	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_2387293||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-T0_2_C_NODE_9065_length_6451_cov_6.404003||full_1	Unclassified	Viruses	NA	NA	NA	NA
KSW-C0_2_C_NODE_9196_length_5430_cov_6.161674||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_3589308||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_514747	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_2nd_assembly_k141_2578326	Unclassified	Viruses	NA	NA	NA	NA
KSW-T72_2_V_NODE_1632_length_5430_cov_9.696930||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_942068||full	Classified	Viruses	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae
KSW-cf_2nd_assembly_k141_1069775||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_863309||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_588183||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_643951||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_3440917	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_2nd_assembly_k141_3157197||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_688235	Unclassified	Viruses	NA	NA	NA	NA
KSW-C0_2_C_NODE_9207_length_5425_cov_8.223650	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_1075313||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-C72_2_V_NODE_653_length_5425_cov_5.686965	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_914237||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_143301||full	Classified	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae
KSW-cf_coassembly_k141_1216127	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_1713351	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_2nd_assembly_k141_1664586||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_195243	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_839513	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_2nd_assembly_k141_23247||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-T0_1_C_NODE_10529_length_5528_cov_22.422437||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_430401||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_3761548||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_217046||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_528890||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_718717||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_796011||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-C0_2_C_NODE_9212_length_5423_cov_5.615499||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_837920||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-T72_2_V_NODE_1587_length_5506_cov_2.880756||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_730966	Unclassified	Viruses	NA	NA	NA	NA
KSW-T0_1_C_NODE_10798_length_5420_cov_4.115564	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_3547107||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_2nd_assembly_k141_9439||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-T0_2_C_NODE_11292_length_5422_cov_16.043227||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_807969||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_730242||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_316942||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_2nd_assembly_k141_192388||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_1485034||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_230719||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-T0_1_V_NODE_551_length_5471_cov_7.087703||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_740429	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_174479||full	Classified	Viruses	Nucleocytoviricota	UNCLASSIFIED	UNCLASSIFIED	unclassified Nucleocytoviricota
KSW-megahit_k141_131680||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_1012345	Unclassified	Viruses	NA	NA	NA	NA
KSW-C72_2_C_NODE_9070_length_5638_cov_34.187354||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_271086||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_670507	Classified	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae
KSW-C72_1_V_NODE_555_length_5417_cov_3684.083551||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_2nd_assembly_k141_4767801	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_113767||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-T72_2_C_NODE_13076_length_5413_cov_24.771183	Unclassified	Viruses	NA	NA	NA	NA
KSW-C72_1_C_NODE_10655_length_5416_cov_5.131505||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-T72_2_C_NODE_13083_length_5412_cov_4.075602	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_564771||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-C0_1_C_NODE_10158_length_5415_cov_5.311754||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_345532||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_863180	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_599769||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-C0_2_C_NODE_7949_length_6032_cov_8.980425||full_1	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_1664249||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-C72_2_V_NODE_644_length_5481_cov_13.511058||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_300950||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-C0_2_C_NODE_9250_length_5409_cov_7.543145	Unclassified	Viruses	NA	NA	NA	NA
KSW-T72_1_V_NODE_1272_length_5409_cov_7.201905	Unclassified	Viruses	NA	NA	NA	NA
KSW-T72_2_C_NODE_13094_length_5409_cov_4.099739	Unclassified	Viruses	NA	NA	NA	NA
KSW-T0_1_V_NODE_525_length_5565_cov_7.870962||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_2517907||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_164031	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_95765||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_2nd_assembly_k141_537542||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-T72_2_C_NODE_13091_length_5409_cov_6.969555||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_762346||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-T0_2_V_NODE_302_length_5409_cov_5.605902||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_3159832||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-C0_2_C_NODE_9048_length_5491_cov_6.252024||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-T0_1_C_NODE_10840_length_5406_cov_6.562885||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-T0_2_C_NODE_11327_length_5409_cov_5.182107||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_760061||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_104307	Unclassified	Viruses	NA	NA	NA	NA
KSW-T72_2_C_NODE_13103_length_5405_cov_34.205047	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_241865||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-T0_2_V_NODE_305_length_5406_cov_3.064287||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_3259491||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-C0_2_V_NODE_236_length_5511_cov_52.939333||full	Classified	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae
KSW-cf_coassembly_k141_3777967	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_2nd_assembly_k141_3810585||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_413799||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_3854798||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-T72_1_V_NODE_1273_length_5402_cov_3.235833	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_752898	Unclassified	Viruses	NA	NA	NA	NA
KSW-C72_1_C_NODE_10231_length_5592_cov_98.008488||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_979955||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_679858||full	Classified	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae
KSW-cf_coassembly_k141_2136308||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_299086||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_672997||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_272839||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_1161513	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_1891978||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_1382199||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_2817946||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-C72_2_C_NODE_8630_length_5866_cov_3.568577||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_699246	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_1017034||full	Classified	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae
KSW-C0_1_C_NODE_9925_length_5522_cov_12.951710||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_789961||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_77760||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_1074625||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_1695436	Unclassified	Viruses	NA	NA	NA	NA
KSW-T0_1_V_NODE_569_length_5399_cov_4.484656||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_803812||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_2nd_assembly_k141_4639146||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_761451||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_157357||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_339517||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_73033	Unclassified	Viruses	NA	NA	NA	NA
KSW-C0_1_C_NODE_10207_length_5395_cov_30.067603	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_1115901||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_3276307||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_2nd_assembly_k141_1346605||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_951440||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-T0_1_V_NODE_556_length_5450_cov_4.624096||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_2nd_assembly_k141_3909923||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_888285	Unclassified	Viruses	NA	NA	NA	NA
KSW-C0_2_C_NODE_9286_length_5394_cov_6.031654	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_1493884	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_2537213	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_2nd_assembly_k141_1154909||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_2nd_assembly_k141_969602||lt2gene	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_268763	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_324283	Unclassified	Viruses	NA	NA	NA	NA
KSW-C72_2_V_NODE_661_length_5393_cov_3.992881	Unclassified	Viruses	NA	NA	NA	NA
KSW-T0_2_V_NODE_260_length_5794_cov_28.234187||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_846136||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_3897663	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_2nd_assembly_k141_3127380||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-C0_1_C_NODE_10211_length_5394_cov_4.788163||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_46002	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_655223||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_324885||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_3369559||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_1016785||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_2319218||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_244143||full	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-vf_coassembly_k141_809541||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_12001	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_987368	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_2nd_assembly_k141_2673964	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_1014279||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_765034||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_732971||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_326664||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-C0_1_C_NODE_10222_length_5388_cov_6.076505	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_2nd_assembly_k141_2110331	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_736252||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_144847||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_3429320	Unclassified	Viruses	NA	NA	NA	NA
KSW-C72_2_V_NODE_664_length_5387_cov_10.184921	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_2868916||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_1068302||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-T72_1_V_NODE_1280_length_5386_cov_5.592009	Unclassified	Viruses	NA	NA	NA	NA
KSW-C0_1_C_NODE_10228_length_5386_cov_9.446445	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_2nd_assembly_k141_1131870||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-T72_1_V_NODE_1274_length_5401_cov_4.231388||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-T72_1_V_NODE_1279_length_5389_cov_8.301650||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-T72_2_V_NODE_1536_length_5627_cov_5.691852||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_199662||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_555980||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-T0_2_C_NODE_11381_length_5385_cov_5.696248	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_2nd_assembly_k141_3554843	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_2nd_assembly_k141_3163184||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-T72_2_V_NODE_1655_length_5384_cov_23.604241	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_454433||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_603385||full	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-cf_coassembly_k141_2398967	Unclassified	Viruses	NA	NA	NA	NA
KSW-C0_1_V_NODE_286_length_5382_cov_17.761029	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_3844730	Unclassified	Viruses	NA	NA	NA	NA
KSW-C72_2_C_NODE_9642_length_5382_cov_6.858645||lt2gene	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_131228||full_1	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_2835907||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-C72_2_C_NODE_7562_length_6515_cov_10.919350||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_383769||full	Classified	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae
KSW-vf_coassembly_k141_676752||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_3943093||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_2295765	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_303961||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_3381970||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_734097||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_3003950||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_823697||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_3136264||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_2nd_assembly_k141_3416772||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_597036||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_3682369||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_109407||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-C72_2_C_NODE_9658_length_5377_cov_4.227922	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_3652767	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_501115||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_442740||lt2gene	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_1604734	Unclassified	Viruses	NA	NA	NA	NA
KSW-C72_2_V_NODE_301_length_8408_cov_5.202083||full_1	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_969084||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_372871||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_246082||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_890772	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_3307197||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_3995986||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_205885||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_3150835||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_1292022||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-C0_1_V_NODE_289_length_5374_cov_109.708404	Unclassified	Viruses	NA	NA	NA	NA
KSW-C72_2_C_NODE_9666_length_5374_cov_3.481857	Unclassified	Viruses	NA	NA	NA	NA
KSW-T72_1_V_NODE_1210_length_5546_cov_10.787106||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-C0_1_V_NODE_282_length_5428_cov_3.879769||full	Classified	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae
KSW-cf_coassembly_k141_3822568||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_2953953||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-C0_1_C_NODE_10257_length_5373_cov_5.017488	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_2nd_assembly_k141_1922601||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-T72_2_C_NODE_13203_length_5376_cov_4.345612||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_769336||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_117881||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-T72_2_C_NODE_13210_length_5372_cov_32.168892	Unclassified	Viruses	NA	NA	NA	NA
KSW-T72_2_C_NODE_13212_length_5372_cov_4.589054	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_3398777||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_2477557||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-T72_2_C_NODE_13209_length_5373_cov_4.288830||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_1047730	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_956809	Classified	Viruses	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae
KSW-vf_coassembly_k141_278543||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_2nd_assembly_k141_1020290||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_302476	Unclassified	Viruses	NA	NA	NA	NA
KSW-C72_2_V_NODE_666_length_5370_cov_32.618250	Unclassified	Viruses	NA	NA	NA	NA
KSW-T0_1_C_NODE_10941_length_5370_cov_5.095767	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_2nd_assembly_k141_721574||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-T72_1_V_NODE_656_length_7690_cov_67.297839||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-C0_2_C_NODE_9339_length_5373_cov_4.254043||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-T0_2_C_NODE_11419_length_5369_cov_32.629658	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_861854	Unclassified	Viruses	NA	NA	NA	NA
KSW-T0_2_V_NODE_309_length_5369_cov_4.552315	Classified	Viruses	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae
KSW-cf_coassembly_k141_1397238||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-C72_1_C_NODE_10470_length_5490_cov_7.418215||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_1816976||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_1847663	Unclassified	Viruses	NA	NA	NA	NA
