vOTUs	profile	Kindom	Phylum	Class	Order	Family
KSW-cf_coassembly_k141_2545265||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-C0_1_V_NODE_251_length_5697_cov_5.062035||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-T72_1_V_NODE_1219_length_5525_cov_4.414442||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_2nd_assembly_k141_833271||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_2862718||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-C72_2_V_NODE_634_length_5523_cov_3.299195||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_109157||full	Classified	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae
KSW-megahit_k141_582285||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_850163||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_255735	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_727041||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_310430||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_120796||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_2nd_assembly_k141_1457575||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_1624854||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_835673	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_2923143	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_436220	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_141036	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_983408||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_657516||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_544622||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_1034401||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_1668982||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_628974	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_2827701||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_671438||full_1	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_181239||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_1034314||full	Classified	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae
KSW-C0_2_C_NODE_7373_length_6387_cov_12.089703_1	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_3088754||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_2nd_assembly_k141_3326014||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_31369||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_31124||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_511229||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_591030||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_446593||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_1810283||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-C72_2_V_NODE_635_length_5515_cov_10.617399||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_847859||full	Classified	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae
KSW-cf_2nd_assembly_k141_2958798	Unclassified	Viruses	NA	NA	NA	NA
KSW-C0_2_C_NODE_8995_length_5514_cov_11.733834||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-C72_1_V_NODE_534_length_5513_cov_4.034628||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_2nd_assembly_k141_2308271||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_1203463||lt2gene	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_2207732||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_845920	Unclassified	Viruses	NA	NA	NA	NA
KSW-T0_1_C_NODE_10576_length_5509_cov_3.845068	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_325019	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_2nd_assembly_k141_461625||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_659911||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_2447690	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_2nd_assembly_k141_3717600	Unclassified	Viruses	NA	NA	NA	NA
KSW-C0_2_V_NODE_237_length_5509_cov_166.730290||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-C0_1_V_NODE_268_length_5562_cov_1195.834574||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-T0_1_V_NODE_545_length_5507_cov_4.574652	Classified	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae
KSW-C72_1_V_NODE_509_length_5742_cov_3.553895||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_872519||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_1128407||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-C0_1_C_NODE_9962_length_5505_cov_5.202385	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_2nd_assembly_k141_187702	Unclassified	Viruses	NA	NA	NA	NA
KSW-T72_2_C_NODE_12621_length_5571_cov_7.790790||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_799174||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_1033057	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_822012||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_3914196||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-C72_2_C_NODE_8977_length_5687_cov_5.218217||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-T72_2_C_NODE_12361_length_5665_cov_6.270053||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_922653||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_475701||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_1060457||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_2nd_assembly_k141_1794718||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_1028794	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_3937435	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_2nd_assembly_k141_124725	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_315261	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_3601692	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_3029674||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_441649||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_247459||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_2461801	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_770735	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_3582160||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_1041833||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_1159255||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_961113||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_383917||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_2nd_assembly_k141_2845382	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_1325566||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-C0_2_C_NODE_8934_length_5539_cov_4.268964||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_3993443	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_3513047	Unclassified	Viruses	NA	NA	NA	NA
KSW-C0_1_C_NODE_7936_length_6590_cov_12.441928||full_1	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_3634978||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_973475||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_868492||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_804119||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-C72_1_C_NODE_10459_length_5497_cov_22.186512||lt2gene	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_1715882	Unclassified	Viruses	NA	NA	NA	NA
KSW-C0_2_V_NODE_225_length_5586_cov_6.758995||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_810456||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_664367||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_98062	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_17873	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_2315353||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-C72_2_C_NODE_8804_length_5778_cov_5.842390||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_2179664	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_24978||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_2nd_assembly_k141_3021043	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_912650||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_233465||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_2nd_assembly_k141_58	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_652782||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_473861||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_807224||lt2gene	Unclassified	Viruses	NA	NA	NA	NA
KSW-C72_2_C_NODE_9410_length_5492_cov_9.624977	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_121802||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_35129||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_2nd_assembly_k141_3239480||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-T72_2_V_NODE_1570_length_5545_cov_5.641530||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_1548159	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_324654||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_2nd_assembly_k141_34938||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_2916287||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_2nd_assembly_k141_1332642	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_3144834||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_1469519||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_1226532||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-C72_2_V_NODE_642_length_5490_cov_4.307452||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_460030||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_1530967||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_1829036||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_2nd_assembly_k141_1113761||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-T72_2_V_NODE_1576_length_5527_cov_9.337902||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-C72_2_C_NODE_9426_length_5485_cov_9.788582	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_2081402	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_693075||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-T0_1_V_NODE_549_length_5484_cov_10.104992	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_2nd_assembly_k141_3576880||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_87008	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_1941649	Unclassified	Viruses	NA	NA	NA	NA
KSW-T72_1_V_NODE_1233_length_5483_cov_10.063559||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_676004||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_766695	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_702679	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_1023131	Classified	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae
KSW-cf_coassembly_k141_3449645||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-T72_1_V_NODE_1234_length_5483_cov_6.414333||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_520758||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_2nd_assembly_k141_2618452||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_988766||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-C0_1_C_NODE_9817_length_5571_cov_5.025018||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-C72_1_V_NODE_511_length_5737_cov_66.867476||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-T0_1_V_NODE_550_length_5482_cov_6.209324||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_2nd_assembly_k141_1305545||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_1847866||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-C72_2_C_NODE_9443_length_5479_cov_4.037242||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-C0_2_C_NODE_9079_length_5481_cov_14.894766||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_11920	Classified	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae
KSW-T72_2_C_NODE_12886_length_5479_cov_4.732485||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-C0_2_C_NODE_9089_length_5477_cov_4.013464	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_772674||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_51884||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_352586||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_2nd_assembly_k141_199672||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-C72_1_C_NODE_10492_length_5478_cov_12.452886||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_563957||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-C0_2_V_NODE_227_length_5574_cov_23.730386||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_3989797||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_406890||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_1772233||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_2nd_assembly_k141_975004||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_45806||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-C0_2_C_NODE_9101_length_5473_cov_3.994647||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_1887785||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_41466||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-C0_2_C_NODE_9105_length_5471_cov_7.240583	Unclassified	Viruses	NA	NA	NA	NA
KSW-C0_1_C_NODE_10026_length_5473_cov_6.443337||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_839483||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_2990127||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-T0_1_V_NODE_541_length_5519_cov_4.398975||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_891200||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_129736||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_2nd_assembly_k141_3741003||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_345498||lt2gene	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_655945||full	Classified	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae
KSW-megahit_k141_258406||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_264801	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_2nd_assembly_k141_2853273	Unclassified	Viruses	NA	NA	NA	NA
KSW-C0_2_V_NODE_241_length_5468_cov_25.698319||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_801963||full	Classified	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae
KSW-C72_2_V_NODE_631_length_5546_cov_7.135312||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-T0_1_V_NODE_522_length_5570_cov_39.742883||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_99768||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_2877632||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_668170	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_1996573||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-T0_1_V_NODE_554_length_5464_cov_19.808282	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_2276187	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_3384254||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_2nd_assembly_k141_2495477||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_3988944||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_915813||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_89735||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_2nd_assembly_k141_2743881||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_2nd_assembly_k141_3175765||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-T72_1_C_NODE_11018_length_5462_cov_337.358054||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_295185||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_582995||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_1067461	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_38662||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-T0_1_V_NODE_552_length_5469_cov_7.043221||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-T72_1_V_NODE_1240_length_5463_cov_13.955251||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_37888	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_1230564	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_1127324	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_17648||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_3951026||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_210624	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_1094856||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-C72_1_C_NODE_10535_length_5461_cov_35.835553||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-T0_1_C_NODE_10465_length_5562_cov_8.767569||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-T72_2_C_NODE_12943_length_5459_cov_7.139526||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-C0_1_C_NODE_10071_length_5457_cov_5.233987||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-C0_1_C_NODE_10069_length_5457_cov_13.978712||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_1055300||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_2nd_assembly_k141_4200462	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_2nd_assembly_k141_1408602||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-C72_1_V_NODE_545_length_5458_cov_5.612993||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_601393||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_2414269||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-C0_2_C_NODE_9139_length_5456_cov_3.596741||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_368678||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_905849||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_905261||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_2290682||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_728324	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_296145||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_2052909||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-T0_1_C_NODE_10708_length_5453_cov_5.407558	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_570960||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-C0_2_V_NODE_244_length_5453_cov_34.826788	Unclassified	Viruses	NA	NA	NA	NA
KSW-T0_2_C_NODE_11219_length_5455_cov_4.426296||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_257776||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_16186||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_690131||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-C72_1_C_NODE_10557_length_5454_cov_12.258381||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_1783496||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_848177||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_632836||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_357309||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-T72_2_V_NODE_1080_length_6775_cov_4.263393||full_1	Unclassified	Viruses	NA	NA	NA	NA
KSW-C0_1_C_NODE_10074_length_5455_cov_6.058333||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-T0_1_V_NODE_555_length_5452_cov_3.665370||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_691936||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_707884||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_2nd_assembly_k141_4341276	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_965513||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-C72_1_V_NODE_547_length_5450_cov_7.957183	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_1537116||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_892761||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_1288125	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_136289||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_459748||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_628978||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_118431||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-T0_1_C_NODE_10726_length_5448_cov_5.354534	Unclassified	Viruses	NA	NA	NA	NA
KSW-C0_2_C_NODE_8465_length_5747_cov_24.591005||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-T0_1_C_NODE_10712_length_5452_cov_6.728182||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_2nd_assembly_k141_3188535||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_46046||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_2nd_assembly_k141_1711371||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_944589||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_165825||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_1010208||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_1161113	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_1475034||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_2nd_assembly_k141_1717816||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-C0_2_C_NODE_8837_length_5581_cov_12.070756||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-T72_2_V_NODE_1619_length_5447_cov_7.917841||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_713104||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_89259||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-T72_2_C_NODE_12961_length_5453_cov_3.830308||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_13479||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_506962||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-C0_1_C_NODE_9808_length_5576_cov_5.490853||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_2nd_assembly_k141_3545904	Unclassified	Viruses	NA	NA	NA	NA
KSW-T72_1_V_NODE_1248_length_5444_cov_58.198553||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_2nd_assembly_k141_3149050||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_820400||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_1222867||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-C0_2_C_NODE_9063_length_5485_cov_6.357274||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_835681||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_908819||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_428379||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-C0_2_C_NODE_8404_length_5773_cov_15.119972||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_192105||full_1	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_50526||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-C72_1_C_NODE_10595_length_5440_cov_40.197214	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_3034113	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_2339746||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-C72_1_C_NODE_10591_length_5442_cov_5.291257||full	Unclassified	Viruses	NA	NA	NA	NA
