vOTUs	Kindom	Phylum	Class	Order	Family
KSW-megahit_k141_259909	Viruses	Uroviricota	Caudoviricetes	Caudovirales	other_Caudovirales
KSW-cf_coassembly_k141_995534||full_1	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-cf_coassembly_k141_478199||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_2486290	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-C0_2_C_NODE_3699_length_10773_cov_23.341948	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-megahit_k141_619919	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_2287644||full	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae
KSW-cf_coassembly_k141_1569148||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	other_Caudovirales
KSW-vf_coassembly_k141_765474||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	other_Caudovirales
KSW-cf_coassembly_k141_3445337||full	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae
KSW-cf_2nd_assembly_k141_3907189||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_3794226	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-C0_1_C_NODE_4332_length_10759_cov_5.390695||full	Viruses	Nucleocytoviricota	UNCLASSIFIED	UNCLASSIFIED	other_Nucleocytoviricota
KSW-cf_coassembly_k141_1544408||full	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae
KSW-C0_2_C_NODE_3708_length_10756_cov_8.775815||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	other_Caudovirales
KSW-T0_1_C_NODE_4440_length_10881_cov_41.982357||full	Viruses	Nucleocytoviricota	Megaviricetes	Imitervirales	other_Nucleocytoviricota
KSW-cf_coassembly_k141_3192396||full	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae
KSW-cf_coassembly_k141_3527924||full	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae
KSW-vf_coassembly_k141_150458||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_2561102||full	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae
KSW-T0_1_V_NODE_139_length_10733_cov_18.987451||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-cf_coassembly_k141_992772||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-cf_coassembly_k141_276862||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-vf_coassembly_k141_284832||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-vf_coassembly_k141_665923||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-megahit_k141_652855||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	other_Caudovirales
KSW-T72_1_V_NODE_359_length_10721_cov_31.553160||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-C72_1_C_NODE_4576_length_10719_cov_6.687922	Viruses	Uroviricota	Caudoviricetes	Caudovirales	other_Caudovirales
KSW-T72_1_V_NODE_360_length_10719_cov_10.017911	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_2067232||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	other_Caudovirales
KSW-T72_2_C_NODE_5253_length_10722_cov_9.552170||full	Viruses	Nucleocytoviricota	Megaviricetes	UNCLASSIFIED	other_Nucleocytoviricota
KSW-cf_coassembly_k141_16018_1	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_1590114	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_890013	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_3744139||full	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae
KSW-cf_coassembly_k141_793978||full	Viruses	Nucleocytoviricota	UNCLASSIFIED	UNCLASSIFIED	other_Nucleocytoviricota
KSW-vf_coassembly_k141_488672||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_2579394||full	Viruses	Nucleocytoviricota	UNCLASSIFIED	UNCLASSIFIED	other_Nucleocytoviricota
KSW-cf_2nd_assembly_k141_2541200||full	Viruses	Nucleocytoviricota	UNCLASSIFIED	UNCLASSIFIED	other_Nucleocytoviricota
KSW-T0_2_V_NODE_86_length_10825_cov_75.871216||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	other_Caudovirales
KSW-cf_coassembly_k141_1474746||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae
KSW-vf_coassembly_k141_49388||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	other_Caudovirales
KSW-cf_coassembly_k141_193181||full	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae
KSW-cf_coassembly_k141_3945478||full	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae
KSW-C72_2_C_NODE_3951_length_10695_cov_13.345207||full	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae
KSW-vf_coassembly_k141_286862||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	other_Caudovirales
KSW-vf_coassembly_k141_1011009||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	other_Caudovirales
KSW-vf_coassembly_k141_940902||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	other_Caudovirales
KSW-cf_coassembly_k141_848150||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_2307306	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-vf_coassembly_k141_71247||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-megahit_k141_73067||full	Viruses	Nucleocytoviricota	UNCLASSIFIED	UNCLASSIFIED	other_Nucleocytoviricota
KSW-C72_1_C_NODE_4600_length_10673_cov_24.004615||full	Viruses	Nucleocytoviricota	UNCLASSIFIED	UNCLASSIFIED	other_Nucleocytoviricota
KSW-cf_coassembly_k141_1770824||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_7511||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	other_Caudovirales
KSW-cf_coassembly_k141_3243630||full	Viruses	Nucleocytoviricota	UNCLASSIFIED	UNCLASSIFIED	other_Nucleocytoviricota
KSW-cf_coassembly_k141_971562||full	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae
KSW-C72_2_V_NODE_173_length_10734_cov_8.886132||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_3125796	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae
KSW-vf_coassembly_k141_597904||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-C72_1_C_NODE_4613_length_10649_cov_9.791769	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_2310544||full	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae
KSW-T0_2_C_NODE_4982_length_10644_cov_5.383983||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-vf_coassembly_k141_807476||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-vf_coassembly_k141_471416	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-C0_2_C_NODE_3757_length_10634_cov_12.493336||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	other_Caudovirales
KSW-cf_coassembly_k141_2825390	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-megahit_k141_453996||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-vf_coassembly_k141_691421||full	Viruses	Nucleocytoviricota	UNCLASSIFIED	UNCLASSIFIED	other_Nucleocytoviricota
KSW-cf_coassembly_k141_907859||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-C72_2_C_NODE_3984_length_10627_cov_12.189368||full	Viruses	Nucleocytoviricota	UNCLASSIFIED	UNCLASSIFIED	other_Nucleocytoviricota
KSW-C0_1_C_NODE_4324_length_10776_cov_9.477288||full	Viruses	Nucleocytoviricota	UNCLASSIFIED	UNCLASSIFIED	other_Nucleocytoviricota
KSW-C0_2_V_NODE_52_length_10622_cov_5.341630||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-vf_coassembly_k141_163104||full	Viruses	Nucleocytoviricota	Megaviricetes	Pimascovirales	other_Nucleocytoviricota
KSW-C0_1_C_NODE_2691_length_15734_cov_9.157599||full_1	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_2455377||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-megahit_k141_428941||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	other_Caudovirales
KSW-cf_coassembly_k141_3604572	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-C0_2_C_NODE_2832_length_13169_cov_9.736465||full_1_1	Viruses	Nucleocytoviricota	UNCLASSIFIED	UNCLASSIFIED	other_Nucleocytoviricota
KSW-cf_coassembly_k141_3117045	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_3750296||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_1036738||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_1136476	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-T0_1_V_NODE_141_length_10699_cov_3664.102499||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-T72_2_V_NODE_503_length_10603_cov_8.986822||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-cf_coassembly_k141_2656263||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_2021443||full	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Prasinoviridae
KSW-T72_2_C_NODE_5333_length_10600_cov_8.036510||full	Viruses	Nucleocytoviricota	Megaviricetes	UNCLASSIFIED	other_Nucleocytoviricota
KSW-C72_1_V_NODE_135_length_10594_cov_3.923617||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_2988491	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-vf_coassembly_k141_785981||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_2575691||full	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae
KSW-megahit_k141_724421||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-cf_coassembly_k141_2390085||full	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae
KSW-cf_coassembly_k141_1986573||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	other_Caudovirales
KSW-cf_coassembly_k141_14298||full	Viruses	Nucleocytoviricota	UNCLASSIFIED	UNCLASSIFIED	other_Nucleocytoviricota
KSW-T72_2_C_NODE_5264_length_10698_cov_4.966645||full	Viruses	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae
KSW-cf_coassembly_k141_2890178||full	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Prasinoviridae
KSW-megahit_k141_5012	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_664361||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_1542396||full	Viruses	Nucleocytoviricota	UNCLASSIFIED	UNCLASSIFIED	other_Nucleocytoviricota
KSW-megahit_k141_565230||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae
KSW-cf_coassembly_k141_3299148||full	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae
KSW-cf_coassembly_k141_2560458||full	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae
KSW-T72_1_C_NODE_4412_length_10566_cov_5.415279||full	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae
KSW-cf_coassembly_k141_2962468	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-T72_2_V_NODE_508_length_10562_cov_20.300562	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-T72_1_V_NODE_368_length_10604_cov_437.998673||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-cf_coassembly_k141_24738||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_3461613||full	Viruses	Nucleocytoviricota	UNCLASSIFIED	UNCLASSIFIED	other_Nucleocytoviricota
KSW-C72_1_V_NODE_138_length_10558_cov_6.083976||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae
KSW-T72_1_V_NODE_371_length_10553_cov_8.153934	Viruses	Uroviricota	Caudoviricetes	Caudovirales	other_Caudovirales
KSW-megahit_k141_795245	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-T72_2_V_NODE_505_length_10585_cov_5.274644||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae
KSW-T0_2_C_NODE_5034_length_10548_cov_5.742114||full	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Prasinoviridae
KSW-megahit_k141_50029||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	other_Caudovirales
KSW-megahit_k141_726522	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-megahit_k141_207359	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae
KSW-vf_coassembly_k141_652888||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-T72_2_C_NODE_5376_length_10538_cov_80.272060||full	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae
KSW-vf_coassembly_k141_762527	Viruses	Uroviricota	Caudoviricetes	Caudovirales	other_Caudovirales
KSW-vf_coassembly_k141_454685||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-C72_2_V_NODE_181_length_10559_cov_5.122906||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_14191||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_2607838||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-megahit_k141_186185||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_602581||full	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae
KSW-cf_coassembly_k141_225771||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-T0_1_V_NODE_145_length_10515_cov_7.561663||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	other_Caudovirales
KSW-vf_coassembly_k141_160824||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-vf_coassembly_k141_350109||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_1142243||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-megahit_k141_283584||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	other_Caudovirales
KSW-cf_coassembly_k141_1634124||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-vf_coassembly_k141_876509||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	other_Caudovirales
KSW-cf_coassembly_k141_712579	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-megahit_k141_4104||full	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae
KSW-cf_coassembly_k141_697777||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_3703214||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_2nd_assembly_k141_1834170||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-vf_coassembly_k141_579191	Viruses	Uroviricota	Caudoviricetes	Caudovirales	other_Caudovirales
KSW-cf_coassembly_k141_566417||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_1436062||full	Viruses	Nucleocytoviricota	Megaviricetes	Imitervirales	other_Nucleocytoviricota
KSW-vf_coassembly_k141_569399||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae
KSW-cf_coassembly_k141_3550051||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_1148934||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae
KSW-cf_coassembly_k141_2915608||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-vf_coassembly_k141_376808	Viruses	Uroviricota	Caudoviricetes	Caudovirales	other_Caudovirales
KSW-cf_coassembly_k141_42173	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_3742983||full	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae
KSW-C72_1_C_NODE_4698_length_10488_cov_5.141091||full	Viruses	Nucleocytoviricota	UNCLASSIFIED	UNCLASSIFIED	other_Nucleocytoviricota
KSW-cf_coassembly_k141_1164668_1	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-T0_2_C_NODE_5077_length_10483_cov_4.345320	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-C72_1_C_NODE_4648_length_10578_cov_23.543571||full	Viruses	Nucleocytoviricota	UNCLASSIFIED	UNCLASSIFIED	other_Nucleocytoviricota
KSW-vf_coassembly_k141_328738||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-megahit_k141_1058534	Viruses	Uroviricota	Caudoviricetes	Caudovirales	other_Caudovirales
KSW-cf_coassembly_k141_2614892||lt2gene	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_2nd_assembly_k141_3951738||full	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae
KSW-megahit_k141_531383||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-vf_coassembly_k141_146686||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-C72_1_V_NODE_137_length_10566_cov_116.858529||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae
KSW-C0_2_C_NODE_3824_length_10469_cov_17.673901||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-vf_coassembly_k141_443323||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_1709161||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_3877463	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-megahit_k141_120095||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	other_Caudovirales
KSW-C72_2_V_NODE_74_length_16168_cov_4.891020||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-vf_coassembly_k141_744787||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	other_Caudovirales
KSW-vf_coassembly_k141_83721||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-C0_1_C_NODE_4450_length_10542_cov_16.964337||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_2382900||full_1	Viruses	Nucleocytoviricota	UNCLASSIFIED	UNCLASSIFIED	other_Nucleocytoviricota
KSW-cf_coassembly_k141_3436924||full	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae
KSW-megahit_k141_389180||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-C72_2_C_NODE_2399_length_15362_cov_11.174169||full_1	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-megahit_k141_911892||full	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae
KSW-C72_2_V_NODE_188_length_10503_cov_9.855379||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	other_Caudovirales
KSW-megahit_k141_21575||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae
KSW-vf_coassembly_k141_45892||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	other_Caudovirales
KSW-megahit_k141_64986||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	other_Caudovirales
KSW-cf_coassembly_k141_2684074||full	Viruses	Nucleocytoviricota	Megaviricetes	UNCLASSIFIED	other_Nucleocytoviricota
KSW-vf_coassembly_k141_22096||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-vf_coassembly_k141_421655||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	other_Caudovirales
KSW-cf_coassembly_k141_2691123||full	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae
KSW-T0_1_V_NODE_148_length_10424_cov_6.630148||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae
KSW-cf_coassembly_k141_2573065||full	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae
KSW-megahit_k141_350596||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	other_Caudovirales
KSW-cf_coassembly_k141_2285940	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_3915281	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_2929970||full	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae
KSW-cf_coassembly_k141_3928795||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_1809912||full	Viruses	Nucleocytoviricota	Megaviricetes	Imitervirales	other_Nucleocytoviricota
KSW-cf_coassembly_k141_2700057||full	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae
KSW-T72_2_V_NODE_522_length_10404_cov_9.711566||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	other_Caudovirales
KSW-cf_coassembly_k141_585764||full	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae
KSW-T72_2_C_NODE_5480_length_10404_cov_6.232486||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	other_Caudovirales
KSW-T0_2_C_NODE_5129_length_10400_cov_6.280619||full	Viruses	Nucleocytoviricota	UNCLASSIFIED	UNCLASSIFIED	other_Nucleocytoviricota
KSW-cf_coassembly_k141_2571329||full	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae
KSW-C0_2_C_NODE_3810_length_10519_cov_30.345757||full	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Prasinoviridae
KSW-megahit_k141_183019||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-megahit_k141_661141||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-vf_coassembly_k141_620837||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae
KSW-cf_coassembly_k141_1749215||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	other_Caudovirales
KSW-cf_coassembly_k141_1658006	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_414197||full	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae
KSW-C0_2_C_NODE_3723_length_10716_cov_11.134228||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-T72_2_C_NODE_5464_length_10422_cov_13.171409||full	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae
KSW-cf_coassembly_k141_1669626||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_1245490	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-T72_1_V_NODE_381_length_10378_cov_24.186671||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_1291077||full	Viruses	Nucleocytoviricota	Megaviricetes	UNCLASSIFIED	other_Nucleocytoviricota
KSW-T72_2_C_NODE_4184_length_12535_cov_6.432933||full_1	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-C0_1_V_NODE_74_length_10370_cov_6.389724	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-C72_1_V_NODE_143_length_10369_cov_9.560694	Viruses	Uroviricota	Caudoviricetes	Caudovirales	other_Caudovirales
KSW-T72_1_V_NODE_382_length_10370_cov_9.693650||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-T0_1_C_NODE_4699_length_10407_cov_41.336747||full	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae
KSW-cf_coassembly_k141_721709||full	Viruses	Nucleocytoviricota	UNCLASSIFIED	UNCLASSIFIED	other_Nucleocytoviricota
KSW-C0_2_C_NODE_3881_length_10361_cov_11.194547	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-T0_1_C_NODE_4630_length_10502_cov_6.561022||full	Viruses	Nucleocytoviricota	UNCLASSIFIED	UNCLASSIFIED	other_Nucleocytoviricota
KSW-vf_coassembly_k141_905456||full	Viruses	Nucleocytoviricota	Megaviricetes	Imitervirales	other_Nucleocytoviricota
KSW-cf_coassembly_k141_418426||full	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae
KSW-vf_coassembly_k141_944182||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-megahit_k141_842217||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-vf_coassembly_k141_813155	Viruses	Uroviricota	Caudoviricetes	Caudovirales	other_Caudovirales
KSW-T72_2_V_NODE_527_length_10374_cov_6.150790||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-T72_2_V_NODE_531_length_10346_cov_10.184336||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	other_Caudovirales
KSW-megahit_k141_131418	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-T72_2_V_NODE_530_length_10347_cov_17.211135||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae
KSW-cf_coassembly_k141_11277	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
