vOTUs	Kindom	Phylum	Class	Order	Family
KSW-megahit_k141_782395	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae
KSW-cf_coassembly_k141_1209634	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-vf_coassembly_k141_260229||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_3167730||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_1086889||full	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae
KSW-cf_coassembly_k141_1894372||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_3695114||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_337522||full	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae
KSW-C72_2_V_NODE_191_length_10333_cov_8.404943||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	other_Caudovirales
KSW-C0_2_C_NODE_3904_length_10329_cov_10.017520	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-T72_1_V_NODE_383_length_10353_cov_29.712177||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae
KSW-C0_2_C_NODE_3903_length_10330_cov_13.059757||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	other_Caudovirales
KSW-cf_coassembly_k141_162864	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-T72_1_C_NODE_4478_length_10455_cov_7.458173||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	other_Caudovirales
KSW-C72_2_V_NODE_192_length_10320_cov_39.392986||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_243020||full	Viruses	Nucleocytoviricota	UNCLASSIFIED	UNCLASSIFIED	other_Nucleocytoviricota
KSW-C72_2_V_NODE_193_length_10316_cov_18.434461	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-cf_coassembly_k141_3598594||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_774529||full	Viruses	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae
KSW-cf_2nd_assembly_k141_2113317||full	Viruses	Nucleocytoviricota	UNCLASSIFIED	UNCLASSIFIED	other_Nucleocytoviricota
KSW-vf_coassembly_k141_487972||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	other_Caudovirales
KSW-vf_coassembly_k141_374927||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae
KSW-cf_coassembly_k141_799972	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-C0_2_C_NODE_3870_length_10381_cov_10.265640||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-megahit_k141_983997||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_2097453	Viruses	Uroviricota	Caudoviricetes	Caudovirales	other_Caudovirales
KSW-cf_coassembly_k141_473896||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_3270714||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-vf_coassembly_k141_488201||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae
KSW-cf_coassembly_k141_3526626||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-T72_2_V_NODE_541_length_10279_cov_20.248142||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-megahit_k141_691242||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-megahit_k141_870928	Viruses	Nucleocytoviricota	UNCLASSIFIED	UNCLASSIFIED	other_Nucleocytoviricota
KSW-cf_coassembly_k141_1368743	Viruses	Nucleocytoviricota	UNCLASSIFIED	UNCLASSIFIED	other_Nucleocytoviricota
KSW-T72_2_C_NODE_5506_length_10361_cov_7.487386||full	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae
KSW-cf_coassembly_k141_116574||full	Viruses	Nucleocytoviricota	Megaviricetes	Imitervirales	other_Nucleocytoviricota
KSW-vf_coassembly_k141_373135	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_2303601_1	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-vf_coassembly_k141_941300||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-vf_coassembly_k141_843073||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-cf_coassembly_k141_728860	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_2844669||full	Viruses	Nucleocytoviricota	UNCLASSIFIED	UNCLASSIFIED	other_Nucleocytoviricota
KSW-cf_coassembly_k141_2555689||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	other_Caudovirales
KSW-cf_coassembly_k141_31214||full	Viruses	Nucleocytoviricota	UNCLASSIFIED	UNCLASSIFIED	other_Nucleocytoviricota
KSW-T72_1_V_NODE_393_length_10243_cov_6.522576	Viruses	Uroviricota	Caudoviricetes	Caudovirales	other_Caudovirales
KSW-vf_coassembly_k141_875783||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-vf_coassembly_k141_292046||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-megahit_k141_366082||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-cf_coassembly_k141_757209||full	Viruses	Nucleocytoviricota	UNCLASSIFIED	UNCLASSIFIED	other_Nucleocytoviricota
KSW-cf_coassembly_k141_1600192||full	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae
KSW-cf_coassembly_k141_588709	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-megahit_k141_483234||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae
KSW-T72_1_V_NODE_394_length_10226_cov_8.609675||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_3553437||full	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae
KSW-T72_1_V_NODE_377_length_10443_cov_6.074317||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	other_Caudovirales
KSW-C0_2_C_NODE_3962_length_10225_cov_7.864503||full	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae
KSW-megahit_k141_223041||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-cf_coassembly_k141_3234200||full	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae
KSW-vf_coassembly_k141_490184	Viruses	Uroviricota	Caudoviricetes	Caudovirales	other_Caudovirales
KSW-T0_2_C_NODE_5229_length_10218_cov_24.646463||full	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae
KSW-megahit_k141_1044175||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-vf_coassembly_k141_955993||full	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae
KSW-cf_coassembly_k141_1672000||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-vf_coassembly_k141_618933||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-vf_coassembly_k141_393572||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_77403||full	Viruses	Nucleocytoviricota	UNCLASSIFIED	UNCLASSIFIED	other_Nucleocytoviricota
KSW-megahit_k141_431318||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-vf_coassembly_k141_577315||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-C72_1_V_NODE_142_length_10388_cov_58.545534||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-vf_coassembly_k141_48472||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-vf_coassembly_k141_783526||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-C0_2_C_NODE_3982_length_10177_cov_6.378483	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_3046898||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_230233||full	Viruses	Nucleocytoviricota	Megaviricetes	Imitervirales	other_Nucleocytoviricota
KSW-cf_coassembly_k141_10586||full	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae
KSW-cf_coassembly_k141_2368204||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-C72_1_C_NODE_4916_length_10169_cov_6.127941||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-C72_2_V_NODE_196_length_10216_cov_9.776105||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae
KSW-cf_coassembly_k141_2060733||full	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae
KSW-C0_2_C_NODE_3986_length_10165_cov_10.518991||full	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae
KSW-cf_coassembly_k141_976176||full	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae
KSW-cf_coassembly_k141_2782706	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-cf_coassembly_k141_1598199||full	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Prasinoviridae
KSW-cf_coassembly_k141_2857196||full	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae
KSW-vf_coassembly_k141_401209||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-C0_2_C_NODE_3992_length_10155_cov_11.110594	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae
KSW-cf_coassembly_k141_253876||full	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae
KSW-vf_coassembly_k141_314088||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-cf_coassembly_k141_1484370	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae
KSW-cf_coassembly_k141_1523194	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-T72_2_V_NODE_509_length_10557_cov_52.241478||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-cf_coassembly_k141_708321	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_2279730||full	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae
KSW-megahit_k141_528897||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	other_Caudovirales
KSW-vf_coassembly_k141_357203||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-C0_2_C_NODE_3990_length_10157_cov_17.582558||full	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae
KSW-vf_coassembly_k141_763890||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	other_Caudovirales
KSW-cf_coassembly_k141_2428353||full	Viruses	Nucleocytoviricota	Megaviricetes	Imitervirales	other_Nucleocytoviricota
KSW-vf_coassembly_k141_842651	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae
KSW-C0_1_V_NODE_76_length_10127_cov_22.856136	Viruses	Nucleocytoviricota	UNCLASSIFIED	UNCLASSIFIED	other_Nucleocytoviricota
KSW-C0_1_C_NODE_4650_length_10166_cov_4.543764||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-vf_coassembly_k141_985112||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-megahit_k141_22382||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	other_Caudovirales
KSW-vf_coassembly_k141_174478||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_3001357||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-megahit_k141_1052766	Viruses	Uroviricota	Caudoviricetes	Caudovirales	other_Caudovirales
KSW-megahit_k141_195833||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-C0_1_C_NODE_4669_length_10117_cov_15.594514	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_2422568||full_1	Viruses	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae
KSW-cf_coassembly_k141_274032	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_280599	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_2579095||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-T72_1_C_NODE_4708_length_10107_cov_3.741246||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-vf_coassembly_k141_597203||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-cf_coassembly_k141_969962||full	Viruses	Nucleocytoviricota	UNCLASSIFIED	UNCLASSIFIED	other_Nucleocytoviricota
KSW-cf_coassembly_k141_1022709||full	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae
KSW-cf_coassembly_k141_3889232	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-vf_coassembly_k141_185464||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	other_Caudovirales
KSW-vf_coassembly_k141_681064	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-C0_2_C_NODE_4028_length_10097_cov_6.837682	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_856049||full	Viruses	Nucleocytoviricota	Megaviricetes	Imitervirales	other_Nucleocytoviricota
KSW-T0_2_C_NODE_5287_length_10091_cov_6.144281||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	other_Caudovirales
KSW-cf_coassembly_k141_2787503||full	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Prasinoviridae
KSW-cf_coassembly_k141_1045547||full	Viruses	Nucleocytoviricota	Megaviricetes	Pimascovirales	other_Nucleocytoviricota
KSW-T0_1_V_NODE_153_length_10086_cov_6.780281	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-cf_coassembly_k141_2829639	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-vf_coassembly_k141_486383||full_1	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_3257693||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_846365	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-C0_1_C_NODE_4586_length_10297_cov_5.263132||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_1727353||full	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae
KSW-megahit_k141_63930||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-cf_coassembly_k141_3314516||full	Viruses	Nucleocytoviricota	Megaviricetes	Imitervirales	other_Nucleocytoviricota
KSW-megahit_k141_561459||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-megahit_k141_449114	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-C72_2_C_NODE_4189_length_10262_cov_12.425198||full	Viruses	Nucleocytoviricota	Megaviricetes	Imitervirales	other_Nucleocytoviricota
KSW-megahit_k141_853811||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	other_Caudovirales
KSW-cf_coassembly_k141_1427415	Viruses	Uroviricota	Caudoviricetes	Caudovirales	other_Caudovirales
KSW-T0_2_V_NODE_93_length_10048_cov_6.085260||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-megahit_k141_226634	Viruses	Nucleocytoviricota	UNCLASSIFIED	UNCLASSIFIED	other_Nucleocytoviricota
KSW-megahit_k141_1017600||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-vf_coassembly_k141_499920||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	other_Caudovirales
KSW-C72_1_C_NODE_5007_length_10041_cov_8.073903	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-megahit_k141_242064||full	Viruses	Nucleocytoviricota	Megaviricetes	UNCLASSIFIED	other_Nucleocytoviricota
KSW-megahit_k141_435479||full	Viruses	Nucleocytoviricota	UNCLASSIFIED	UNCLASSIFIED	other_Nucleocytoviricota
KSW-cf_coassembly_k141_2177321||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-T0_1_V_NODE_154_length_10037_cov_8.087457||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-vf_coassembly_k141_528252||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	other_Caudovirales
KSW-T72_2_V_NODE_552_length_10137_cov_4.473815||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-C72_1_C_NODE_5014_length_10030_cov_6.110877||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_2650308||full	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae
KSW-T72_1_V_NODE_405_length_10030_cov_5.654837||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-megahit_k141_135538||full	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae
KSW-cf_2nd_assembly_k141_2749863||full	Viruses	Nucleocytoviricota	UNCLASSIFIED	UNCLASSIFIED	other_Nucleocytoviricota
KSW-vf_coassembly_k141_520697	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_3475163	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae
KSW-megahit_k141_902486||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae
KSW-cf_coassembly_k141_1796891	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_1945131||full	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae
KSW-cf_coassembly_k141_1184507||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	other_Caudovirales
KSW-megahit_k141_692313||full	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae
KSW-vf_coassembly_k141_488651||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	other_Caudovirales
KSW-T72_1_V_NODE_400_length_10112_cov_36.927115||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-vf_coassembly_k141_788109||full_1	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae
KSW-vf_coassembly_k141_512407||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-C72_1_C_NODE_5027_length_10002_cov_22.196039||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	other_Caudovirales
KSW-megahit_k141_218253||full	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae
KSW-megahit_k141_79488||full	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae
KSW-T0_1_V_NODE_178_length_9414_cov_57.795064	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae
KSW-vf_coassembly_k141_776997||full	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae
KSW-T0_1_V_NODE_196_length_9121_cov_70.392786||full	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae
KSW-C0_1_V_NODE_95_length_9107_cov_49.781374||full	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae
KSW-T0_1_V_NODE_197_length_9114_cov_4.918203||full	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae
KSW-C72_2_V_NODE_253_length_9053_cov_226.475772	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-T0_2_V_NODE_108_length_9343_cov_28.968992||full	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae
KSW-megahit_k141_729643||full	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae
KSW-vf_coassembly_k141_312324	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae
KSW-vf_coassembly_k141_366580||full	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae
KSW-vf_coassembly_k141_319266||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-C72_1_V_NODE_200_length_8913_cov_286.019643||full	Viruses	Nucleocytoviricota	UNCLASSIFIED	UNCLASSIFIED	other_Nucleocytoviricota
KSW-C72_2_V_NODE_273_length_8774_cov_6.668425||full	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae
KSW-T0_2_V_NODE_90_length_10405_cov_8.107923||full	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae
KSW-megahit_k141_22479||full	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae
KSW-vf_coassembly_k141_1008922	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-C0_2_V_NODE_73_length_8661_cov_4.831048	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae
KSW-megahit_k141_401984||full	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae
KSW-vf_coassembly_k141_142582||full	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae
KSW-C0_2_V_NODE_75_length_8532_cov_62.856907||full	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae
KSW-vf_coassembly_k141_78378||full	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae
KSW-C0_1_V_NODE_114_length_8472_cov_5.632886||full	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae
KSW-C0_1_V_NODE_112_length_8546_cov_8.370981||full	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae
KSW-T0_1_V_NODE_234_length_8524_cov_30.130712||full	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae
KSW-megahit_k141_870683	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae
KSW-T0_1_V_NODE_248_length_8235_cov_43.732274	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae
KSW-T0_2_V_NODE_135_length_8212_cov_407.977443	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae
KSW-megahit_k141_761515||full	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae
KSW-C72_2_V_NODE_285_length_8655_cov_4.240930||full	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae
KSW-megahit_k141_591379||full	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae
KSW-T0_1_V_NODE_254_length_8150_cov_5.346881||full	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae
KSW-C0_2_V_NODE_80_length_8359_cov_45.037211||full	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae
KSW-C0_1_V_NODE_126_length_7958_cov_4.229280	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae
KSW-megahit_k141_976457	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae
