Contig	C0_1_V	C0_2_V	C63_1_V	C63_2_V	T0_1_V	T0_2_V	T63_1_V	T63_2_V
KSW-T63_1_V_NODE_1272_length_5409_cov_7.201905	0	0	0	0	1.8826001	0	1.9153744	0
KSW-T63_1_V_NODE_1280_length_5386_cov_5.592009	0	0	0	0	0	0	1.4514087	0
KSW-T63_1_V_NODE_1371_length_5201_cov_5.073844	14.079855	19.743238	7.712586	2.3864062	7.744541	11.2775755	0.9235519	0
KSW-T63_1_V_NODE_1406_length_5121_cov_7.667588	0	0	0	0	1.3698388	0	3.2369492	1.3880106
KSW-T63_1_V_NODE_1420_length_5101_cov_14.641498	380.7016	434.20258	306.41772	34.385513	176.91406	208.43875	6.6839194	6.435218
KSW-T63_2_V_NODE_134_length_21043_cov_14.549457	0	0	2.522974	3.999147	1.8603771	0	18.887861	8.192812
KSW-T63_2_V_NODE_239_length_15770_cov_76.922685	0	0	0	2.1535628	2.5254776	0	4.986924	37.213856
KSW-T63_2_V_NODE_317_length_13478_cov_60.603963	2.9729097	2.1939874	1.8090597	3.046007	4.5163684	0	17.141548	26.608624
KSW-T63_2_V_NODE_429_length_11527_cov_5.132148	0	0	0	0	1.806068	0	0.9723187	1.7826484
KSW-T63_2_V_NODE_568_length_9928_cov_107.975793	0	0	0	5.7974973	0	0	6.4509716	39.23434
KSW-T63_2_V_NODE_755_length_8361_cov_6.284493	0	0	0	1.6802304	1.2991089	0	1.8474114	2.766812
KSW-T63_2_V_NODE_793_length_8097_cov_11.856130	0	0	0	2.8973048	0	0	2.1053894	4.0700607
KSW-T63_2_V_NODE_845_length_7814_cov_8.305452	0	0	1.1827178	0	0	0	4.110162	2.2989328
KSW-T63_2_V_NODE_1044_length_6937_cov_10.730311	0	0	0	2.3593884	2.6748824	0	5.4851394	6.0920143
KSW-T63_2_V_NODE_1109_length_6687_cov_7.290712	0	0	0	0	0	0	0	3.8459764
KSW-T63_2_V_NODE_1147_length_6567_cov_78.676597	25.352991	10.044937	10.89911	41.37254	17.470425	6.3420568	84.91922	30.916763
KSW-T63_2_V_NODE_1157_length_6541_cov_15.959759	0	0	0	0	0	0	6.335582	3.9515793
KSW-T63_2_V_NODE_1216_length_6362_cov_5.727446	0	4.6990747	15.299182	4.566419	7.8962674	2.1548615	5.699609	3.04707
KSW-T63_2_V_NODE_1335_length_6042_cov_15.978787	21.152912	77.87643	82.727806	18.420412	57.30246	25.360971	8.557947	5.924939
KSW-T63_2_V_NODE_1416_length_5863_cov_14.113981	0	0	0	2.1634803	0	0	1.6867371	2.5349116
KSW-T63_2_V_NODE_1426_length_5849_cov_254.477045	3.8386712	0	3.1937337	7.555327	3.7140877	1.3944473	27.680391	51.394062
KSW-T63_2_V_NODE_1436_length_5830_cov_30.795844	249.37881	277.5741	172.75385	52.030273	113.33833	186.7803	13.19871	11.128074
KSW-T63_2_V_NODE_1514_length_5672_cov_8.277728	0	0	1.1786894	2.9096384	0	0	8.070084	4.2152214
KSW-T63_2_V_NODE_1655_length_5384_cov_23.604241	0	0	0	2.8372843	0	0	22.234043	11.089751
KSW-T63_2_V_NODE_1689_length_5328_cov_15.004931	0	0	5.0929756	2.3807213	2.9730098	0	12.462434	5.9669957
KSW-T63_2_V_NODE_1860_length_5073_cov_17.350139	3.540688	0	6.5893226	10.02845	5.3081675	4.618009	5.5326014	4.203431
KSW-T63_2_V_NODE_1863_length_5062_cov_5.420811	226.68703	308.1323	124.57575	13.822453	146.00124	204.73099	4.2421956	3.4721751
KSW-T63_2_V_NODE_1876_length_5048_cov_29.291208	2.3949578	0	1.3633438	2.1345072	2.689642	0	11.903626	17.767445
KSW-megahit_k141_1049399	0	0	0	0	0	0	0.7391572	0.82207376
KSW-megahit_k141_579616	1.9247876	0	3.3759305	3.1427743	3.3057208	0	12.780112	8.310835
KSW-megahit_k141_688235	128.27571	211.5836	46.241035	32.42648	92.79247	88.59024	12.480359	16.029505
KSW-megahit_k141_254323	0	0	0	2.4634266	0	0	2.7535655	1.3434137
KSW-megahit_k141_941620	0	0	0	0	0	0	1.490995	0
KSW-megahit_k141_1050309	0	0	1.849995	0	0	0	0	0
KSW-megahit_k141_869327	0	0	0	0	0	0	2.8009787	1.2718192
KSW-megahit_k141_363068	0	1.7033536	1.5902635	0	1.5589744	0	1.1002495	0
KSW-megahit_k141_1708	0	0	1.6308023	1.3959333	0	0	0.81436825	0
KSW-megahit_k141_978631	0	0	0	0	1.6012697	0	2.3477883	1.3197992
KSW-megahit_k141_255005	2.6605816	3.0523314	0	0	1.190321	1.2388338	0	0
KSW-megahit_k141_834021	52.46319	55.094456	17.216726	26.948479	50.706356	26.290081	12.514488	9.97562
KSW-megahit_k141_436220	5.07052	3.180023	4.7750707	13.421714	16.52669	3.9939988	15.190997	10.11782
KSW-megahit_k141_689585	0	0	0	0	2.0262973	1.4003636	0	0
KSW-megahit_k141_870683	442.53473	622.5496	375.55603	50.351658	178.69609	344.69016	13.217044	13.520402
KSW-megahit_k141_979438	0	0	0	0	0	0	0	1.8773984
KSW-megahit_k141_111042	43.753803	63.939846	18.735764	0	0	18.817781	0	2.283071
KSW-megahit_k141_870928	0	0	1.1678143	0	0	0	0.46766558	0
KSW-megahit_k141_328459	13.401104	27.745186	8.920123	0	5.5993185	9.542146	0	0
KSW-megahit_k141_219885	0	0	0	0	2.231718	0	3.5393138	1.5162919
KSW-megahit_k141_75238	280.53647	407.2781	482.74573	91.593124	130.31241	169.96548	28.525007	27.505064
KSW-megahit_k141_545779	0	0	0	0.8394954	0	0	0.8281488	0
KSW-megahit_k141_111425	0	0	0	0.92085856	0	0	0.7267298	0.8725452
KSW-megahit_k141_726522	0	0	0	0	1.5669762	0	0.9916946	0
KSW-megahit_k141_980077	0	0	0	0	0	0	0.8908061	0
KSW-megahit_k141_183961	0	0	2.2534165	4.2358828	3.423113	0	8.45132	5.154053
KSW-megahit_k141_329004	0	0	0	0	1.5760565	0	2.612391	1.6738831
KSW-megahit_k141_1052766	0	0	0	0	1.4534342	0	1.1540354	0
KSW-megahit_k141_437808	0	0	1.5318445	1.3523316	0	1.1306783	0.573643	0
KSW-megahit_k141_401419	0	0	0	0	2.05028	0	0.5379833	0
KSW-megahit_k141_582499	0	0	0	0	0	0	0	2.1190383
KSW-megahit_k141_546503	0	0	0	0	0	0	0	14.97103
KSW-megahit_k141_3488	0	0	0	0	0	0	0.7691494	0
KSW-megahit_k141_908347	0	0	0	0.7864061	0	0	1.2218487	0.7917185
KSW-megahit_k141_257105	0	0	0	0	0	0	0.6609416	0.78096074
KSW-megahit_k141_76327	0	0	0	4.520303	9.875759	0	9.426145	10.008135
KSW-megahit_k141_184723	0	0	0	0	0	5.3699045	8.480149	64.889114
KSW-megahit_k141_908714	0	0	0	4.174124	1.49736	0	2.9447165	6.0716524
KSW-megahit_k141_40228	24.930012	36.871716	14.787527	3.1779225	9.216146	15.943216	0	0
KSW-megahit_k141_294400	0	1.860163	0	1.803846	2.1440682	1.2674254	1.1526687	0
KSW-megahit_k141_655772	0	0	1.8017696	0.9998215	2.3776193	0	3.4405708	1.9263091
KSW-megahit_k141_619919	0	0	1.8987786	1.1271045	1.7018913	1.1117811	0.62964356	0
KSW-megahit_k141_40960	0	0	1.5501543	4.829498	2.2979596	1.6231183	5.9399967	16.767576
KSW-megahit_k141_873110	0	0	0	0	0	0	0.9301143	0
KSW-megahit_k141_1018347	2.0496466	0	1.6546967	2.7075398	3.5887814	1.4415965	2.0322404	0.9341719
KSW-megahit_k141_5012	0	0	0	0	0	0	0.5966661	0
KSW-megahit_k141_295323	0	0	0	0.62446743	0	0	0.87730765	1.02018
KSW-megahit_k141_838062	0	0	0	0	0	0	1.0851448	0
KSW-megahit_k141_656754	0	0	4.4167633	2.9830148	4.347201	0	4.3424654	2.3872542
KSW-megahit_k141_656785	0	0	0	0	0	0	0.9594038	0
KSW-megahit_k141_656819	0	0	0	0	0	0	0.5168464	0
KSW-megahit_k141_259241	0	0	0	0	1.359907	0	0	0
KSW-megahit_k141_259909	0	0	0	1.9987001	0	0	1.5374157	1.6541109
KSW-megahit_k141_839344	14.024833	21.68916	6.4648643	1.188604	5.5574923	8.52378	0	0
KSW-megahit_k141_803034	9.831476	12.352491	6.836147	1.9019367	8.645216	5.1380806	0	0
KSW-megahit_k141_368669	0	0	2.0455124	2.5630767	1.7465222	0	0.67951673	0
KSW-megahit_k141_803144	0	0	0	0	0	0	0.65405685	0
KSW-megahit_k141_6830	0	0	0	0.82376707	0	0	2.8713038	3.8655696
KSW-megahit_k141_405078	0	0	0	0.66788816	0	0	0	0
KSW-megahit_k141_658320	4.670486	0	0	0.9067207	3.5951192	0	6.356769	3.6987092
KSW-megahit_k141_298183	0	2.8419828	4.120859	5.2891407	5.1904464	1.5463473	3.5746472	1.4501774
KSW-megahit_k141_949168	9.252855	6.6594815	1.8086313	2.3109877	5.404341	0	0	0
KSW-megahit_k141_261625	0	0	0	0	1.4488475	0	0	0
KSW-megahit_k141_261857	2.325846	2.81316	0	0	1.5236819	0	0	0
KSW-megahit_k141_985629	0	0	0	0	1.2925092	0	0	0
KSW-megahit_k141_732046	0	0	2.216095	0.8507601	2.149324	0	0.57413095	0
KSW-megahit_k141_913694	0	0	0	0	0	0	0.7556324	0
KSW-megahit_k141_1021992	4.6950474	7.7609706	0	0	1.6697018	2.3924177	0	0
KSW-megahit_k141_299236	0	0	0	0	0	0	1.0260974	0
KSW-megahit_k141_1058534	0	0	1.5007299	0	0	0	0.68288475	0
KSW-megahit_k141_624657	5.828425	0	0	2.2817287	6.6248302	0	14.031189	6.952002
KSW-megahit_k141_299564	5.757023	11.122883	2.3257682	0	3.0415125	5.286895	0	0
KSW-megahit_k141_226634	0	16.011433	2.0160475	0.9503744	0	8.792462	0	0
KSW-megahit_k141_45706	1.7596105	2.5749636	0	0	0	0	0	0
KSW-megahit_k141_516554	0	0	0	0	0	0	0.5237515	0
KSW-megahit_k141_46002	0	0	0	1.1638001	1.4271581	0.8369314	0.68135464	0
KSW-megahit_k141_661637	0	0	1.7810405	0	0	0	0.89799005	0
KSW-megahit_k141_1060034	0	0	0	0	1.1434127	0	0.71385455	0
KSW-megahit_k141_770735	0	0	0	0	2.3858814	0	2.3969798	0
KSW-megahit_k141_481490	0	0	0	0	0	0	1.6929544	0
KSW-megahit_k141_843723	0	0	3.5679865	0	1.9463961	0	2.152908	0
KSW-megahit_k141_372867	1.430445	0	0	0	0	0	0.54265285	0
KSW-megahit_k141_988256	5.38906	7.359237	1.3606973	0	0	3.2750602	0	0
KSW-megahit_k141_771231	11.552351	9.103869	7.7468834	9.266365	19.851263	8.781558	6.365802	7.286661
KSW-megahit_k141_337009	0	0	0	0	1.7934436	0	1.2440903	0
KSW-megahit_k141_952382	0	2.794558	0	0	2.0239084	0	0	0
KSW-megahit_k141_228712	0	0	0	0	1.4695209	1.031893	0	0
KSW-megahit_k141_1061115	0	0	0	0	0	0	0.76598454	0
KSW-megahit_k141_735225	0	0	2.250078	0	1.5536553	0	0.8054778	0
KSW-megahit_k141_627487	0	0	0	0	0	0	1.1460918	4.751586
KSW-megahit_k141_916968	0	0	0	0	0	0	1.9394735	0.6735341
KSW-megahit_k141_554756	46.322952	61.31516	31.54315	7.73952	22.837679	29.984367	1.8862725	2.4106536
KSW-megahit_k141_84706	2.4198315	0	1.6398848	1.2891523	2.591762	2.296298	0.576018	0
KSW-megahit_k141_193291	6.3456	10.771147	0	0	2.1237142	2.8067684	0	0
KSW-megahit_k141_11920	248.88246	423.184	212.96538	26.541473	112.44202	169.41632	5.604973	3.137722
KSW-megahit_k141_12060	78.86802	263.41574	48.965454	36.52871	74.19497	155.48393	6.7392716	9.929159
KSW-megahit_k141_302831	0	0	0	0	2.2220287	0	0	0
KSW-megahit_k141_266111	3.401514	2.1182673	1.7454258	1.8917102	4.8961177	0.9868122	2.390528	0
KSW-megahit_k141_591813	2.5039172	0	1.2217454	3.7664425	4.6866803	2.7255163	3.2348382	1.8959432
KSW-megahit_k141_845610	0	0	2.6829	0	1.7086297	0	2.3330827	0
KSW-megahit_k141_48728	0	0	0	0	0	0	1.1932231	1.0118152
KSW-megahit_k141_158011	0	0	0	0	1.7979792	0	0	0
KSW-megahit_k141_374888	6.3386188	3.9543996	0	0	2.0106766	3.3855493	0	0
KSW-megahit_k141_303563	0	0	0	0	0	0	1.166167	0
KSW-megahit_k141_121502	23.077143	17.17887	56.697662	3.5128152	17.922543	12.36652	4.559653	1.0511094
KSW-megahit_k141_628974	0	0	0	0	1.3127688	0	1.0757077	0
KSW-megahit_k141_375353	0	0	17.163641	5.1936145	6.142181	0	11.21897	10.851719
KSW-megahit_k141_230674	0	0	2.6512332	0	2.987517	0	0.9259681	0
KSW-megahit_k141_194634	9.440156	14.69733	25.612274	6.430515	15.0810795	5.15861	3.702942	3.5526068
KSW-megahit_k141_304155	0	0	1.3055118	0	0	0	0.9931549	0
KSW-megahit_k141_339336	0	0	0	0	0	0	0.65268654	0.83311135
KSW-megahit_k141_13534	0	0	1.5590336	0	0	0	1.3628236	0
KSW-megahit_k141_267753	0	0	0	0	0	0	2.0691981	3.6225357
KSW-megahit_k141_195243	42.477146	3.2950437	9.171863	8.801126	25.949755	13.437408	7.900775	11.794251
KSW-megahit_k141_195573	0	0	0	1.309759	0	0	1.0646007	0.96956384
KSW-megahit_k141_557376	0	0	0	0	0	0	1.1218294	0.9281298
KSW-megahit_k141_847529	28.269777	46.856926	40.92632	15.963099	14.358339	19.063227	5.8499494	14.558967
KSW-megahit_k141_449114	0	0	1.1728789	1.003383	2.879504	1.0523517	1.0205861	0
KSW-megahit_k141_956144	0	0	0	0	0	0	0.7615665	0
KSW-megahit_k141_594465	5.721829	10.316929	0	0	4.8193965	4.654052	0	0
KSW-megahit_k141_449707	0	0	0	0	0	0	1.1194868	0
KSW-megahit_k141_775413	0	4.60494	5.793033	7.222714	7.8903513	2.0061796	4.6363277	2.192898
KSW-megahit_k141_630735	0	0	1.4246483	0	2.9511142	0	1.0008302	0
KSW-megahit_k141_51204	0	0	0	0	0	0	0.7860592	0
KSW-megahit_k141_51322	1.835549	2.8628058	0	0	1.6138602	0	0	0
KSW-megahit_k141_1065720	0	0	0	0	0.8494591	0	0.8147155	0
KSW-megahit_k141_667996	0	0	0	0	2.0988734	0	10.021187	6.301709
KSW-megahit_k141_740429	0	0	0	0	0	0	1.7216089	0.8351688
KSW-megahit_k141_777316	0	0	0	0	1.8149484	0	0	0
KSW-megahit_k141_740552	0	0	0	1.0790167	0	0	0	0
KSW-megahit_k141_53432	0	0	0	1.3365242	1.626114	0	2.4457433	2.5961256
KSW-megahit_k141_163347	2.656752	0	0	1.1178287	1.9972508	2.0567703	0.62939876	0
KSW-megahit_k141_416196	0	0	24.213327	5.1956673	0	0	9.194806	0
KSW-megahit_k141_598062	4.587004	0	1.4758837	6.56237	2.5259304	0	20.156431	7.3124523
KSW-megahit_k141_200072	1.5246651	0	0	0	0	0	2.6329076	0
KSW-megahit_k141_670507	1.6585327	4.3806906	0	0	0	1.3139273	0	0
KSW-megahit_k141_780025	10.637865	10.589278	1.3026725	0	5.7129245	6.1210923	0	0
KSW-megahit_k141_381768	0	0	0	1.1897823	0	0	1.2697313	0
KSW-megahit_k141_237669	0	0	0	0	0	0	0	0.81202185
KSW-megahit_k141_672216	0	0	0	0	0	0	0	0.6945931
KSW-megahit_k141_418973	0	0	0.8773745	0	1.4757103	0	0	0
KSW-megahit_k141_998586	0	0	0	0	0	0	0	6.8825607
KSW-megahit_k141_528467	1.8585315	3.9963255	0	0	0	1.4672405	0	0
KSW-megahit_k141_166957	0	0	0	0	1.4162171	0	1.5771708	0
KSW-megahit_k141_564849	0	0	0	1.1742773	2.4109516	1.027163	0.87170035	0.77886766
KSW-megahit_k141_492801	0	0	1.6032053	0	0	0	0.67832065	0
KSW-megahit_k141_637396	0	0	1.2160784	0	0	0	0	0
KSW-megahit_k141_890510	0	0	0	0	0	0	0.54044896	0
KSW-megahit_k141_782395	0	0	0	0	0	0	1.0837282	0
KSW-megahit_k141_891047	0	0	0	0	1.6210188	0	1.6808035	0
KSW-megahit_k141_313476	2.466343	4.577661	1.6316527	0	1.9214003	2.1432285	0	0
KSW-megahit_k141_349329	0	0	1.8775003	0	0	0	2.4965453	1.3629035
KSW-megahit_k141_240928	0	0	1.5833988	1.0115979	1.7023188	0	1.5567633	0
KSW-megahit_k141_314425	0	0	0	0	0	0	0.72812396	0.72157764
KSW-megahit_k141_1037253	2.0487626	2.6432228	0	0	0	1.4409747	0	0
KSW-megahit_k141_784389	0	0	0	0.85465825	0	0	0.6799839	0
KSW-megahit_k141_241931	2.9734979	4.9535246	0	0	2.6378684	2.2718832	0	0
KSW-megahit_k141_892780	0	0	0	0	0	0	1.3328574	0.9235052
KSW-megahit_k141_315261	0	0	0	0.8428459	1.3572376	0	2.7560256	1.9495859
KSW-megahit_k141_60301	0	0	2.8990364	1.5724198	2.8847334	0	2.3282423	1.9626857
KSW-megahit_k141_1071963	3.2415667	3.7203498	0	0	2.2934647	2.6056235	0	0
KSW-megahit_k141_712687	0	2.8638117	0	0	1.69727	0	0	0
KSW-megahit_k141_242807	0	0	0	3.9789243	0	0	3.7235258	23.033045
KSW-megahit_k141_640750	0	0	0	0	0	0	0.76206404	0
KSW-megahit_k141_713092	7.2820272	0	0	0	0	0	0	0
KSW-megahit_k141_713337	0	0	0	0	0	0	1.94151	1.1499606
KSW-megahit_k141_1039227	0	0	0	1.0909826	0	0	0.8609895	0.941445
KSW-megahit_k141_207359	0	0	0	0	1.0948405	0	0.73267275	0
KSW-megahit_k141_388332	0	0	0	0	1.05373	0	1.0337862	0
KSW-megahit_k141_823525	0	0	0	0	0	0	0.742289	0
KSW-megahit_k141_968550	0	2.284465	1.2812172	1.6370819	2.910089	1.2794899	0.62983245	0
KSW-megahit_k141_643046	0	0	0	0	0	0	0.6083267	1.8363966
KSW-megahit_k141_354109	0	0	0	0	1.3616097	0	1.2021321	0
KSW-megahit_k141_64030	0	0	0	0	0	0	0.99290556	0
KSW-megahit_k141_354978	0	0	0	0	0	0	0.98745966	0
KSW-megahit_k141_825596	0	0	0	1.0264322	3.4059079	0	3.2037363	2.0424175
KSW-megahit_k141_789381	2.2403846	0	1.2099494	0.70317006	2.1827264	2.0201924	0.6265371	0
KSW-megahit_k141_536232	0	0	0	0	0	0	5.053876	31.894802
KSW-megahit_k141_1072978	0	3.6461062	0	0	2.4945192	3.108591	0	0
KSW-megahit_k141_1007288	2.4812877	0	0	0	1.4829241	0	0.79525393	0
KSW-megahit_k141_1043288	0	0	1.6071914	0	0	0	1.2302724	0
KSW-megahit_k141_102876	0	0	0	0	0	0	1.0192807	0
KSW-megahit_k141_501514	0	0	0	1.056135	0	0	2.0055814	1.4832164
KSW-megahit_k141_899743	0	0	0	0	0	0	0.5426398	0
KSW-megahit_k141_646791	0	4.90395	0	0	0	2.0330694	0	0
KSW-megahit_k141_248875	0	0	0	0.9851463	0	0	0	0
KSW-megahit_k141_67273	0	0	0	0	1.0282336	0	0.89872444	0
KSW-megahit_k141_249206	3.1276307	0	1.7183144	3.2023041	5.312944	1.8270638	12.256438	47.52819
KSW-megahit_k141_865447	0	0	0	0	0	0	1.6677817	0
KSW-megahit_k141_720049	0	0	0	0	0	0	1.4857069	1.2741483
KSW-megahit_k141_213223	0	0	0	0	1.4186285	0	1.6417428	0
KSW-megahit_k141_68879	0	0	0	0	0	0	0	2.4004476
KSW-megahit_k141_649339	0	0	0	0.8041269	0	0	0.7403745	0
KSW-megahit_k141_325358	0	0	0	0	0	0	0	1.9751825
KSW-megahit_k141_361038	0	0	3.5431905	0.77407664	1.3805912	0	1.4031413	0
KSW-megahit_k141_541665	0	0	0	0	0	0	1.4442261	3.1455858
KSW-megahit_k141_650189	0	0	0	0	0	0	1.2814175	0
KSW-megahit_k141_795245	0	0	0	1.1116128	0	0	5.382209	2.6577237
KSW-megahit_k141_939568	0	0	0	0	1.93409	0	0	0
KSW-megahit_k141_34259	0	0	0	0	0	0	0.64021385	2.1562693
KSW-megahit_k141_903313	0	0	0	0	1.7962971	0	1.3644464	0
KSW-megahit_k141_252323	0	0	0	0	0	0	1.5699722	0
KSW-megahit_k141_687100	108.92493	115.255455	24.182026	13.481088	49.63637	43.90315	5.2990913	0
KSW-megahit_k141_868215	0	0	0	0	0	0	1.0274296	0
KSW-megahit_k141_976457	47.909916	72.12951	27.74365	0	27.309702	31.283436	0	0
KSW-megahit_k141_70992	0	0	0	0.7983023	0	0	0.4539778	0
KSW-megahit_k141_650929	51.66448	60.64702	7.361779	3.70215	25.3738	15.07301	0	0
KSW-megahit_k141_35392	0	0	0	0	0	0	1.0004628	0
KSW-megahit_k141_1076503	0	3.3532739	0	0	1.4098973	1.5204543	0	0
KSW-megahit_k141_1076527	3.2819133	4.5024915	1.5957954	0	1.3437562	1.0648398	0	0
KSW-megahit_k141_1078217	0	2.0866685	1.1861504	0	0	1.1481171	0	0
KSW-vf_coassembly_k141_870536	3.1683714	2.8510177	7.9986362	1.4142373	3.9256434	0	1.5212201	0
KSW-vf_coassembly_k141_592725	0	0	0	0	0	0	0.52564424	0.6955119
KSW-vf_coassembly_k141_593115	0	0	0	1.679926	0	0	1.3310095	0
KSW-vf_coassembly_k141_697543	0	0	0	0	0	0	0.57003593	0
KSW-vf_coassembly_k141_105811	0	0	0	1.112674	1.52844	2.2757378	0	0
KSW-vf_coassembly_k141_37375	0	0	0	1.1537719	0	0	1.9235198	3.0766852
KSW-vf_coassembly_k141_420543	0	0	1.636661	0	0	2.1322117	0	0
KSW-vf_coassembly_k141_421194	0	0	0	0	0	0	0.7894581	0
KSW-vf_coassembly_k141_211802	0	0	0	0	0	0	0.7090996	0
KSW-vf_coassembly_k141_769305	1.7788851	3.6457648	3.7250712	1.6807586	3.496089	1.7235359	0	0
KSW-vf_coassembly_k141_839171	0	0	0	1.3366578	2.7693038	2.1406257	1.1296592	1.203518
KSW-vf_coassembly_k141_630631	0	13.176835	0	0	0	9.237815	0	0
KSW-vf_coassembly_k141_1013507	0	0	3.1277509	0	1.4334155	0	0.9015378	0
KSW-vf_coassembly_k141_74145	3.2962675	4.6513886	1.7982353	0	0	1.3454963	0	0
KSW-vf_coassembly_k141_491320	0	0	13.684637	22.500275	12.814142	223.76201	40.091682	45.754757
KSW-vf_coassembly_k141_318041	5.9899654	6.824601	0	0	3.052061	2.0730522	0	0
KSW-vf_coassembly_k141_840266	0	0	1.1322446	0	1.303005	0	0	0
KSW-vf_coassembly_k141_283411	2.616889	0	0	0	1.8454131	0	0.98629034	1.7695413
KSW-vf_coassembly_k141_178692	3.9840984	6.7932425	1.7009786	0	0	4.203258	0	0
KSW-vf_coassembly_k141_876205	0	0	0	0	0	0	1.2445767	10.361991
KSW-vf_coassembly_k141_703795	0	0	0	0	0	0	4.478889	3.6743467
KSW-vf_coassembly_k141_564701	0	4.5977554	1.1755668	0	6.132969	1.9711975	0	0
KSW-vf_coassembly_k141_947800	0	0	2.681983	0	0	0	2.2677612	1.7807103
KSW-vf_coassembly_k141_251523	0	0	0	0	0	0	0	3.1982012
KSW-vf_coassembly_k141_670004	0	0	0	1.9348307	3.385973	0	1.3360758	0
KSW-vf_coassembly_k141_565719	12.135853	20.889008	6.003374	0	12.810749	10.94242	0	0
KSW-vf_coassembly_k141_530616	59.195465	75.52047	63.05551	0	0	46.78187	0	0
KSW-vf_coassembly_k141_9470	0	0	0	0	0	0	1.1498625	2.5639296
KSW-vf_coassembly_k141_845920	0	0	0	1.0891582	1.1088549	0	1.1623455	0
KSW-vf_coassembly_k141_985130	7.1329293	8.394463	2.798645	1.3353093	3.7047648	4.854113	0	0
KSW-vf_coassembly_k141_393481	0	0	2.9097075	0	0	1.051912	0	0
KSW-vf_coassembly_k141_637631	0	1.9650534	1.547698	1.1913707	2.3241382	1.4491749	0.57859355	0.79392684
KSW-vf_coassembly_k141_1021060	0	0	0	2.2508132	0	0	2.4217756	2.3972468
KSW-vf_coassembly_k141_985961	0	0	1.3445001	0.74607754	1.2893933	0	0.579595	0
KSW-vf_coassembly_k141_115574	36.27336	47.76033	24.129404	3.7163374	14.266798	17.705492	0	0
KSW-vf_coassembly_k141_430989	0	0	0	1.0008812	0	0	1.524364	0
KSW-vf_coassembly_k141_1022879	0	0	2.1148698	0	0	0	1.2394223	0
KSW-vf_coassembly_k141_498861	9.88338	28.93188	5.7833276	4.1423492	9.80246	26.684818	0	0
KSW-vf_coassembly_k141_1023131	2.331799	2.6086214	0	0	1.4862956	1.203122	0	0
KSW-vf_coassembly_k141_605466	0	0	0	1.5996628	0	0	1.9621706	1.256465
KSW-vf_coassembly_k141_46863	0	0	10.810088	5.0490327	10.624302	3.8996522	4.7337756	2.3985488
KSW-vf_coassembly_k141_47080	0	2.1574578	0	0	0	1.2199262	0	0
KSW-vf_coassembly_k141_396850	0	3.1755018	3.556142	1.5994302	4.0688767	0	2.520643	1.2797683
KSW-vf_coassembly_k141_14526	0	0	0	0	1.6095424	0	0.56053877	0
KSW-vf_coassembly_k141_397326	13.541834	23.06851	6.9200335	0	6.987491	7.9852414	0	0
KSW-vf_coassembly_k141_259107	3.6538205	0	0	0	3.2801862	5.0649643	0	0
KSW-vf_coassembly_k141_850582	365.3089	657.79297	1602.7341	447.7534	200.16235	266.45026	138.21257	0
KSW-vf_coassembly_k141_224535	0	0	1.6960083	2.4248588	2.2704535	0	1.6247227	0
KSW-vf_coassembly_k141_643068	252.65778	395.62762	171.33095	31.192394	114.625946	153.64178	7.9365683	8.977135
KSW-vf_coassembly_k141_956809	11.447589	13.00773	4.6128793	0	6.109074	5.58955	0	0
KSW-vf_coassembly_k141_17144	0	0	6.16026	0	0	0	0	0
KSW-vf_coassembly_k141_366076	11.722239	26.227716	12.366864	1.7156264	7.560741	12.392076	0	0
KSW-vf_coassembly_k141_192180	0	0	2.3516023	0	0	0	1.3516566	0
KSW-vf_coassembly_k141_50508	0	0	5.0493927	0	2.5118177	0	0	0
KSW-vf_coassembly_k141_471416	0	0	0	0	0	0	1.3988627	0
KSW-vf_coassembly_k141_505976	3.7766845	4.2087874	0	0	2.0173748	2.0433	0	0
KSW-vf_coassembly_k141_890731	5.4452252	11.969484	2.7928226	0	3.3906195	5.2274327	0	0
KSW-vf_coassembly_k141_1030393	0	4.433924	0	0	0	3.1670125	0	0
KSW-vf_coassembly_k141_52407	7.727499	5.4019637	4.799931	5.1205587	15.382837	3.5497282	4.9619637	2.7514102
KSW-vf_coassembly_k141_718043	0	0	0	0	0	0	2.5135496	1.3948197
KSW-vf_coassembly_k141_91810	16.42371	20.005522	6.9654093	1.67939	9.344743	10.486363	0	0
KSW-vf_coassembly_k141_579013	0	0	5.7164574	1.5995793	0	0	3.438174	3.5649948
KSW-vf_coassembly_k141_927379	0	0	0	0	0	0	0	3.7680867
KSW-vf_coassembly_k141_1030951	0	0	0	0	3.8859148	1.5912635	0	0
KSW-vf_coassembly_k141_541331	0	0	0	0	0	0	1.2182271	1.1052425
KSW-vf_coassembly_k141_337206	0	0	0	0	2.1038127	0	1.3984944	0
KSW-vf_coassembly_k141_617754	0	0	2.744198	1.2021987	0	0	4.6449704	2.1562002
KSW-vf_coassembly_k141_721487	0	0	0	0	0	0	0.69328994	0
KSW-vf_coassembly_k141_511798	0	0	0	0	0	0	1.558741	2.543915
KSW-vf_coassembly_k141_340325	0	0	0	0	0	0	1.0316567	0
KSW-vf_coassembly_k141_340329	0	0	0	0	0	0	0	0.7226422
KSW-vf_coassembly_k141_862473	0	0	0	0	0	0	3.741939	1.6043376
KSW-vf_coassembly_k141_304912	0	5.7257414	11.325592	8.24349	8.146044	5.7866764	9.671812	5.680721
