Contig	S12_0_3	S12_12_15	S12_21_24	S3_0_3	S3_12_15	S3_21_24	S9_0_3	S9_12_15	S9_21_24
KSD-k141_3479627||full	0	0	0	0	3.914484	4.843535	0	7.2588186	0
KSD-k141_3485103||full	0	0	0	0	3.5849206	0	0	0	0
KSD-k141_3717450||full	6.0462255	3.715803	7.2273607	0	4.889737	5.870863	0	7.5246625	7.6311636
KSD-k141_3738731||full	0	0	0	0	39.954235	9.20214	0	0	0
KSD-k141_4131961||full	0	1.6044544	4.6463366	0	10.74757	7.1005654	0	0	12.477952
KSD-k141_4281521||full	0	0	0	0	6.326243	5.8642535	0	0	0
KSD-k141_4363833||full	0	0	0	0	0	11.760637	0	0	0
KSD-k141_4394965||full	0	0	0	0	22.138039	0	0	0	0
KSD-k141_4547359||full	0	0	0	0	12.03931	5.6486773	0	0	0
KSD-k141_5374268||full	3.8656592	0	0	40.872402	0	0	58.093292	15.635423	0
KSD-k141_5637589||full	0	0	0	58.363712	0	0	0	0	0
KSD-k141_5648243||full	0	0	0	0	5.4310412	7.2140813	0	0	0
KSD-k141_5823550||full	0	0	0	0	11.601309	0	0	0	0
KSD-k141_6050463||full	12.128288	0	0	0	0	8.21717	0	0	0
KSD-k141_6199260||full	42.15808	19.037899	73.974075	12.909925	7.6911755	10.631722	0	102.56445	90.55066
KSD-k141_6467533||full	7.212482	7.7130036	11.881676	0	8.209145	6.155945	0	5.497321	13.228829
KSD-k141_6774844||full	0	0	0	0	5.69226	0	0	0	0
KSD-k141_6853153||full	0	4.7040687	2.9944046	0	3.661076	4.264279	0	0	0
KSD-k141_6998679||full	0	0	0	0	0	11.567746	0	0	0
KSD-k141_7316914||full	0	0	0	0	8.966202	7.406874	0	0	0
KSD-k141_7408056||full	0	0	0	0	0	5.1897745	0	0	0
KSD-k141_7605388||full	0	0	0	14.040386	6.9921265	3.754474	0	0	9.430345
KSD-k141_7612077||full	0	0	0	0	8.762353	8.8923435	0	0	0
KSD-k141_216673||full	0	0	0	0	0	0	28.535654	0	0
KSD-k141_438988||full	0	0	0	0	0	0	53.202225	0	0
KSD-k141_1257082||full	0	0	0	0	0	0	0	11.2974205	0
KSD-k141_1379744||full	0	0	0	0	2.9413183	0	0	8.690232	6.733431
KSD-k141_1386812||full	0	2.4593089	2.4134617	0	3.7170973	4.83762	39.037445	5.050352	9.540202
KSD-k141_1452617||full	0	0	0	27.84774	5.4177036	0	0	7.5874248	11.201247
KSD-k141_1723036||full	0	0	0	48.441685	0	0	36.684525	0	0
KSD-k141_2222737||full	9.052947	0	6.3299327	0	0	0	0	0	10.44109
KSD-k141_2243178||full	0	3.137202	3.1549919	0	0	0	0	4.65288	16.703785
KSD-k141_2362644||full	10.34053	0	0	18.785656	0	0	94.2014	6.541752	17.588858
KSD-k141_2378221||full	0	0	0	0	0	0	29.196205	0	8.635542
KSD-k141_2831709||full	0	0	0	0	0	0	0	0	6.3179026
KSD-k141_2896979||full	5.773182	4.2721233	0	0	7.165738	0	0	5.1050277	12.605864
KSD-k141_3117338||full	0	0	1.91598	0	0	0	0	6.0373096	6.440235
KSD-k141_3180484||full	0	0	0	0	0	0	0	0	19.150126
KSD-k141_3345148||full	0	0	0	0	0	0	31.483349	0	0
KSD-k141_3604781||full	0	0	0	0	0	0	0	11.151608	22.823448
KSD-k141_3849077||full	0	3.8116977	7.4587502	0	0	0	0	9.571756	12.195957
KSD-k141_3980776||full	0	0	0	0	0	0	0	6.2773004	25.780533
KSD-k141_4137493||full	0	0	0	0	0	0	0	0	46.566143
KSD-k141_4149517||full	6.321695	16.422428	7.5641727	0	6.791525	8.82215	0	30.413136	22.429747
KSD-k141_4659560||full	4.5583215	0	0	31.59562	7.8616858	0	0	8.07302	16.680529
KSD-k141_4724806||full	0	15.9836645	0	0	0	0	0	0	19.102266
KSD-k141_4864594||full	0	0	1.9481258	25.40556	0	0	0	7.7350893	9.024885
KSD-k141_5359602||full	0	0	0	0	0	0	0	6.026662	0
KSD-k141_5461700||full	0	0	0	0	0	0	0	0	50.736443
KSD-k141_5825476||full	4.8401723	3.993391	8.680862	0	6.7564583	6.9517717	0	6.3407397	9.723129
KSD-k141_6206960||full	0	0	0	66.93695	0	0	45.234543	0	0
KSD-k141_6327024||full	0	0	0	0	0	3.9055593	0	13.890221	0
KSD-k141_6958271||full	0	0	0	0	0	0	31.473372	0	0
KSD-k141_6965009||full	0	0	0	0	0	0	0	51.925217	10.599689
KSD-k141_7415702||full	0	2.6690605	0	0	0	0	0	12.203991	0
KSD-k141_8123044||full	0	0	0	0	0	0	0	9.112313	0
KSD-k141_8384002||full	0	0	3.2605753	0	6.1073203	0	0	8.887789	0
KSD-k141_8494103||full	0	0	0	0	0	0	0	4.2749677	17.899084
KSD-k141_8582717||full	0	0	0	23.086563	0	0	57.113514	0	0
KSD-k141_45103||full	0	3.6442082	0	0	0	0	0	0	0
KSD-k141_103131||full	0	0	3.8855844	0	0	3.5374405	0	0	0
KSD-k141_203848||full	0	5.748527	6.0474577	0	0	0	0	0	0
KSD-k141_259802||full	0	12.639849	0	0	0	0	0	0	0
KSD-k141_375519||full	0	2.740686	0	0	0	0	0	6.2387824	20.17786
KSD-k141_394318||full	0	2.055627	4.3617415	0	0	0	0	0	0
KSD-k141_645014||full	0	5.7796717	0	0	0	0	0	0	0
KSD-k141_821902||full	0	3.0026932	3.8714364	0	0	0	0	0	0
KSD-k141_853272||full	6.351765	1.3585979	0	0	0	0	0	0	0
KSD-k141_1093632||full	0	3.0843256	3.2481842	0	0	0	0	5.2782197	12.420186
KSD-k141_1221731||full	0	2.065191	6.474813	0	0	0	0	0	0
KSD-k141_1233379||full	0	3.321403	0	0	0	0	0	0	0
KSD-k141_1233647||full	0	6.3484855	5.1286664	0	7.1763453	12.565409	0	0	6.072974
KSD-k141_1266929||full	0	0	6.0947466	0	4.6475215	0	0	0	0
KSD-k141_1332218||full	0	1.2851056	2.658637	0	0	5.84764	0	0	0
KSD-k141_1405843||full	0	0	3.5035288	0	0	0	0	0	0
KSD-k141_1474910||full	4.9295063	3.3879418	3.2913468	0	0	0	0	0	0
KSD-k141_1514106||full	13.737447	0	4.955854	0	0	0	0	0	0
KSD-k141_1554511||full	0	0	1.6108284	0	0	0	0	0	5.0394893
KSD-k141_1649041||full	3.8710613	0	1.9012533	0	0	0	0	0	0
KSD-k141_1724122||full	8.8067875	0	3.7228162	0	0	3.8439465	0	0	0
KSD-k141_1852320||full	4.003637	10.5039625	16.551003	0	0	0	0	12.093223	8.9277935
KSD-k141_1881680||full	0	0	2.1833742	0	0	0	0	0	0
KSD-k141_1931804||full	0	5.3228254	0	0	0	0	0	0	0
KSD-k141_1951818||full	0	2.6834078	5.3897634	0	0	0	0	0	0
KSD-k141_2071022||full	0	0	6.595242	0	0	0	0	0	0
KSD-k141_2298901||full	85.8306	0	4.406273	0	7.303159	0	0	0	0
KSD-k141_2318343||full	4.063875	7.749707	0	0	0	17.66606	0	0	14.237131
KSD-k141_2329498||full	4.610048	5.3557153	8.766312	0	26.898767	32.08184	0	0	20.352589
KSD-k141_2356857||full	0	0	6.004787	0	0	4.5416875	0	0	0
KSD-k141_2420958||full	0	6.5192757	3.2122173	0	4.6254954	4.9128017	0	4.7042236	0
KSD-k141_2684109||full	0	5.1743064	0	0	0	0	0	0	0
KSD-k141_2742978||full	17.855217	0	0	0	0	0	0	0	0
KSD-k141_2804501||full	0	0	8.053401	0	0	0	0	0	0
KSD-k141_2826164||full	0	5.629323	0	0	0	0	0	0	0
KSD-k141_2900058||full	0	3.9405892	3.0434628	0	0	8.914527	0	0	0
KSD-k141_2977638||full	0	5.3020163	0	0	0	0	0	0	0
KSD-k141_3013205||full	7.842463	7.1955895	7.5228486	0	0	12.1359	0	0	8.116494
KSD-k141_3052474||full	5.214389	3.9241545	8.369019	0	0	3.5545974	0	0	0
KSD-k141_3102466||full	0	4.9117785	2.3974402	0	0	3.7455049	0	0	0
KSD-k141_3242684||full	3.566808	2.3904674	2.4787798	0	0	0	0	0	0
KSD-k141_3253849||full	8.842088	2.5067215	2.9629734	0	0	0	0	0	0
KSD-k141_3501746||full	0	3.597455	0	0	0	0	0	0	0
KSD-k141_3525350||full	0	2.5176353	3.572907	0	0	0	0	0	11.244743
KSD-k141_3609353||full	0	4.293946	0	0	0	0	0	0	0
KSD-k141_3678511||full	0	3.08834	8.473717	0	0	0	0	0	0
KSD-k141_3795429||full	0	0	4.983267	0	0	0	0	0	0
KSD-k141_3944541||full	7.3386917	7.9914713	10.301516	0	8.6987295	4.834194	0	0	11.030683
KSD-k141_3945196||full	4.0836782	5.487056	2.081739	0	0	0	0	0	0
KSD-k141_3993398||full	6.0213284	9.689245	7.079198	27.753698	18.227882	15.813899	10.524613	12.917673	16.89166
KSD-k141_4060012||full	0	3.6568222	0	0	0	0	0	0	0
KSD-k141_4140974||full	0	0	5.07631	0	0	0	0	0	0
KSD-k141_4147487||full	3.596032	3.2649927	2.6483855	17.389437	3.3251712	3.7186966	0	8.299726	7.2695355
KSD-k141_4341384||full	0	3.9096038	0	0	0	0	0	0	0
KSD-k141_4564926||full	0	4.5418396	1.8927658	0	0	0	0	0	0
KSD-k141_4589906||full	0	0	3.1814423	0	2.9236343	0	0	0	0
KSD-k141_4599754||full	0	3.5326183	2.3591383	0	7.4283986	3.6777682	0	0	0
KSD-k141_4673121||full	13.927923	12.454782	21.49203	0	0	13.602853	0	0	0
KSD-k141_4955636||full	18.044727	0	0	0	0	0	0	0	0
KSD-k141_5198529||full	0	0	2.7564964	0	0	0	0	0	0
KSD-k141_5458468||full	6.667361	2.512212	3.6868854	0	0	0	0	0	0
KSD-k141_5547998||full	0	2.3155432	2.620751	0	0	0	0	0	0
KSD-k141_5668177||full	0	22.091661	0	0	0	0	0	0	15.714491
KSD-k141_5747437||full	6.139883	0	7.9305696	0	0	0	0	0	0
KSD-k141_5773658||full	4.597234	3.8739529	2.6655066	0	0	0	0	0	0
KSD-k141_5849184||full	0	5.5414667	3.177888	0	0	0	0	0	0
KSD-k141_5946276||full	0	7.02981	0	0	0	0	0	0	0
KSD-k141_6329470||full	3.0075347	4.6394897	3.515829	0	0	0	0	0	0
KSD-k141_6337253||full	8.497812	1.6975695	0	0	0	0	0	0	0
KSD-k141_6503330||full	0	4.3619056	0	0	0	0	0	0	0
KSD-k141_6551095||full	0	5.2797947	0	0	0	0	0	0	0
KSD-k141_6588920||full	0	5.893638	4.8048573	0	0	0	0	0	0
KSD-k141_6721415||full	4.3010745	2.826309	0	0	0	0	0	0	0
KSD-NODE_2202_length_13405_cov_5.177903	14.676449	0	0	0	0	0	0	0	0
KSD-NODE_2333_length_12934_cov_7.332557	20.184494	0	0	0	0	0	0	0	0
KSD-NODE_2438_length_12543_cov_8.475737	23.506231	6.2576528	21.083221	0	9.360371	23.866089	0	0	0
KSD-NODE_2500_length_12388_cov_3.921755	8.611398	3.251894	0	0	0	0	11.16468	5.1161923	15.080331
KSD-NODE_3261_length_10435_cov_15.709441	43.152763	0	0	0	0	0	0	0	0
KSD-NODE_5727_length_7327_cov_7.879950	14.925391	4.1856384	14.888435	0	4.5611105	15.131875	0	0	0
KSD-NODE_5784_length_7289_cov_11.609759	23.60798	3.6013005	35.67737	0	0	3.4857998	0	14.919149	14.645562
KSD-NODE_5942_length_7148_cov_5.259411	15.149161	0	0	0	0	0	0	0	0
KSD-NODE_7925_length_6032_cov_5.652836	15.907922	0	0	0	0	0	0	0	0
KSD-NODE_8506_length_5767_cov_6.139356	8.644795	3.7856045	6.2753925	0	0	2.8837674	0	5.8999004	0
KSD-NODE_9036_length_5557_cov_5.360414	14.856006	11.59891	11.769091	0	0	4.4891186	0	0	0
KSD-NODE_9219_length_5489_cov_5.971476	16.309664	8.617555	11.208474	0	14.90057	16.9165	0	0	0
KSD-NODE_9692_length_5333_cov_4.518189	11.861298	6.3841877	9.839822	0	19.294231	17.238092	0	5.254146	10.175388
KSD-NODE_10053_length_5229_cov_63.706417	88.06357	72.56716	5.0919175	0	34.81488	11.043305	0	21.68976	52.058968
KSD-NODE_10846_length_5007_cov_5.488288	13.811277	6.1250596	7.5893145	0	5.971927	4.42865	0	0	0
KSD-NODE_1725_length_13851_cov_5.896274	6.4246383	7.4492974	11.515077	0	7.7780037	10.539346	0	14.498056	16.120754
KSD-NODE_2366_length_11938_cov_8.525372	10.058615	8.555923	4.3090773	0	0	0	0	0	0
KSD-NODE_2508_length_11624_cov_80.539200	6.4564557	63.342743	12.631516	0	0	0	0	35.469685	8.188812
KSD-NODE_2688_length_11262_cov_4.323102	0	5.9078617	0	0	0	0	0	0	0
KSD-NODE_2746_length_11178_cov_45.473254	0	60.987396	0	0	0	5.455286	0	0	0
KSD-NODE_3184_length_10463_cov_5.174962	0	6.5328913	0	0	0	0	0	0	0
KSD-NODE_3961_length_9321_cov_5.169652	5.348625	6.915046	0	0	0	6.2943215	0	0	12.407195
KSD-NODE_4407_length_8860_cov_3.966383	0	5.2214627	0	0	0	0	0	0	0
KSD-NODE_4439_length_8839_cov_4.400387	0	5.8513465	0	0	0	0	0	0	0
KSD-NODE_4524_length_8758_cov_5.836723	6.304549	7.6266546	5.3424	0	8.786508	8.7561035	0	0	0
KSD-NODE_4620_length_8670_cov_4.905514	0	6.2651734	0	0	0	0	0	0	0
KSD-NODE_4725_length_8562_cov_6.373222	0	4.8871603	0	0	0	0	0	0	0
KSD-NODE_4727_length_8561_cov_4.387138	7.2636557	6.1931496	3.2610846	0	3.4413867	0	0	0	0
KSD-NODE_5502_length_7960_cov_8.120810	0	8.293284	0	0	0	0	0	0	0
KSD-NODE_5506_length_7955_cov_6.612152	7.6822143	8.951922	10.431041	20.273352	13.376989	26.132444	0	5.451269	0
KSD-NODE_6364_length_7402_cov_7.946237	4.055652	10.709191	18.683897	0	0	0	0	4.506562	15.143079
KSD-NODE_6467_length_7353_cov_21.460674	7.3634033	18.910156	33.01139	0	4.2459707	3.2041535	0	0	0
KSD-NODE_6710_length_7206_cov_5.458677	4.0915713	6.816689	4.9504833	0	0	5.705628	0	0	0
KSD-NODE_7190_length_6952_cov_5.747861	8.096574	7.6265182	4.4248643	0	0	0	0	0	0
KSD-NODE_7862_length_6617_cov_13.888296	7.615325	17.557081	7.3053875	0	7.5757723	9.983495	0	0	0
KSD-NODE_7878_length_6610_cov_5.341266	0	4.718302	0	0	0	0	0	0	0
KSD-NODE_8457_length_6384_cov_5.145679	8.649004	7.3687124	3.6037936	0	2.755182	0	0	0	0
KSD-NODE_8615_length_6318_cov_5.512534	4.92119	4.7718225	7.487456	0	0	0	0	0	0
KSD-NODE_8797_length_6252_cov_9.034049	0	5.8198924	0	0	0	3.9900882	0	0	0
KSD-NODE_9007_length_6178_cov_5.438837	19.783754	7.5302787	21.13033	0	7.2599807	24.376839	0	0	0
KSD-NODE_9223_length_6095_cov_4.273675	0	5.7565985	3.3505507	0	0	0	0	0	0
KSD-NODE_9322_length_6063_cov_7.819241	0	7.373043	4.0077724	0	0	6.628868	0	0	0
KSD-NODE_9586_length_5977_cov_3.763931	5.650398	4.0004654	5.881911	0	6.0327287	7.033408	0	6.6971874	8.037171
KSD-NODE_10232_length_5778_cov_8.166696	9.277782	10.930365	12.16898	0	6.62102	7.5954547	0	0	13.240783
KSD-NODE_10435_length_5718_cov_5.484549	11.437667	7.4542785	10.623962	14.715497	10.304901	17.046925	0	5.717108	11.823939
KSD-NODE_10949_length_5580_cov_5.460814	0	7.4057465	0	0	0	0	0	0	0
KSD-NODE_11318_length_5491_cov_10.172369	7.8101664	12.779629	0	0	0	3.7017658	0	0	0
KSD-NODE_11408_length_5469_cov_5.563724	0	4.6571913	0	0	0	0	0	0	0
KSD-NODE_11410_length_5468_cov_10.213006	0	11.930293	3.025619	0	0	0	0	0	0
KSD-NODE_11664_length_5405_cov_4.813271	24.89429	6.587654	22.43055	0	10.250806	27.606703	0	0	0
KSD-NODE_12089_length_5301_cov_3.632863	7.382217	5.000901	5.607933	0	0	0	0	0	0
KSD-NODE_12562_length_5197_cov_3.752042	0	4.900939	0	0	0	0	0	0	0
KSD-NODE_12725_length_5165_cov_3.799804	0	3.9249141	2.202141	0	0	0	0	0	0
KSD-NODE_12962_length_5113_cov_8.842626	0	10.267897	0	0	0	0	0	0	0
KSD-NODE_12976_length_5109_cov_5.372180	0	6.664097	0	0	0	0	0	0	0
KSD-NODE_1550_length_15228_cov_9.186713	6.371731	15.2069025	12.3580885	0	17.03697	13.287367	0	24.972178	12.151032
KSD-NODE_1576_length_15138_cov_8.462309	8.463522	9.459953	10.6727	0	0	5.798195	0	0	0
KSD-NODE_1701_length_14562_cov_7.108430	7.3625917	8.888208	9.426192	0	0	0	0	0	0
KSD-NODE_2559_length_11964_cov_9.534134	0	5.8653407	11.516316	0	0	0	17.400118	0	0
KSD-NODE_3639_length_9880_cov_16.563461	0	3.5775678	20.564985	0	0	0	0	0	0
KSD-NODE_3714_length_9769_cov_4.495470	0	0	6.1125813	0	0	0	0	0	0
KSD-NODE_3920_length_9468_cov_4.429831	0	0	5.897369	0	0	0	0	0	0
KSD-NODE_4000_length_9396_cov_17.283053	17.172962	10.732345	20.193697	0	0	12.488159	0	0	0
KSD-NODE_4252_length_9082_cov_4.234962	0	7.211489	5.180273	0	0	0	0	11.312633	0
KSD-NODE_4498_length_8795_cov_5.842677	3.8399575	0	7.965192	0	0	0	0	0	0
KSD-NODE_4577_length_8696_cov_24.066427	55.789288	23.40174	30.915524	31.716047	3.1351285	9.243521	0	0	0
KSD-NODE_5011_length_8315_cov_16.507506	11.282297	4.625997	12.68413	0	0	3.6668184	0	0	0
KSD-NODE_5595_length_7826_cov_6.342427	0	0	8.455959	0	0	0	0	0	0
KSD-NODE_5701_length_7753_cov_33.797090	74.191086	99.528244	40.9441	0	36.52576	49.33649	0	0	8.720403
KSD-NODE_5938_length_7581_cov_9.442865	0	6.376647	11.900405	0	0	0	0	0	0
KSD-NODE_5959_length_7567_cov_5.554846	0	0	4.91928	0	0	0	0	0	0
KSD-NODE_6778_length_7082_cov_5.501352	0	0	7.263734	0	4.2842655	0	0	0	0
KSD-NODE_6860_length_7037_cov_3.963191	5.484874	0	5.179578	0	0	0	0	0	0
KSD-NODE_7095_length_6911_cov_3.873687	3.800817	5.415362	5.236606	0	4.2630177	3.2753892	0	0	10.5551815
KSD-NODE_7646_length_6622_cov_6.752094	0	21.821848	8.002533	0	4.4490657	7.255241	0	15.716644	22.434687
KSD-NODE_7782_length_6561_cov_6.105441	8.007147	6.02115	7.840537	0	9.1149025	13.659644	0	0	6.915011
KSD-NODE_8619_length_6233_cov_5.195371	0	2.293356	6.428318	0	0	4.5210614	0	0	0
KSD-NODE_8729_length_6187_cov_9.190965	11.523736	10.585864	11.113845	0	0	7.7653475	0	0	0
KSD-NODE_8744_length_6183_cov_4.711815	0	3.9512498	4.975199	0	0	0	0	0	0
KSD-NODE_9782_length_5833_cov_6.064382	0	8.911358	6.425972	0	0	0	0	0	0
KSD-NODE_9802_length_5829_cov_5.800658	0	2.764417	7.2729836	0	0	0	0	0	0
KSD-NODE_9868_length_5803_cov_11.766180	10.531107	11.062424	15.145694	0	0	3.2639163	0	0	0
KSD-NODE_10556_length_5598_cov_4.916832	6.9905562	0	4.5253897	0	0	6.9319286	0	0	10.488268
KSD-NODE_10681_length_5562_cov_9.604322	7.90323	10.046468	12.362703	0	5.376023	10.132965	0	0	0
KSD-NODE_10687_length_5560_cov_5.693370	25.742945	4.5809674	7.48538	0	4.112555	0	0	0	0
KSD-NODE_10802_length_5529_cov_13.282974	16.773405	11.704657	16.504065	0	6.0443583	13.117793	0	0	0
KSD-NODE_10861_length_5511_cov_5.338343	0	0	6.9890575	0	0	0	0	0	0
KSD-NODE_10959_length_5487_cov_5.885125	0	2.4156897	3.5333698	0	0	0	0	0	0
KSD-NODE_11060_length_5459_cov_6.519245	0	0	8.997116	0	0	0	0	0	0
KSD-NODE_11435_length_5361_cov_4.480400	0	0	6.123796	0	0	5.773467	0	0	0
KSD-NODE_11511_length_5345_cov_5.969754	0	2.1881177	7.157754	0	0	3.8028805	0	0	0
KSD-NODE_12272_length_5174_cov_5.948623	6.2165093	4.6213336	7.3943167	0	11.133406	10.803555	0	6.3182106	15.990029
KSD-NODE_12756_length_5065_cov_6.813573	24.76613	4.207657	8.880401	0	8.594863	8.57346	0	0	0
KSD-NODE_12901_length_5034_cov_4.464551	0	0	6.0594273	0	0	0	0	0	0
KSD-NODE_12994_length_5016_cov_4.871800	0	2.1761942	6.5965257	0	0	0	0	0	0
KSD-NODE_13036_length_5004_cov_5.495858	3.963749	5.557409	7.2839103	0	5.9755073	7.9394217	0	13.465688	14.57771
KSD-NODE_546_length_13648_cov_5.801957	0	0	0	70.04399	0	0	0	0	0
KSD-NODE_761_length_11440_cov_3.492314	0	0	0	42.700886	0	0	8.226093	0	0
KSD-NODE_783_length_11298_cov_4.934893	0	0	0	59.994717	0	0	0	0	0
KSD-NODE_3853_length_5056_cov_6.925015	32.762207	20.047647	22.547289	76.27698	16.176668	31.156954	20.586927	22.695818	63.869324
KSD-NODE_250_length_39627_cov_8.389922	0	0	0	0	16.012468	0	0	0	0
KSD-NODE_1594_length_13692_cov_5.111241	0	0	0	0	11.690084	0	0	0	0
KSD-NODE_2093_length_11593_cov_5.936817	0	0	0	0	13.503221	0	0	0	0
KSD-NODE_2378_length_10779_cov_4.344181	0	0	0	0	10.157904	0	0	0	0
KSD-NODE_2955_length_9556_cov_8.667930	23.280575	42.428173	52.100624	0	11.734031	4.254164	0	37.70006	50.270172
KSD-NODE_3255_length_9050_cov_5.319511	0	0	0	0	11.66127	3.6752899	0	0	0
KSD-NODE_3447_length_8713_cov_84.347078	0	0	0	0	195.51276	0	0	0	0
KSD-NODE_3867_length_8212_cov_4.126762	0	0	0	0	9.477799	0	0	0	0
KSD-NODE_3916_length_8146_cov_4.694599	0	0	0	0	10.148377	0	0	0	0
KSD-NODE_4117_length_7925_cov_3.727827	6.6290083	8.231526	12.134069	0	5.8815227	7.6945343	0	0	0
KSD-NODE_4399_length_7622_cov_4.500330	0	0	0	0	10.326836	0	0	0	0
KSD-NODE_5100_length_7079_cov_7.127136	6.361054	3.965133	0	15.518242	14.783874	12.203302	0	13.571099	16.336695
KSD-NODE_6051_length_6485_cov_8.629549	0	0	0	0	18.714676	23.365313	0	0	0
KSD-NODE_6562_length_6240_cov_4.458690	0	0	0	0	10.358954	0	0	0	0
KSD-NODE_6747_length_6154_cov_4.432202	0	0	0	0	5.9306703	4.4289646	0	0	0
KSD-NODE_6945_length_6055_cov_4.423167	0	0	0	0	6.4633703	4.1199064	0	0	0
KSD-NODE_7605_length_5786_cov_4.014134	0	0	0	0	9.195813	0	0	0	0
KSD-NODE_7977_length_5665_cov_7.014260	3.5958822	2.890324	1.7339896	0	15.446723	4.56663	0	0	6.438381
KSD-NODE_8144_length_5604_cov_5.086682	0	0	0	0	5.9634647	4.2865996	0	0	0
KSD-NODE_8280_length_5559_cov_6.704397	0	2.8051786	4.231628	0	12.893598	8.310191	0	0	0
KSD-NODE_8429_length_5513_cov_3.936057	0	0	0	0	8.933327	5.7818766	0	0	0
KSD-NODE_8713_length_5426_cov_3.595792	0	0	2.7155502	0	8.185116	13.111386	0	6.270683	0
KSD-NODE_9882_length_5088_cov_3.989668	0	0	13.87006	0	5.012612	6.083246	0	15.47246	0
KSD-NODE_9969_length_5066_cov_6.498503	0	0	0	0	12.759549	3.5563715	0	0	0
KSD-NODE_10049_length_5046_cov_18.880184	0	0	0	0	28.670273	20.965052	0	0	0
KSD-NODE_783_length_21580_cov_7.003763	0	0	0	0	0	16.975769	0	0	0
KSD-NODE_1588_length_15072_cov_5.872211	0	0	0	0	0	11.585869	0	0	0
KSD-NODE_2271_length_12551_cov_15.022567	0	0	0	0	0	33.310253	0	0	0
KSD-NODE_2783_length_11332_cov_9.333865	0	0	0	0	30.616365	21.19847	0	0	0
KSD-NODE_3730_length_9764_cov_4.379751	0	0	0	0	0	8.137826	0	0	0
KSD-NODE_3882_length_9550_cov_7.416430	0	0	0	0	29.790934	17.99481	0	0	0
KSD-NODE_4571_length_8761_cov_5.527682	0	1.7206011	1.8588728	0	8.432158	13.340575	0	5.7874117	0
KSD-NODE_5051_length_8272_cov_10.317878	0	0	2.5312629	0	8.558517	14.352591	0	0	0
KSD-NODE_5628_length_7825_cov_9.901416	10.2076	13.152756	13.775726	24.194532	4.1022463	18.12432	0	0	9.777027
KSD-NODE_5973_length_7556_cov_6.008266	4.0439396	3.02689	2.0868955	27.839867	15.014502	14.428719	0	10.507017	0
KSD-NODE_6843_length_7010_cov_7.700647	0	24.46988	5.273279	0	7.025596	14.827645	0	17.606707	15.482265
KSD-NODE_8332_length_6309_cov_7.131436	0	0	0	0	0	16.035824	0	0	0
KSD-NODE_8538_length_6234_cov_3.554620	0	0	0	0	0	8.447842	0	0	0
KSD-NODE_8679_length_6177_cov_9.012251	20.91516	18.513176	13.935721	14.3787985	16.373194	20.491827	0	0	16.994059
KSD-NODE_8754_length_6140_cov_6.141824	0	2.5397372	2.147161	0	8.808864	14.821958	0	8.583871	6.954495
KSD-NODE_8974_length_6063_cov_11.742011	0	4.5867186	0	0	29.95337	24.610626	0	0	0
KSD-NODE_9041_length_6039_cov_6.228443	0	1.8936232	3.8524787	0	7.791156	14.840359	0	6.2970085	6.481573
KSD-NODE_9846_length_5777_cov_15.324712	8.537038	10.347404	12.350073	15.7789755	17.202408	33.98555	0	6.582592	9.547333
KSD-NODE_10179_length_5672_cov_5.387395	4.0640025	5.5444064	0	0	13.799616	12.624179	0	4.3520103	0
KSD-NODE_10374_length_5621_cov_3.915738	0	0	0	0	0	9.369124	0	0	0
KSD-NODE_10692_length_5536_cov_4.501916	0	0	0	0	0	10.514343	0	0	0
KSD-NODE_11416_length_5346_cov_14.713098	0	0	0	0	0	33.441807	0	0	0
KSD-NODE_11672_length_5284_cov_4.303691	0	0	0	27.867262	6.6574874	6.9941487	0	5.8079042	0
KSD-NODE_11754_length_5264_cov_4.402189	4.9900165	0	2.111618	19.09278	8.604082	10.88212	0	0	0
KSD-NODE_11973_length_5215_cov_4.694186	0	0	0	0	0	10.275699	0	0	0
KSD-NODE_12334_length_5135_cov_3.248228	0	0	0	0	0	7.8268404	0	0	0
KSD-NODE_12508_length_5094_cov_5.999603	0	0	0	0	0	10.157031	0	0	0
KSD-NODE_12716_length_5050_cov_4.821622	0	0	0	0	0	9.605183	0	0	0
KSD-NODE_3596_length_9085_cov_4.041971	0	0	0	0	0	0	22.28636	0	0
KSD-NODE_3819_length_8765_cov_4.296900	0	0	0	0	0	0	20.009163	0	0
KSD-NODE_3924_length_8624_cov_31.980044	0	0	0	0	0	0	209.14983	0	0
KSD-NODE_4062_length_8467_cov_24.799215	0	0	0	0	0	0	154.08745	0	0
KSD-NODE_4481_length_8012_cov_4.767375	0	0	0	0	0	0	24.559181	0	0
KSD-NODE_4921_length_7580_cov_6.106312	0	0	0	0	0	0	45.33395	0	0
KSD-NODE_6053_length_6695_cov_8.352861	0	0	0	107.875916	0	0	58.993603	0	0
KSD-NODE_6586_length_6394_cov_3.898091	0	0	0	20.836216	0	0	18.731924	0	0
KSD-NODE_7233_length_6076_cov_7.624481	0	0	0	42.6994	0	0	37.781902	0	0
KSD-NODE_7704_length_5860_cov_3.477003	0	0	0	0	0	0	26.521898	0	0
KSD-NODE_8745_length_5444_cov_4.573019	0	0	0	0	0	0	35.620213	0	0
KSD-NODE_9227_length_5290_cov_3.915186	0	0	0	19.440777	0	0	26.953804	0	0
KSD-NODE_9951_length_5069_cov_5.953929	0	0	0	19.366161	0	0	40.78697	0	0
KSD-NODE_2205_length_8261_cov_5.604801	0	0	0	0	0	0	0	17.44398	0
